Topic,Words,Frequency,Timestamp
17,"bara, case, negreira, cluster, impact",24,2023-03-02
18,"negreira, egreira, club, palancas, boy",45,2023-03-02
19,"negreira, pay, payment, paid, salary",44,2023-03-02
20,"uefa, sanctioning, fifa, bara, afraid",25,2023-03-02
21,"santiago, banknotes, federation, bernabu, face",37,2023-03-02
22,"goal, negreira, goa, great, egreira",35,2023-03-02
23,"arbitration, negreira, time, gavi, overcome",37,2023-03-02
24,"madrid, real, negreira, case, fans",24,2023-03-02
25,"bernabu, bernabeu, fly, egreira, spirit",29,2023-03-02
26,"cta, negreira, cantalejo, medina, president",25,2023-03-02
27,"#baragate, negreira, #barcagate, bara, talk",21,2023-03-02
28,"espai, investors, bara, suffering, case",8,2023-03-02
29,"fans, bernabu, madrid, protest, santiago",27,2023-03-02
30,"banknotes, face, laporte, classic, distribut",22,2023-03-02
31,"munuera, negreira, bizum, montero, received",26,2023-03-02
32,"barsa, arbitration, robbery, president, vice",24,2023-03-02
33,"cup, egreira, negreira, hahahahahahahahahahahahahaha, bon",21,2023-03-02
34,"rfef, report, knowing, fact, person",23,2023-03-02
35,"cantalejo, medina, negreira, @ctarfef, press",20,2023-03-02
36,"negreira, enriquez, enrquez, wimp, maria",15,2023-03-02
37,"corruption, madrid, negreira, federation, spain",15,2023-03-02
38,"#golazo, thing, negreira, #asiganaelmadrid, trapper",16,2023-03-02
39,"negreira, vice, president, corruption, cta",19,2023-03-02
40,"referee, bara, bought, negreira, details",17,2023-03-02
41,"gonzlez, dangerous, nou, var, camp",16,2023-03-02
42,"barcelona, alleged, payment, crimes, envision",13,2023-03-02
43,"slave, girl, #corruptos, #mafiosos, #ladrones",14,2023-03-02
44,"negreira, today, egreira, hijoooooossss, lasts",15,2023-03-02
45,"beep, negreira, egreira, cabr, temite",16,2023-03-02
46,slave,13,2023-03-02
47,"uncle, tito, berni, negreira, egreira",11,2023-03-02
48,"prosecutor, public, office, final, bartomeu",12,2023-03-02
49,"egreira, league, negreira, grande, strong",11,2023-03-02
50,"ancelotti, case, classic, negreira, corruption",2,2023-03-02
51,"madrid, real, egypt, #photography, bukele",9,2023-03-02
52,"parents, egreira, exist, negreira, embryo",13,2023-03-02
53,"refused, collaboration, clarify, rfef, report",12,2023-03-02
54,"boy, egreira, bod, gangz, jack",10,2023-03-02
55,"rolex, wear, denies, medina, cantalejo",11,2023-03-02
0,"barsa, madrid, play, win, goal",173,2023-03-03
1,"negreira, hahahahahahaj, oooooooooo, cheer, order",2,2023-03-03
2,"vinicius, yellow, negreira, jong, gavi",6,2023-03-03
3,"arbitration, case, negreira, andreu, rfef",6,2023-03-03
4,"month, mom, straw, sergio, custody",2,2023-03-03
5,"estrada, fernndez, complaint, referee, prosecutor",9,2023-03-03
6,"referee, negreira, madrid, work, charge",5,2023-03-03
7,"gavi, negreira, card, bowels, chipmunks",3,2023-03-03
8,"egreira, negreira, munuera, likes, transfer",8,2023-03-03
9,"middle, #halamadrid, case, continue, pay",1,2023-03-03
10,"negreira, @realmadrid, #chiringuitotitular, illustration, #chiringuitoclasico",3,2023-03-03
13,"complaint, fernndez, estarada, reaffirm, procedure",1,2023-03-03
14,"uefa, federation, spanish, request, rfef",6,2023-03-03
15,"negreira, dragon, felt, beat, worst",2,2023-03-03
17,"affect, banned, case, increasingly, biggest",2,2023-03-03
18,"negreira, burgos, exhibition, play, yesterday",1,2023-03-03
19,"fara, pay, pass, montero, munuera",1,2023-03-03
20,"uefa, sanctioning, case, sports, bara",7,2023-03-03
21,"federation, face, fans, protest, tickets",3,2023-03-03
22,"goal, score, push, small, negreira",1,2023-03-03
23,"essential, arbitration, palancas, double, media",1,2023-03-03
24,"madrid, #casomediador, @ppopular, sky, scream",1,2023-03-03
27,"#barcagate, loss, negreira, post, machine",2,2023-03-03
29,"dozens, fans, demonstrated, madrid, @marca",1,2023-03-03
30,"banknotes, face, laporte, classic, crying",3,2023-03-03
35,"medina, assembly, cantalejo, pantomime, spectators",1,2023-03-03
36,"enriquez, negreira, enrquez, wimp, maria",1,2023-03-03
37,"government, fraga, galicia, feijo, vigo",2,2023-03-03
40,"charge, bought, spain, referee, negreira",1,2023-03-03
42,"#ocio, accused, advised, barcelona, enrquez",1,2023-03-03
46,slave,1,2023-03-03
48,"public, prosecutor, bartomeu, office, final",3,2023-03-03
