Topic,Words,Frequency,Timestamp
61,"piqu, birthday, shakira, song, @premium0608",4,2023-01-12
62,"treasury, debt, shakira, tax, pay",59,2023-01-12
63,"shakira, year, younger, age, older",37,2023-01-12
65,"horns, shakira, monetize, certificate, capital",18,2023-01-12
66,"shakira, song, start, january, year",40,2023-01-12
67,"aquarius, shakira, aquarian, zodiac, moon",20,2023-01-12
70,"hurt, shakira, pain, song, heal",90,2023-01-12
71,"gym, brain, work, lot, bit",44,2023-01-12
73,"session, shakira, listen, start, today",1,2023-01-12
74,"jam, piqu, shakira, jar, cheated",6,2023-01-12
76,"davies, cup, kosmos, piqu, itf",6,2023-01-12
77,"witch, law, scary, shakira, status",2,2023-01-12
78,"chew, swallow, shakira, mortify, @shakira",17,2023-01-12
81,"dreamt, shakira, dream, quee, surpassed",2,2023-01-12
82,"caro, impersonator, shakira, guys, parody",1,2023-01-12
84,"shakira, hair, curls, blonde, dye",19,2023-01-12
86,"team, shakira, forever, temo, choto",23,2023-01-12
0,"piqu, clara, photo, gerard, defend",760,2023-01-13
1,"piqu, shakira, song, children, clara",1283,2023-01-13
2,"miley, shakira, cyrus, song, flowers",259,2023-01-13
3,"shakira, queen, song, quee, hot",182,2023-01-13
4,"pike, nightclub, barbecue, drink, vaaaaa",22,2023-01-13
5,"shakira, views, spotify, youtube, session",82,2023-01-13
6,"woke, today, spike, start, night",17,2023-01-13
7,"gelato, piqu, bag, gelapique, lucky",23,2023-01-13
8,"@shakira, #shakira, shakira, #shakirabzrp, #shakiraxbizarrap",122,2023-01-13
9,"shakira, bizarrap, session, bzrp, song",126,2023-01-13
10,"jam, shakira, jelly, eat, fridge",28,2023-01-13
11,"stings, stung, @racionaiscn, asmr, intentiona",21,2023-01-13
12,"casio, @c, win, watch, buy",1,2023-01-13
13,"shakira, mom, song, listen, singing",43,2023-01-13
14,"piqu, casio, twingo, league, arrived",106,2023-01-13
15,"shakira, song, feminist, criticize, women",195,2023-01-13
16,", goddess, love, queen, oooname",38,2023-01-13
17,"women, shakira, money, @shakira, #shakira",69,2023-01-13
18,"shakira, session, sessio, play, song",89,2023-01-13
19,"song, shakira, good, love, listen",76,2023-01-13
20,"twingo, shakira, ferrari, traded, renault",96,2023-01-13
21,"shakira, relojezzz, featuring, #nowplaying, @youtube",21,2023-01-13
22,"spike, peak, big, ufg, arg",10,2023-01-13
23,"shakira, song, concert, album, tour",28,2023-01-13
24,"song, shakira, listen, bad, terrible",48,2023-01-13
25,"shakira, song, children, guys, blown",25,2023-01-13
26,"rolex, casio, shakira, watch, #rolex",114,2023-01-13
27,"shakira, song, head, listen, day",27,2023-01-13
28,"isapres, fonasa, #fiestadelosabrazos, mackenna, #ladivinacomida",24,2023-01-13
29,"shakira, song, exes, dedicated, breakup",90,2023-01-13
30,"cheated, shakira, unfaithful, yoghurts, beautifull",18,2023-01-13
31,"karol, @karolg, shakira, @shakira, karolg",7,2023-01-13
32,"shakira, listen, song, singing, pegue",26,2023-01-13
33,"#aliceinborderland, #aliceinborderlands2, votorantim, eiish, bbb",7,2023-01-13
34,"tiktok, shakira, song, dance, tok",20,2023-01-13
35,"shakira, billing, invoice, failed, crying",55,2023-01-13
36,"clara, shakira, chia, cha, song",38,2023-01-13
37,"casio, shakira, #casio, song, #shakira",149,2023-01-13
40,"wolf, shakira, guys, song, tuuuuuu",13,2023-01-13
41,"itch, itchy, faa, throat, powder",6,2023-01-13
42,"dick, comp, semester, consideration, topic",5,2023-01-13
43,"children, shakira, song, mother, father",92,2023-01-13
44,"addicted, shakira, song, @radiole_oficial, flamenquito",6,2023-01-13
45,"plagiarism, shakira, briella, song, accused",98,2023-01-13
46,"law, mother, shakira, neighbor, montserrat",5,2023-01-13
47,"paquita, barrio, shakira, del, neighborhood",17,2023-01-13
48,"bzrp, shakira, session, music, #53",16,2023-01-13
49,"betrayed, shakira, court, understand, patan",9,2023-01-13
52,"piqu, shakira, follow, instagram, obro",3,2023-01-13
53,"shakira, ron, beg, spolier, cerati",25,2023-01-13
54,"shakira, pipokinha, issue, special, #fearwomen",7,2023-01-13
55,"neighbor, shakira, listen, song, play",11,2023-01-13
56,"shakira, lmaoooooo, jueputaaaa, seventy, incidentally",6,2023-01-13
58,"january, shakira, day, streak, vlm",5,2023-01-13
59,"esse, piqu, nesse, dayaaaaa, vited",3,2023-01-13
60,"shakira, tw, acional, universe, yordi",5,2023-01-13
61,"parchs, birthday, piqu, shakira, tie",2,2023-01-13
62,"tax, shakira, treasury, debt, uh",33,2023-01-13
63,"shakira, year, younger, older, age",12,2023-01-13
64,"anuel, #karolg, entitled, collaboration, bite",1,2023-01-13
65,"horns, shakira, monetize, category, favor",8,2023-01-13
66,"shakira, miley, january, year, start",21,2023-01-13
67,"aquarius, shakira, aquarian, astrology, saturn",14,2023-01-13
70,"shakira, hurt, pain, grief, wounds",25,2023-01-13
71,"gym, brain, work, bit, lot",8,2023-01-13
74,"piqu, shakira, jam, pig, jelly",4,2023-01-13
75,"pickle, woke, today, kkkk, barbecue",1,2023-01-13
76,"davies, kosmos, cup, tennis, federation",28,2023-01-13
77,"witch, house, law, shakira, mother",1,2023-01-13
78,"chew, swallow, shakira, mortify, #traguemastique",4,2023-01-13
80,"gelato, bag, sale, piqu, lucky",6,2023-01-13
81,"dreamt, shakira, @nathypeluso, dream, hahha",5,2023-01-13
82,"parody, shakira, derbez, rosaldo, alessandra",5,2023-01-13
83,"liar, beyonc, beautiful, shakira, texas",2,2023-01-13
84,"hair, shakira, curls, blonde, #beef",5,2023-01-13
85,"nano, snidel, lily, brown, gelapique",1,2023-01-13
86,"team, shakira, #buenosdas, @ferbelaunzaran, roccuzzo",9,2023-01-13
89,"gelato, fluffy, snoopy, stuffed, peanuts",1,2023-01-13
0,"piqu, clara, gerard, photo, cha",801,2023-01-14
1,"piqu, shakira, song, children, clara",1002,2023-01-14
2,"miley, shakira, cyrus, song, flowers",263,2023-01-14
3,"shakira, queen, @erabangp1, based, opposite",92,2023-01-14
4,"pike, ha, kiero, @itssince79, @dajisgrace",25,2023-01-14
5,"shakira, spotify, #1, session, bzrp",323,2023-01-14
6,"sidewalk, nerve, today, day, sleep",16,2023-01-14
7,"cot, gelato, @tidmaster, @_cityspy, quality",37,2023-01-14
8,"@shakira, shakira, #shakira, @bizarrap, @sonymusiclatin",381,2023-01-14
9,"shakira, bizarrap, session, bzrp, song",69,2023-01-14
10,"shakira, jam, jelly, ate, jar",31,2023-01-14
11,"stings, stung, asjdasjasj, @beelce_, disney",32,2023-01-14
12,"@c, @casio0ficia, raffle, costs, participate",1940,2023-01-14
13,"shakira, mom, song, singing, @carlaarodrigzz",54,2023-01-14
14,"piqu, casio, twingo, @casioteam, league",191,2023-01-14
15,"shakira, feminist, song, feminism, criticize",99,2023-01-14
16,"chatbot, , fluid, fictitious, artificial",17,2023-01-14
17,"women, shakira, money, dilooo, @david_ab23",74,2023-01-14
18,"shakira, session, sessio, play, listen",28,2023-01-14
19,"song, shakira, good, catchy, love",42,2023-01-14
20,"twingo, ferrari, shakira, #twingo, renault",94,2023-01-14
21,"@iconiksongs, wyclef, shakira, jean, hips",27,2023-01-14
22,"spike, peak, @pwxm7, @lobersgoiania, @najumourige",7,2023-01-14
23,"shakira, album, @qlokuracbaok, @lakonga, release",8,2023-01-14
24,"song, shakira, bad, sick, horrible",31,2023-01-14
25,"shakira, humiliated, guys, song, @shakira",34,2023-01-14
26,"rolex, casio, shakira, watch, calculator",181,2023-01-14
27,"shakira, song, head, day, stuck",15,2023-01-14
28,"isapres, pdvsa, fonasa, #fiestadelosabrazos, mackenna",63,2023-01-14
29,"shakira, song, dedicated, exes, @mar1alexandrady",40,2023-01-14
30,"cheated, shakira, men, veeyyyy, manoooooooooo",14,2023-01-14
31,"karol, peridico, shakira, @popbase, collaboration",90,2023-01-14
32,"shakira, listen, song, folder, witcher",11,2023-01-14
33,"#thelastofushbo, politicians, hbo, variety, bbb",2,2023-01-14
34,"tiktok, shakira, song, @demotivatrice10, choreography",8,2023-01-14
35,"shakira, billing, invoice, failed, @soydeplushh",24,2023-01-14
36,"clara, shakira, chia, cha, song",47,2023-01-14
37,"casio, shakira, @casioteam, #casio, song",114,2023-01-14
40,"wolf, shakira, guys, newbies, @shakira",38,2023-01-14
41,"itchy, itch, @sebasdecker, @gris___44, @soysimpsonito",7,2023-01-14
42,"dick, poem, @joaolugon1, @deprehulk, @super_talento",8,2023-01-14
43,"children, shakira, @elfakepost, song, father",102,2023-01-14
44,"addicted, shakira, song, obsessed, @carlhoe_",11,2023-01-14
45,"plagiarism, shakira, @juanlobx, briella, song",57,2023-01-14
46,"law, mother, shakira, neighbor, inlaws",11,2023-01-14
47,"paquita, barrio, shakira, del, neighborhood",19,2023-01-14
48,"shakira, session, bzrp, music, #53",12,2023-01-14
49,"betrayed, shakira, maltinha, @dianaluvscats, diana",17,2023-01-14
50,"polish, bunny, feid, goyenech, @maxicardenas",28,2023-01-14
51,"@casioteam, casio, reach, follow, send",573,2023-01-14
53,"shakira, surgeon, fault, beg, needed",22,2023-01-14
54,"#fearwomen, #bullrun, @luckysuziiwin, @nfttoonverse, porchat",4,2023-01-14
55,"neighbor, shakira, song, session, listen",11,2023-01-14
56,"shakira, @anak_rc, yeri, mua, husband",11,2023-01-14
57,"@luixnttj, leal, djonga, romance, goal",20,2023-01-14
59,"esse, piqu, nesse, cap, sai",2,2023-01-14
60,"universe, guevonada, shakira, @popbase, @karolg",3,2023-01-14
62,"treasury, shakira, tax, debt, pay",24,2023-01-14
63,"shakira, year, @pato_pitaluga, younger, age",16,2023-01-14
64,"@chrisxxxarauz, anuel, alert, spoilers, karol",185,2023-01-14
65,"horns, shakira, @lobo41015, @alexmonthy, song",16,2023-01-14
66,"shakira, @casiooficial, lucky, miley, @y_adarista",22,2023-01-14
67,"aquarius, shakira, aquarian, aries, zodiac",14,2023-01-14
69,"@elcanarionaso_, responds, cheated, children, house",219,2023-01-14
70,"shakira, hurt, pain, trill, @ricardoargaca",12,2023-01-14
71,"@patricialoz1, gym, brain, lot, shakira",12,2023-01-14
72,"milan, balcony, oops, interview, stole",1,2023-01-14
74,"jar, piqu, jam, shakira, jelly",6,2023-01-14
75,"pickle, @lolaette, barbecue, woke, bus",3,2023-01-14
76,"davies, kosmos, cup, tennis, piqu",14,2023-01-14
77,"witch, law, house, shakira, balcony",32,2023-01-14
78,"chew, swallow, shakira, mastic, mortify",3,2023-01-14
79,"@soy_de_lo_peor, nria, shakira, ant, engaged",1,2023-01-14
81,"dreamt, mmmmm, @lamaradice, shakira, owl",3,2023-01-14
82,"everlastream, @cosplayeverlast, parody, feat, viewers",1,2023-01-14
83,"liar, beautiful, shakira, true, sound",1,2023-01-14
84,"shakira, blonde, hair, @_hiddennews2015, curls",9,2023-01-14
85,"nano, snidel, lily, brown, gelapique",1,2023-01-14
86,"team, shakira, @hodgsongeorge, @cah_azevedo, guys",6,2023-01-14
87,"straps, wrist, design, exclusive, @casioteam",41,2023-01-14
88,"elf, @el_pepperoni_, hunks, jam, thought",242,2023-01-14
89,"cristiano, #premier, #tenhag, #encontra, #liverpool",1,2023-01-14
0,"piqu, clara, gerard, photo, league",1301,2023-01-15
1,"piqu, shakira, song, gerard, clara",1556,2023-01-15
2,"miley, shakira, cyrus, song, flowers",575,2023-01-15
3,"shakira, queen, love, song, quee",339,2023-01-15
4,"pike, today, damn, play, good",143,2023-01-15
5,"shakira, spotify, views, session, song",163,2023-01-15
6,"spike, energy, sleep, nerve, rush",111,2023-01-15
7,"gelato, piqu, bag, rakuten, lucky",84,2023-01-15
8,"@shakira, #shakira, shakira, love, #shakirabzrp",152,2023-01-15
9,"shakira, bizarrap, bzrp, session, song",127,2023-01-15
10,"shakira, jam, jelly, ate, eat",38,2023-01-15
11,"stings, stung, anuel, damn, robbed",129,2023-01-15
13,"shakira, mom, song, dad, listen",125,2023-01-15
14,"piqu, casio, twingo, sponsor, league",196,2023-01-15
15,"shakira, feminist, song, criticize, women",146,2023-01-15
16,", #notisdom, deserve, love, click",90,2023-01-15
17,"women, shakira, money, @shakira, billing",125,2023-01-15
18,"shakira, session, play, sessio, song",123,2023-01-15
19,"shakira, song, good, love, listen",161,2023-01-15
20,"twingo, ferrari, shakira, traded, renault",179,2023-01-15
21,"shakira, @youtube, #nowplaying, feat, official",41,2023-01-15
22,"peak, spike, year, today, rush",33,2023-01-15
23,"shakira, concert, song, tour, album",67,2023-01-15
24,"song, shakira, bad, listen, horrible",83,2023-01-15
25,"shakira, guys, song, man, thing",66,2023-01-15
26,"rolex, casio, shakira, watch, #rolex",160,2023-01-15
27,"shakira, song, head, mind, listen",84,2023-01-15
28,"isapres, fonasa, #fiestadelosabrazos, mackenna, #ladivinacomida",262,2023-01-15
29,"shakira, song, exes, dedicated, miley",100,2023-01-15
30,"cheated, shakira, men, beyonc, guys",44,2023-01-15
31,"karol, shakira, collaboration, song, anuel",31,2023-01-15
32,"shakira, listen, song, singing, stening",60,2023-01-15
33,"movie, watch, good, book, mood",22,2023-01-15
34,"tiktok, shakira, song, dance, choreography",39,2023-01-15
35,"shakira, billing, failed, invoice, crying",74,2023-01-15
36,"clara, shakira, chia, cha, song",41,2023-01-15
37,"casio, shakira, #casio, song, #shakira",117,2023-01-15
38,"ameeeee, booed, hahahaj, piqu, shout",1,2023-01-15
40,"wolf, uh, shakira, guys, newbies",42,2023-01-15
41,"itch, itchy, scratch, damn, broom",43,2023-01-15
42,"dick, dic, dead, vacation, dermilivre",30,2023-01-15
43,"children, shakira, song, father, mother",52,2023-01-15
44,"addicted, shakira, song, obsessed, music",54,2023-01-15
45,"plagiarism, shakira, briella, accused, song",57,2023-01-15
46,"law, mother, shakira, neighbor, house",23,2023-01-15
47,"paquita, barrio, shakira, del, neighborhood",25,2023-01-15
48,"shakira, session, bzrp, music, #53",37,2023-01-15
49,"betrayed, shakira, miley, guys, courage",46,2023-01-15
50,"views, #cleopatra, wikipedia, jan, trend",8,2023-01-15
51,"casio, @casioteam, reach, follow, send",4,2023-01-15
52,"piqu, shakira, instagram, follow, tripero",9,2023-01-15
53,"shakira, needed, worst, champion, version",31,2023-01-15
54,"trevor, #realsociedadathletic, #ajatwe, #___, lawrence",42,2023-01-15
55,"neighbor, shakira, song, play, listen",40,2023-01-15
56,"shakira, wooow, chamo, yup, instagram",6,2023-01-15
57,"romance, leal, djonga, piqu, goal",12,2023-01-15
58,"january, shakira, day, dedicated, song",22,2023-01-15
59,"esse, piqu, nesse, sai, valria",11,2023-01-15
60,"shakira, universe, colombia, #missuniverse2022, #missuniverse",352,2023-01-15
61,"overkill, piqu, shakira, karol, pen",2,2023-01-15
62,"tax, shakira, treasury, debt, evade",30,2023-01-15
63,"shakira, year, age, incredible, younger",24,2023-01-15
64,"anuel, #amazon2022, ichiba, rakuten, #2023",22,2023-01-15
65,"horns, shakira, miley, monetize, song",33,2023-01-15
66,"shakira, miley, year, song, start",23,2023-01-15
67,"aquarius, aquarian, shakira, piqu, aries",62,2023-01-15
68,"gelato, bag, tote, everyday, reservation",14,2023-01-15
70,"shakira, hurt, song, pain, grief",33,2023-01-15
71,"gym, brain, work, shakira, lot",9,2023-01-15
72,"andorra, distribut, house, piqu, shakira",1,2023-01-15
74,"jam, piqu, shakira, ate, jar",10,2023-01-15
75,"pickle, magrota, washroom, tableware, clean",9,2023-01-15
76,"davies, tennis, cup, kosmos, itf",3,2023-01-15
77,"witch, shakira, law, balcony, house",67,2023-01-15
78,"chew, swallow, shakira, mortify, song",14,2023-01-15
80,"gelato, gelapique, bag, reservation, piqu",11,2023-01-15
81,"dreamt, dream, shakira, piqu, woke",8,2023-01-15
82,"parody, grfica, prensa, royal, spare",2,2023-01-15
83,"liar, beyonc, beautiful, shakira, singing",4,2023-01-15
84,"shakira, hair, curlers, blonde, black",10,2023-01-15
85,"nano, snidel, lily, gelapique, brown",6,2023-01-15
86,"team, shakira, restaurant, kirchos, familyyyyy",21,2023-01-15
87,"expensive, sucker, player, post, photo",2,2023-01-15
88,"elf, hunks, @el_pepperoni_, jam, thought",2,2023-01-15
89,"gelato, snoopy, peanuts, stuffed, piqu",3,2023-01-15
0,"piqu, clara, photo, gerard, league",2115,2023-01-16
1,"piqu, shakira, song, gerard, clara",2079,2023-01-16
2,"miley, shakira, cyrus, song, flowers",535,2023-01-16
3,"shakira, queen, song, quee, goddess",291,2023-01-16
4,"pike, today, play, day, tomorrow",176,2023-01-16
5,"shakira, spotify, song, session, views",129,2023-01-16
6,"energy, spike, rush, today, drink",161,2023-01-16
7,"gelato, piqu, bag, lucky, gelapique",107,2023-01-16
8,"@shakira, #shakira, shakira, love, @bizarrap",175,2023-01-16
9,"shakira, bizarrap, bzrp, session, song",143,2023-01-16
10,"jelly, shakira, jam, eat, ate",111,2023-01-16
11,"stings, stung, bee, bite, hurt",80,2023-01-16
13,"shakira, mom, song, dad, listen",149,2023-01-16
14,"twingo, piqu, casio, league, arrived",446,2023-01-16
15,"shakira, feminist, song, criticize, women",162,2023-01-16
16,", love, queen, pic, pick",215,2023-01-16
17,"women, shakira, money, #shakira, @shakira",91,2023-01-16
18,"shakira, session, sessio, play, listen",87,2023-01-16
19,"shakira, song, good, love, catchy",144,2023-01-16
20,"twingo, shakira, ferrari, renault, traded",136,2023-01-16
21,"shakira, @youtube, #nowplaying, hd, official",54,2023-01-16
22,"peak, spike, start, week, rush",50,2023-01-16
23,"shakira, concert, album, song, tour",57,2023-01-16
24,"song, shakira, bad, horrible, listen",111,2023-01-16
25,"shakira, guys, song, married, man",126,2023-01-16
26,"rolex, casio, shakira, watch, #rolex",101,2023-01-16
27,"shakira, song, head, mind, listen",111,2023-01-16
28,"isapres, fonasa, #fiestadelosabrazos, mackenna, #ladivinacomida",37,2023-01-16
29,"shakira, song, dedicated, exes, miley",110,2023-01-16
30,"cheated, shakira, unfaithful, guys, miley",52,2023-01-16
31,"karol, shakira, song, release, anuel",19,2023-01-16
32,"shakira, listen, song, singing, stening",53,2023-01-16
33,"series, nerve, bbb, game, watch",43,2023-01-16
34,"tiktok, shakira, song, dance, video",40,2023-01-16
35,"shakira, billing, failed, invoice, crying",58,2023-01-16
36,"clara, shakira, cha, chia, song",48,2023-01-16
37,"casio, shakira, #casio, song, #shakira",76,2023-01-16
38,"booed, piqu, rogerinho, yelling, pike",3,2023-01-16
40,"wolf, shakira, guys, uh, tuuu",35,2023-01-16
41,"itchy, itch, scratch, cough, eyes",37,2023-01-16
42,"dick, sdds, caroooo, today, shower",24,2023-01-16
43,"children, shakira, song, mother, father",55,2023-01-16
44,"addicted, shakira, song, obsessed, music",75,2023-01-16
45,"plagiarism, briella, shakira, accused, venezuelan",79,2023-01-16
46,"law, mother, shakira, neighbor, stepchildren",12,2023-01-16
47,"paquita, barrio, del, shakira, message",123,2023-01-16
48,"session, shakira, bzrp, music, #53",31,2023-01-16
49,"betrayed, shakira, courage, guys, magine",48,2023-01-16
50,"views, sza, boomin, metro, #cleopatra",10,2023-01-16
52,"piqu, shakira, follow, instagram, noticed",14,2023-01-16
53,"shakira, needed, worst, champion, version",29,2023-01-16
54,"shakira, fancam, #totars, zema, fred",38,2023-01-16
55,"neighbor, shakira, song, play, listen",26,2023-01-16
56,"shakira, #firstdates16e, yanet, deactivate, bundchen",17,2023-01-16
57,"romance, leal, piqu, djonga, fred",25,2023-01-16
58,"january, shakira, day, dedicated, year",20,2023-01-16
59,"esse, piqu, nesse, luna, sai",15,2023-01-16
60,"shakira, universe, colombia, venezuela, arepa",26,2023-01-16
61,"santi, piqu, shakira, anniversary, thiago",1,2023-01-16
62,"treasury, shakira, tax, debt, pay",26,2023-01-16
63,"shakira, year, younger, age, older",30,2023-01-16
64,"#amazon2022, ichiba, anuel, rakuten, #2023",14,2023-01-16
65,"horns, shakira, monetize, song, music",63,2023-01-16
66,"shakira, miley, year, cyrus, song",26,2023-01-16
67,"aquarius, aquarian, shakira, sagittarius, astrology",30,2023-01-16
68,"gelato, bag, tote, everyday, reservation",16,2023-01-16
70,"shakira, hurt, pain, song, art",36,2023-01-16
71,"brain, gym, shakira, work, lot",20,2023-01-16
72,"milan, sasha, twitch, broadcast, fulfilled",1,2023-01-16
73,"station, bzrp, session, music, shakira",18,2023-01-16
74,"shakira, piqu, jam, jar, jelly",6,2023-01-16
75,"pickle, passarin, drigo, tlg, sinister",13,2023-01-16
76,"davies, tennis, kosmos, cup, federation",9,2023-01-16
77,"witch, balcony, shakira, law, house",47,2023-01-16
78,"chew, swallow, shakira, mortify, #shakira",20,2023-01-16
80,"gelato, gelapique, bag, reservation, piqu",15,2023-01-16
81,"dreamt, shakira, nightmare, dream, piqu",8,2023-01-16
82,"derbez, rosaldo, alessandra, eugenio, parody",54,2023-01-16
83,"liar, beyonc, beautiful, shakira, bey",9,2023-01-16
84,"hair, shakira, blonde, curls, black",21,2023-01-16
85,"nano, snidel, lily, gelapique, rakuten",10,2023-01-16
86,"team, shakira, forever, @shakira, @rafaavv",38,2023-01-16
87,"expensive, sucker, player, post, photo",11,2023-01-16
88,"elf, @el_pepperoni_, leprechaun, hunks, jam",2,2023-01-16
89,"snoopy, gelato, peanuts, piqu, irresistible",6,2023-01-16
0,"piqu, league, clara, gerard, photo",1417,2023-01-17
1,"piqu, shakira, song, gerard, clara",1405,2023-01-17
2,"miley, shakira, cyrus, song, flowers",576,2023-01-17
3,"shakira, queen, song, hot, love",264,2023-01-17
4,"pike, palas, #bbb23, today, guide",162,2023-01-17
5,"shakira, spotify, song, music, session",145,2023-01-17
6,"energy, spike, today, day, gym",137,2023-01-17
7,"gelato, piqu, bag, lucky, rakuten",135,2023-01-17
8,"@shakira, shakira, #shakira, @bizarrap, love",172,2023-01-17
9,"shakira, bizarrap, bzrp, session, song",151,2023-01-17
10,"shakira, jelly, jam, eat, strawberry",187,2023-01-17
11,"stings, stung, wasp, bee, bite",88,2023-01-17
13,"shakira, mom, song, listen, dad",157,2023-01-17
14,"twingo, piqu, casio, league, gerard",205,2023-01-17
15,"shakira, song, feminist, criticize, women",150,2023-01-17
16,", love, pic, ove, comedian",97,2023-01-17
17,"women, shakira, money, @shakira, song",81,2023-01-17
18,"shakira, session, listen, sessio, ibiza",79,2023-01-17
19,"shakira, song, good, love, listen",144,2023-01-17
20,"twingo, shakira, ferrari, traded, renault",112,2023-01-17
21,"shakira, @youtube, #nowplaying, hd, alfredo",51,2023-01-17
22,"peak, spike, rush, peas, start",78,2023-01-17
23,"shakira, concert, song, album, tour",64,2023-01-17
24,"song, shakira, bad, listen, good",109,2023-01-17
25,"shakira, guys, man, song, ugly",77,2023-01-17
26,"rolex, casio, shakira, watch, #rolex",96,2023-01-17
27,"shakira, song, head, mind, listen",126,2023-01-17
28,"isapres, fonasa, #fiestadelosabrazos, mackenna, #ladivinacomida",37,2023-01-17
29,"shakira, song, exes, dedicated, miley",94,2023-01-17
30,"cheated, shakira, men, safe, fucking",93,2023-01-17
31,"karol, shakira, song, collaboration, @karolg",15,2023-01-17
32,"shakira, listen, song, singing, stening",78,2023-01-17
33,"bbb, #bbb23, watch, series, brother",105,2023-01-17
34,"tiktok, shakira, song, dance, choreography",48,2023-01-17
35,"shakira, billing, failed, crying, invoice",71,2023-01-17
36,"clara, shakira, cha, chia, song",53,2023-01-17
37,"casio, shakira, #casio, song, brand",62,2023-01-17
38,"booed, crowd, #bbb23, shore, piqu",2,2023-01-17
40,"wolf, shakira, uh, guys, newbies",29,2023-01-17
41,"itchy, itch, tchy, scratch, eyes",36,2023-01-17
42,"dick, corre, attached, dic, dnv",24,2023-01-17
43,"children, shakira, song, mother, people",48,2023-01-17
44,"addicted, shakira, song, music, obsessed",63,2023-01-17
45,"plagiarism, briella, shakira, venezuelan, song",65,2023-01-17
46,"law, mother, shakira, neighbor, video",19,2023-01-17
47,"paquita, barrio, del, shakira, message",223,2023-01-17
48,"shakira, session, bzrp, music, #53",43,2023-01-17
49,"betrayed, shakira, guys, miley, cheated",69,2023-01-17
50,"boomin, sza, #tuesdaythoughts, #traveltuesday, views",23,2023-01-17
52,"piqu, shakira, instagram, follow, peina",13,2023-01-17
53,"shakira, beg, surgeon, love, needed",26,2023-01-17
54,"fancam, shakira, mutual, thread, views",36,2023-01-17
55,"neighbor, shakira, song, listen, volume",35,2023-01-17
56,"shakira, ability, adec, nacazo, #quen",12,2023-01-17
57,"romance, fred, piqu, wanted, experience",40,2023-01-17
58,"january, day, shakira, dedicated, song",39,2023-01-17
