Topic,Words,Frequency,Timestamp
4,"#nepoding, game, #worldchesschampionship, match, draw",28,2023-04-23
5,"game, #nepoding, championship, nepomniachtchi, ding",35,2023-04-23
6,"ding, chess, #nepoding, @fide_chess, liren",9,2023-04-23
7,"@fide_chess, championship, roger, #nepoding, record",6,2023-04-23
8,"rap, #nepoding, #likecrazy, #coachella2023, #blackpink",2,2023-04-23
9,"#nepoding, ding, ook, word, live",13,2023-04-23
10,"wc, @fischer_random, inaugural, renounced, @fide_chess",13,2023-04-23
12,"baselessly, accused, cheated, list, @kasparov63",3,2023-04-23
0,"@fide_chess, chess, @europeechecs, @ecuonline, @chessdom",49,2023-04-24
1,"#nepoding, #chess, game, chess, play",24,2023-04-24
2,"ding, #nepoding, game, liren, play",24,2023-04-24
3,"nepo, #nepoding, game, ding, draw",29,2023-04-24
4,"#nepoding, game, #worldchesschampionship, match, recap",25,2023-04-24
5,"game, #nepoding, nepomniachtchi, championship, ding",42,2023-04-24
7,"championship, @fide_chess, chess, champion, carlsen",4,2023-04-24
9,"#nepoding, horseys, hurry, huh, question",10,2023-04-24
10,"wfrcc, @gmwesleyso123, inaugural, wc, rapid",1,2023-04-24
12,"cheated, measures, anti, fide, @fide_chess",2,2023-04-24
0,"@fide_chess, @chesscom, @ingestibile79, chess, @esportsillus",35,2023-04-25
1,"#nepoding, #chess, chess, play, game",15,2023-04-25
2,"ding, #nepoding, #chess, game, rapport",14,2023-04-25
3,"nepo, #nepoding, ding, game, #chess",8,2023-04-25
4,"#nepoding, game, #worldchesschampionship, @harichess, annotations",4,2023-04-25
5,"#nepoding, game, championship, nepomniachtchi, ding",9,2023-04-25
6,"swell, #carajitodenueve, @dinglire, reykjavik, spassky",1,2023-04-25
7,"@fide_chess, @eskalia, championship, wfrcc, endgame",5,2023-04-25
0,"@fide_chess, chess, @phchess, @vishy64theking, @siblanirayan",92,2023-04-26
1,"#nepoding, #chess, chess, game, #worldchesschampionship",91,2023-04-26
2,"ding, #nepoding, liren, game, ian",93,2023-04-26
3,"nepo, #nepoding, ding, game, epo",89,2023-04-26
4,"#nepoding, game, #worldchesschampionship, match, championship",76,2023-04-26
5,"game, #nepoding, nepomniachtchi, ding, championship",61,2023-04-26
6,"ding, #nepoding, chess, liren, @fide_chess",20,2023-04-26
7,"@fide_chess, magnus, chess, #nepoding, #worldchesschampionship",30,2023-04-26
8,"#nepoding, #starwarsjedisurvivor, #roadaccident, #thelittlemermaid, #masksinger12",2,2023-04-26
9,"#nepoding, ding, ian, picture, shirt",53,2023-04-26
10,"wc, @fischer_random, inaugural, renounced, #9lx",6,2023-04-26
12,"invidious, objective, comparison, player, lead",1,2023-04-26
0,"@fide_chess, chess, @phchess, @vishy64theking, @hansmokeniemann",73,2023-04-27
1,"#nepoding, #chess, chess, #worldchesschampionship, game",45,2023-04-27
2,"ding, #nepoding, liren, game, play",50,2023-04-27
3,"nepo, #nepoding, ding, game, #worldchesschampionship",52,2023-04-27
4,"#nepoding, game, match, #worldchesschampionship, draw",51,2023-04-27
5,"game, #nepoding, nepomniachtchi, championship, ding",50,2023-04-27
6,"#computerchess, @stockfishchess, chess, congratulations, solid",1,2023-04-27
7,"chess, @fide_chess, magnus, champion, #nepoding",15,2023-04-27
8,"rockstar, band, hairdo, #glazersout, pia",4,2023-04-27
9,"#nepoding, ding, fixed, shirt, today",18,2023-04-27
10,"wc, wfrcc, @fide_chess, @fischer_random, inaugural",11,2023-04-27
11,"wildcard, wfrcc, frc, runner, @andriybar",2,2023-04-27
12,"list, @kasparov63, veselin, role, cheated",16,2023-04-27
0,"@fide_chess, @phchess, chess, russian, @sergeykaryakin",109,2023-04-28
1,"chess, #nepoding, #chess, play, game",22,2023-04-28
2,"#nepoding, ding, game, #chess, liren",10,2023-04-28
3,"nepo, ding, #nepoding, game, #worldchesschampionship",6,2023-04-28
4,"#nepoding, game, #worldchesschampionship, championship, match",12,2023-04-28
5,"game, #nepoding, championship, chess, ding",10,2023-04-28
6,"ding, @fide_chess, chinese, ian, women",5,2023-04-28
7,"@fide_chess, champion, chess, @peterdoggers, championship",15,2023-04-28
8,"#emprendedoras, #directivas, #cime2023, #congresoiberoamericanodeempresarias, #mujeresaseme",1,2023-04-28
9,"#nepoding, stafford, heavy, bye, obv",5,2023-04-28
10,"wc, @fischer_random, wfrcc, inaugural, renounced",12,2023-04-28
11,"wildcard, wfrcc, frc, runner, virtue",55,2023-04-28
12,"@kasparov63, @alirezafirouzja, cheated, @gmjuditpolgar, @gmnaroditsky",4,2023-04-28
0,"@fide_chess, chess, @phchess, @emilsutovsky, #chess",73,2023-04-29
1,"#nepoding, #chess, chess, game, play",93,2023-04-29
2,"ding, #nepoding, liren, game, play",101,2023-04-29
3,"nepo, #nepoding, ding, game, epo",87,2023-04-29
4,"#nepoding, game, #worldchesschampionship, match, final",90,2023-04-29
5,"game, #nepoding, championship, nepomniachtchi, ding",91,2023-04-29
6,"ding, #nepoding, champion, chess, liren",14,2023-04-29
7,"chess, @fide_chess, champion, magnus, championship",33,2023-04-29
8,"bitget, #nepoding, #elonmusk, #drromantic3ep1, liye",2,2023-04-29
9,"#nepoding, ding, kill, yolo, cometh",61,2023-04-29
10,"wc, @gmwesleyso123, @fischer_random, inaugural, renounced",1,2023-04-29
11,"wildcard, wfrcc, frc, runner, @gmwesleyso123",3,2023-04-29
12,"@gmwesleyso123, list, accused, @magnuscarlsen, cheated",3,2023-04-29
0,"@fide_chess, chess, @phchess, @aminehsissi, #nepoding",163,2023-04-30
1,"#nepoding, chess, #chess, game, championship",52,2023-04-30
2,"ding, #nepoding, liren, game, ian",53,2023-04-30
3,"nepo, ding, #nepoding, game, @fide_chess",65,2023-04-30
4,"#nepoding, game, #worldchesschampionship, match, ding",52,2023-04-30
5,"#nepoding, game, championship, nepomniachtchi, ian",16,2023-04-30
6,"ding, champion, liren, chess, #nepoding",257,2023-04-30
7,"@fide_chess, magnus, champion, chess, code",66,2023-04-30
8,"#nepoding, #glazersout, #cskvspbks, #azerbaijangp, #motogp",325,2023-04-30
9,"#nepoding, code, ding, temu, #glazersout",63,2023-04-30
10,"wc, @fischer_random, inaugural, renounced, #chess9lx",19,2023-04-30
11,"wildcard, wfrcc, frc, runner, virtue",13,2023-04-30
12,"accused, baselessly, list, @kasparov63, role",8,2023-04-30
0,"@fide_chess, chess, @phchess, @danareiznieceoz, @advorkovich",153,2023-05-01
1,"#nepoding, #chess, chess, #worldchesschampionship, game",26,2023-05-01
2,"ding, #nepoding, #worldchesschampionship, liren, game",13,2023-05-01
3,"nepo, #nepoding, ding, game, @fide_chess",32,2023-05-01
4,"#nepoding, #worldchesschampionship, game, match, championship",18,2023-05-01
5,"#nepoding, nepomniachtchi, championship, ding, game",5,2023-05-01
6,"ding, champion, chess, liren, #nepoding",91,2023-05-01
7,"@fide_chess, chess, champion, magnus, #nepoding",27,2023-05-01
8,"#azerbaijangp, #glazersout, #nepoding, #motogp, #stockmarket",14,2023-05-01
9,"#nepoding, @dicomaniaque, bam, ding, wikipedia",7,2023-05-01
10,"wc, @fischer_random, inaugural, renounced, @gmwesleyso123",11,2023-05-01
11,"wildcard, wfrcc, frc, runner, @gmwesleyso123",9,2023-05-01
12,"list, veselin, role, num, topalov",36,2023-05-01
0,"@fide_chess, @phchess, chess, @danareiznieceoz, @thegiftofchess",96,2023-05-02
1,"#nepoding, #chess, chess, game, #gothamchess",14,2023-05-02
2,"ding, #nepoding, #chess, rg, certainty",5,2023-05-02
3,"nepo, #nepoding, ding, #chess, game",11,2023-05-02
4,"#nepoding, match, game, tweaks, shapan",4,2023-05-02
5,"#nepoding, game, nepomniachtchi, swindled, qg",2,2023-05-02
6,"ding, champion, chess, liren, @fide_chess",27,2023-05-02
7,"@fide_chess, chess, champion, championship, magnus",33,2023-05-02
8,"#metgala, #metgala2023, #glazersout, homework, @gmail",1,2023-05-02
9,"#nepoding, ding, kings, version, staff",4,2023-05-02
10,"wc, @fischer_random, inaugural, renounced, #saynoto2900",7,2023-05-02
11,"wildcard, wfrcc, frc, runner, virtue",7,2023-05-02
12,"@gmwesleyso123, topalov, kramnik, #saynoto2900, #9lx",1,2023-05-02
0,"@fide_chess, @phchess, chess, @danareiznieceoz, @advorkovich",66,2023-05-03
1,"#chess, #nepoding, #gothamchess, #entertainment, #gotham",6,2023-05-03
2,"#nepoding, ding, #camus, #revealing, #literature",2,2023-05-03
4,"nuts, #nepoding, #worldchesschampionship, game, match",1,2023-05-03
5,"championship, #nepoding, nepomniachtchi, ian, ding",1,2023-05-03
6,"ding, liren, champion, chess, #nepoding",13,2023-05-03
7,"champion, ashamed, @fide_chess, kinda, chess",3,2023-05-03
8,"launching, locked, buy, eth, bsc",1,2023-05-03
10,"wc, @fischer_random, inaugural, renounced, #fischerrandom",4,2023-05-03
11,"wildcard, wfrcc, frc, runner, virtue",4,2023-05-03
0,"@fide_chess, @europeechecs, @chessdom, @ecuonline, @susanpolgar",100,2023-05-04
1,"#nepoding, #chess, chess, game, #entertainment",8,2023-05-04
2,"ding, @chessdom, @europeechecs, @ecuonline, @susanpolgar",1,2023-05-04
4,"#nepoding, zen, @benjiportheault, rodin, lawyer",3,2023-05-04
5,"score, angela, husband, niklesh, team",1,2023-05-04
6,"ding, @europeechecs, @chessdom, @fide_chess, @ecuonline",5,2023-05-04
7,"@fide_chess, chess, championship, @europeechecs, @chessdom",4,2023-05-04
10,"wc, @fischer_random, inaugural, renounced, #9lx",5,2023-05-04
11,"wildcard, wfrcc, frc, runner, virtue",6,2023-05-04
12,"list, @kasparov63, veselin, @magnuscarlsen, #saynoto2900",9,2023-05-04
0,"@fide_chess, chess, @womchess, @europeechecs, @chessdom",58,2023-05-05
1,"#chess, #nepoding, #gothamchess, #entertainment, #gotham",4,2023-05-05
2,"monday, ding, #nepoding, #grandchesstour, clash",1,2023-05-05
3,"nepo, @pbates801, @eweidamuhammed, @fide_chess, retirement",2,2023-05-05
4,"@seaningle, #nepoding, @guardian, @bennyficial1, link",1,2023-05-05
6,"ding, @fide_chess, champion, chess, liren",6,2023-05-05
7,"@fide_chess, chess, emperor, magnus, champion",6,2023-05-05
8,"pepe, bsc, @binance, stealth, cff",1,2023-05-05
9,"#nepoding, @hellokostya, violent, silent, ago",2,2023-05-05
10,"wc, @fischer_random, inaugural, renounced, @fide_chess",12,2023-05-05
11,"wildcard, wfrcc, frc, runner, @andriybar",20,2023-05-05
0,"@fide_chess, @phchess, chess, @otrdoubleyellow, @gmwesleyso123",54,2023-05-06
1,"#chess, #gothamchess, #entertainment, #gotham, #reels",2,2023-05-06
5,"unambitious, #gmkritz, tangible, game, false",1,2023-05-06
10,"wc, @fischer_random, inaugural, renounced, #saynoto2900",11,2023-05-06
11,"wildcard, wfrcc, frc, runner, @andriybar",1,2023-05-06
0,"@fide_chess, @phchess, chess, ukraine, @anahi_ortiz05",61,2023-05-07
1,"#chess, #nepoding, #entertainment, #gothamchess, #gotham",6,2023-05-07
4,"sweeter, #nepoding, hurt, #nepomniachtchi, #worldchesschampionship",1,2023-05-07
5,"#round3, sigman, nil, #hindinews, arjun",1,2023-05-07
6,"ding, @fide_chess, @riga_niki, @keti_chess, champion",3,2023-05-07
7,"@fide_chess, @donkcheck, chess, champion, play",3,2023-05-07
9,"@lennartootes, #nepoding, ding, code, temu",1,2023-05-07
10,"wc, @fischer_random, inaugural, renounced, #9lx",2,2023-05-07
11,"wildcard, wfrcc, frc, runner, @andriybar",1,2023-05-07
12,"veselin, list, role, @gmwesleyso123, @kasparov63",7,2023-05-07
0,"@fide_chess, @phchess, chess, banned, @k_altmemi",179,2023-05-08
1,"tioluwani, earlybird, #chess, @chessinschools, @iamainembabazi",1,2023-05-08
2,"#nepoding, ding, #grandchesstour, knight, ivanchuk",3,2023-05-08
3,"nepo, #nepoding, ding, match, championship",3,2023-05-08
5,"nepomniachtchi, #nepoding, #grandchesstour, ian, microcosm",2,2023-05-08
7,"@fide_chess, chess, game, championship, magnus",3,2023-05-08
8,"#azerbaijangp, #glazersout, #100daysofcode, #gym, #protein",2,2023-05-08
9,"#nepoding, ast, #superbetchessclassic, return, round",1,2023-05-08
10,"wc, @fischer_random, inaugural, renounced, @gmwesleyso123",15,2023-05-08
11,"wildcard, wfrcc, frc, runner, @andriybar",4,2023-05-08
0,"@fide_chess, @phchess, @emilsutovsky, chess, war",118,2023-05-09
1,"#chess, #nepoding, #entertainment, #gothamchess, #gotham",4,2023-05-09
3,"nemesis, arch, game, fantastic, nepo",1,2023-05-09
6,"@25akshit, @fide_chess, @divyadeshmukh05, holders, divya",2,2023-05-09
7,"injured, champion, @onkar729, @fide_chess, carlson",1,2023-05-09
0,"@fide_chess, @phchess, chess, ukrainian, russian",81,2023-05-10
1,"#chess, #nepoding, chess, #entertainment, #gothamchess",5,2023-05-10
3,"poland, gct, nepo, gonna, week",1,2023-05-10
6,"autograph, ding, champion, liren, #superbetchessclassic",1,2023-05-10
7,"@fide_chess, @markpodlesak, champion, chess, magnus",8,2023-05-10
10,"wc, @fischer_random, inaugural, @fide_chess, wfrcc",3,2023-05-10
11,"wildcard, wfrcc, frc, runner, @andriybar",6,2023-05-10
0,"@fide_chess, @phchess, chess, @danareiznieceoz, @emilsutovsky",44,2023-05-11
1,"#chess, #entertainment, #gothamchess, #gotham, #reels",2,2023-05-11
6,"proper, nazi, germany, @danareiznieceoz, raise",1,2023-05-11
7,"slot, basis, @neffatiyassine, @fide_chess, @tepesigeman",1,2023-05-11
10,"wc, @fischer_random, inaugural, renounced, #9lx",8,2023-05-11
11,"wildcard, wfrcc, frc, runner, @andriybar",7,2023-05-11
12,"accused, @magnuscarlsen, list, cheated, baselessly",3,2023-05-11
0,"@fide_chess, chess, @phchess, @womchess, @ecuonline",32,2023-05-12
1,"#checkmate, #chess, #nepoding, #gothamchess, #entertainment",2,2023-05-12
10,"wc, @fischer_random, inaugural, renounced, #9lx",9,2023-05-12
11,"wildcard, wfrcc, frc, runner, @andriybar",9,2023-05-12
0,"@fide_chess, @europeechecs, @chessdom, @ecuonline, @susanpolgar",45,2023-05-13
1,"#chess, #entertainment, #gotham, #twitchstreamer, #checkmate",3,2023-05-13
3,"exhusted, nepo, alireza, ding, @europeechecs",1,2023-05-13
4,"#nepoding, #worldchesschampionship, game, match, championship",1,2023-05-13
7,"short, aka, kasparov, @fide_chess, hildesheim",2,2023-05-13
10,"wc, @fischer_random, inaugural, renounced, @fide_chess",1,2023-05-13
11,"wildcard, wfrcc, frc, runner, @andriybar",2,2023-05-13
12,"veselin, list, role, @gmwesleyso123, #9lx",1,2023-05-13
0,"@fide_chess, platform, @chessdom, @europeechecs, @ecuonline",67,2023-05-14
1,"catch, buy, #chess, #fide, match",1,2023-05-14
3,"nepo, @elpidious, ding, @chessdom, @europeechecs",2,2023-05-14
6,"ding, champion, zukertort, wilhelm, johannes",2,2023-05-14
7,"@fide_chess, @ecuonline, @europeechecs, @chessdom, champion",7,2023-05-14
10,"wc, @fischer_random, inaugural, renounced, #saynoto2900",5,2023-05-14
11,"wildcard, wfrcc, frc, runner, @andriybar",6,2023-05-14
0,"@fide_chess, @gmwesleyso123, @phchess, @csqpod, @advorkovich",30,2023-05-15
3,"glance, nepo, poetic, #nepoding, shake",1,2023-05-15
10,"wc, @fischer_random, inaugural, @gmwesleyso123, renounced",6,2023-05-15
11,"wildcard, wfrcc, frc, runner, @andriybar",4,2023-05-15
12,"@gmwesleyso123, @magnuscarlsen, #9lx, #chess9lx, #fischerrandom",4,2023-05-15
0,"@fide_chess, chess, @womchess, @ecuonline, @europeechecs",8,2023-05-16
10,"wc, @fischer_random, inaugural, renounced, @fide_chess",7,2023-05-16
11,"wildcard, wfrcc, frc, runner, @andriybar",5,2023-05-16
