topic,words,label,coherence,name,size
25,museum-grammy-exhibition-shakira-interact-music-bzrp-session-play-hey,,,museum-grammy-exhibition-shakira-interact-music-bzrp-session-play-hey,1082
26,shakira-@youtube-featuring-hd-video-official-wyclef-hips-feat-lie,,,shakira-@youtube-featuring-hd-video-official-wyclef-hips-feat-lie,1027
27,children-shakira-song-mother-father-people-worry-parents-criticize-thing,,,children-shakira-song-mother-father-people-worry-parents-criticize-thing,1024
28,paquita-barrio-shakira-del-message-#shakira-support-song-send-neighborhood,,,paquita-barrio-shakira-del-message-#shakira-support-song-send-neighborhood,1019
29,karol-shakira-song-collaboration-release-arol-@karolg-music-sony-#karolg,,,karol-shakira-song-collaboration-release-arol-@karolg-music-sony-#karolg,1002
30,clara-shakira-chia-cha-song-mart-#shakira-prettier-woman-@shakira,,,clara-shakira-chia-cha-song-mart-#shakira-prettier-woman-@shakira,900
31,booed-piqu-esland-#esland2023-award-auditorium-mexico-people-clip-pico,,,booed-piqu-esland-#esland2023-award-auditorium-mexico-people-clip-pico,824
32,wolf-shakira-guys-uh-newbies-song-@shakira-#shakira-wolves-werewolf,,,wolf-shakira-guys-uh-newbies-song-@shakira-#shakira-wolves-werewolf,789
33,law-mother-shakira-video-neighbor-left-#shakira-face-shut-debt,,,law-mother-shakira-video-neighbor-left-#shakira-face-shut-debt,756
34,plagiarism-shakira-briella-song-accused-venezuelan-lawyer-singer-copy-sue,,,plagiarism-shakira-briella-song-accused-venezuelan-lawyer-singer-copy-sue,731
35,piqu-shakira-instagram-follow-networks-photo-block-social-stopped-love,,,piqu-shakira-instagram-follow-networks-photo-block-social-stopped-love,651
36,@casioteam-casio-send-reach-follow-shakira-gelato-trivia-playmo-casioamor,,,@casioteam-casio-send-reach-follow-shakira-gelato-trivia-playmo-casioamor,578
37,boomin-bunny-clean-bizarrap-estreo-cyrus-feid-bad-turizo-miley,,,boomin-bunny-clean-bizarrap-estreo-cyrus-feid-bad-turizo-miley,511
