topic,words,label,coherence,name,size
66,negreira-camavinga-tchouameni-bara-brand-madrid-pedri-enrquez-cup-midfielder,Barça - Barcelona - Barcelona - Barcelona - Barcelona,0.6485339285168336,Barça - Barcelona - Barcelona - Barcelona - Barcelona,17
67,referee-negreira-bara-enrquez-barcelona-property-details-money-ew-public,Barça - The Negreira Case,0.46032988896197913,referee-negreira-bara-enrquez-barcelona-property-details-money-ew-public,17
68,slave-girl-#corruptos-#mafiosos-#ladrones-ong-traded-protect-black-live,Slave Girl?,0.8165256119182109,Slave Girl?,17
69,madrid-barsa-real-puta-school-bar-soccer-match-demebele-greatest,Real Madrid - Barsa or Madrid?,0.7500035176986672,Real Madrid - Barsa or Madrid?,17
70,cholo-training-barsa-coach-sign-@atahualpa6-tpc-cervera-clement-oviedo,Barsa Training Today by Cholo,0.8350391101937273,Barsa Training Today by Cholo,17
71,dna-barsa-#chiringuitoclasico-#chiringuitotitular-cholista-demonstrated-cantinela-peacock-larguero-colgados,DNA Barsa DNA XAVI AND EL BARSA DEMONSTRATED,0.5508598790654283,dna-barsa-#chiringuitoclasico-#chiringuitotitular-cholista-demonstrated-cantinela-peacock-larguero-colgados,16
72,slave,Slave https://t.co/YjUNYpmqDy S,0.9726690749003456,Slave https://t.co/YjUNYpmqDy S,16
73,uncle-tito-negreira-bernie-egreira-remember-parts-@gpscongreso-invisible-simultaneously,"Negreira - How Well He Was Doing, The UNCLE",0.7260803049067249,"Negreira - How Well He Was Doing, The UNCLE",16
74,arbitration-case-conference-press-committee-technical-negreira-hundreds-attend-live,Negreira Case - A Press Conference,0.6595021690123949,Negreira Case - A Press Conference,16
75,corruption-spain-federation-madrid-case-shout-negreira-hooker-arguing-murder,Madridism Screams for the 'Negreira Case':,0.6744754646027862,Madridism Screams for the 'Negreira Case':,16
76,barsa-game-play-defense-row-bad-crap-@realmadrid-lost-lose,Barsa Is A Great Game... With Little We Played A TREM,0.5898456171150009,barsa-game-play-defense-row-bad-crap-@realmadrid-lost-lose,16
77,beep-negreira-egreira-temite-cabr-sal-fara-nephew-#clasico-hahahahahaha,Negreira Is Beeping,0.7893912572228291,Negreira Is Beeping,16
78,negreira-egreira-hijoooooossss-today-lasts-awards-cagometer-ridiculous-influence-surprise,The Negreira Effect - The Negreira Effect,0.8469652847667312,The Negreira Effect - The Negreira Effect,16
79,atleti-barsa-atlet-adopted-tile-romn-reincarnated-jer-akshshdhjdks-guardi,Barsa Is the New Atleti,0.6429776935951264,Barsa Is the New Atleti,16
80,euros-month-negreira-charge-collection-bara-cash-money-relationship-scandal,Barca's Negreira - Where Did The Money He Collected,0.63780658617032,Barca's Negreira - Where Did The Money He Collected,15
81,ancelotti-case-corruption-negreira-classic-fear-setroi-football-news-conference,"Ancelotti and the 'Negreira Case': ""I Don",0.8499869721099016,"Ancelotti and the 'Negreira Case': ""I Don",15
82,prosecutor-public-bartomeu-office-lawsuit-@miguelpr83-final-@libertaddigita-barcelona-president,The Public Prosecutor's Office is Finalizing a Lawsuit,0.9875079432240013,The Public Prosecutor's Office is Finalizing a Lawsuit,15
83,barsa-score-goal-rebound-worst-locked-game-minutes-damn-play,Barsa Showed Today The Small Team,0.6050794666534329,Barsa Showed Today The Small Team,15
84,madrid-negreira-fans-real-case-shout-floren-laliga-corruption-payment,Real Madrid: Madridism Shouts for the 'Negreira,0.7886855049261491,Real Madrid: Madridism Shouts for the 'Negreira,15
85,barsa-play-smart-incredible-length-almighty-additio-antequera-defend-guys,"Barsa Plays With 12 How Smart Barsa is Playing, Too Smart",0.7151433220123594,"Barsa Plays With 12 How Smart Barsa is Playing, Too Smart",15
86,madrid-case-egypt-meghalaya-administration-lockdown-api-isabel-bukele-#photography,Real Madrid vs Barcelona Tchouameni Lockdown #ElClasico,0.3434014903518905,madrid-case-egypt-meghalaya-administration-lockdown-api-isabel-bukele-#photography,15
87,estrada-referee-fernndez-negreira-punishment-var-denounce-bullying-complicit-fernandez,,,estrada-referee-fernndez-negreira-punishment-var-denounce-bullying-complicit-fernandez,14
88,nieto-civil-case-pez-criminals-negreira-sique-lpez-program-villar,"López Nieto: ""We Must Get to the Bottom of the Negr",0.5515351996318978,nieto-civil-case-pez-criminals-negreira-sique-lpez-program-villar,14
89,parents-egreira-negreira-exist-embryo-son-pelopincho-grandchildren-child-permission,Does Negreira Have Grandchildren?,0.8614307965643639,Does Negreira Have Grandchildren?,14
90,ki-gaya-barsa-pyar-hai-tu-ka-rahe-bhi-phir,Barish Ki Tarh Barsa Phir Aah li Wo,0.5809320158880638,ki-gaya-barsa-pyar-hai-tu-ka-rahe-bhi-phir,14
91,madrid-real-negreira-boy-mandril-mafia-#elclasico-#copadelrey-half-team,Real Madrid 0-1 FC Negreira,0.9843098470540576,Real Madrid 0-1 FC Negreira,14
92,barsa-hate-weapons-style-thing-embarrassing-federatio-shrink-torture-revolves,,,barsa-hate-weapons-style-thing-embarrassing-federatio-shrink-torture-revolves,14
93,barsa-opportunity-life-golden-passion-brute-patient-tactless-empathy-music,Barsa I Love You Thanks Barsa Hahaha Great Barsa,0.7161530774285935,Barsa I Love You Thanks Barsa Hahaha Great Barsa,14
94,card-barsa-exist-#realmadridbara-christmas-menudo-tier-banknotes-free-eh,,,card-barsa-exist-#realmadridbara-christmas-menudo-tier-banknotes-free-eh,13
95,ansu-fati-barsa-goal-save-avoid-doctor-closer-deadline-humility,,,ansu-fati-barsa-goal-save-avoid-doctor-closer-deadline-humility,13
96,estrada-demoted-fernndez-lawsuit-enrquez-negreira-@marca-answer-arbitration-reprisals,,,estrada-demoted-fernndez-lawsuit-enrquez-negreira-@marca-answer-arbitration-reprisals,13
97,referee-gulf-negreira-cantalejo-medina-spanish-sanctioning-collaboration-case-bara,,,referee-gulf-negreira-cantalejo-medina-spanish-sanctioning-collaboration-case-bara,13
98,investors-espai-suffering-bara-leave-enrquez-barcelona-case-negreira-participate,,,investors-espai-suffering-bara-leave-enrquez-barcelona-case-negreira-participate,13
99,medina-cantalejo-negreira-lie-press-promotion-conference-@ctarfef-status-maximum,,,medina-cantalejo-negreira-lie-press-promotion-conference-@ctarfef-status-maximum,13
100,pay-barsa-charge-paid-judge-weon-parents-half-roomie-chile,,,pay-barsa-charge-paid-judge-weon-parents-half-roomie-chile,13
101,madrid-real-blah-negreira-case-thing-club-stadium-liga-turn,,,madrid-real-blah-negreira-case-thing-club-stadium-liga-turn,12
102,collaboration-refused-clarify-rfef-report-arbitration-case-negreira-@elperiodico_esp-accused,,,collaboration-refused-clarify-rfef-report-arbitration-case-negreira-@elperiodico_esp-accused,12
103,cta-president-negreira-knew-enrquez-nicole-cantadelejos-lead-department-member,,,cta-president-negreira-knew-enrquez-nicole-cantadelejos-lead-department-member,12
104,bernabeu-worst-barsa-win-die-history-year-beat-uvi-towers,,,bernabeu-worst-barsa-win-die-history-year-beat-uvi-towers,12
105,egreira-negreira-@liga-discarded-grande-strong-thebes-tweet-including-involved,,,egreira-negreira-@liga-discarded-grande-strong-thebes-tweet-including-involved,12
106,conference-case-press-negreira-cantalejo-medina-cta-rfef-lporta-president,,,conference-case-press-negreira-cantalejo-medina-cta-rfef-lporta-president,12
107,estrada-var-referee-fernndez-lawsuit-negreira-file-removed-denounce-ratifies,,,estrada-var-referee-fernndez-lawsuit-negreira-file-removed-denounce-ratifies,11
108,madrid-negreira-year-arrived-game-boy-beat-goal-cute-founded,,,madrid-negreira-year-arrived-game-boy-beat-goal-cute-founded,11
109,bosque-del-vicente-bara-negreira-madrid-xavi-coach-gain-bona,,,bosque-del-vicente-bara-negreira-madrid-xavi-coach-gain-bona,11
110,atleti-barsa-play-locked-bro-today-area-tds-atlet-hahahahahahaha,,,atleti-barsa-play-locked-bro-today-area-tds-atlet-hahahahahahaha,11
111,barsa-corruption-socialist-hand-guys-party-action-federation-#gavi-insist,,,barsa-corruption-socialist-hand-guys-party-action-federation-#gavi-insist,11
112,negreira-enrquez-bara-euros-year-agent-deceived-payment-deportivo-irregular,,,negreira-enrquez-bara-euros-year-agent-deceived-payment-deportivo-irregular,11
113,boy-egreira-negreira-bod-gangz-jack-pde-teaser-awesome-feat,,,boy-egreira-negreira-bod-gangz-jack-pde-teaser-awesome-feat,11
114,cta-cantalejo-medina-negreira-promotion-insinuated-primera-descent-year-member,,,cta-cantalejo-medina-negreira-promotion-insinuated-primera-descent-year-member,11
115,barsa-congratulations-madrid-victory-visa-hate-win-del-bernabu-team,,,barsa-congratulations-madrid-victory-visa-hate-win-del-bernabu-team,11
116,barsa-deserve-compete-victory-win-match-xholo-twittermadrid-surrea-sketch,,,barsa-deserve-compete-victory-win-match-xholo-twittermadrid-surrea-sketch,11
117,barsa-waste-time-gray-hahahahahahahahajsjsjs-cad-tu-cope-pity-girlfriend,,,barsa-waste-time-gray-hahahahahahahahajsjsjs-cad-tu-cope-pity-girlfriend,11
118,arbitration-investigation-collaboration-innocent-case-negreira-prosecution-point-defend-federation,,,arbitration-investigation-collaboration-innocent-case-negreira-prosecution-point-defend-federation,11
119,win-barsa-beat-hernazo-scratch-buddy-tmpc-incomprehensible-motorcycle-damn,,,win-barsa-beat-hernazo-scratch-buddy-tmpc-incomprehensible-motorcycle-damn,11
120,rolex-wear-denies-medina-cantalejo-corruption-arbitration-case-negreira-lejos,,,rolex-wear-denies-medina-cantalejo-corruption-arbitration-case-negreira-lejos,11
121,estimated-connected-eder-brazilian-net-alleged-ast-worth-received-euros,,,estimated-connected-eder-brazilian-net-alleged-ast-worth-received-euros,10
122,arbitration-negreira-bara-hernndez-gonzlez-madrid-pay-referee-fact-munuera,,,arbitration-negreira-bara-hernndez-gonzlez-madrid-pay-referee-fact-munuera,10
123,cluster-impact-bombed-bara-sez-case-effective-club-spread-albert,,,cluster-impact-bombed-bara-sez-case-effective-club-spread-albert,10
124,crimes-alleged-payment-envision-barcelona-sports-enrquez-negreira-corruption-#compliance,,,crimes-alleged-payment-envision-barcelona-sports-enrquez-negreira-corruption-#compliance,10
125,boat-barge-shipwreck-bargain-dock-pathetic-desperate-ahead-poop-stand,,,boat-barge-shipwreck-bargain-dock-pathetic-desperate-ahead-poop-stand,10
126,advantage-video-barsa-rey-minimal-santiago-copa-del-bernabu-leave,,,advantage-video-barsa-rey-minimal-santiago-copa-del-bernabu-leave,10
127,win-barsa-wheelchair-subdued-confidence-laughable-damn-match-rebound-walk,,,win-barsa-wheelchair-subdued-confidence-laughable-damn-match-rebound-walk,10
128,cash-month-collection-euros-withdrew-bara-barcelona-egreira-thousands-negreira,,,cash-month-collection-euros-withdrew-bara-barcelona-egreira-thousands-negreira,10
129,negreira-settle-purest-specialist-revive-pig-states-benefits-wow-action,,,negreira-settle-purest-specialist-revive-pig-states-benefits-wow-action,10
130,negreira-corruption-country-work-@rfef-@ctarfef-putrefied-deed-dumbest-solidarity,,,negreira-corruption-country-work-@rfef-@ctarfef-putrefied-deed-dumbest-solidarity,9
131,vinicius-arajo-barsa-araujo-band-play-je-snack-luckily-defend,,,vinicius-arajo-barsa-araujo-band-play-je-snack-luckily-defend,9
132,visca-barsa-weona-carbajal-vesca-pal,,,visca-barsa-weona-carbajal-vesca-pal,9
133,referee-barsa-paid-month-pay-curiosity-outlet-message-suggests-fabric,,,referee-barsa-paid-month-pay-curiosity-outlet-message-suggests-fabric,9
134,negreira-sign-child-year-bernie-tito-ago-brain-guild-pavel,,,negreira-sign-child-year-bernie-tito-ago-brain-guild-pavel,9
135,barsa-title-champion-cumulative-foolish-moral-century-ashamed-stain-objective,,,barsa-title-champion-cumulative-foolish-moral-century-ashamed-stain-objective,9
136,thursday-play-barsa-advantage-today-edge-sword-experience-unfair-injury,,,thursday-play-barsa-advantage-today-edge-sword-experience-unfair-injury,9
137,case-bara-negreira-scandal-laliga-interested-media-fbregas-cesc-reactive,,,case-bara-negreira-scandal-laliga-interested-media-fbregas-cesc-reactive,9
138,stomp-son-justify-publicly-surez-movistar-carlos-luis-negreira-egreira,,,stomp-son-justify-publicly-surez-movistar-carlos-luis-negreira-egreira,9
139,referee-#baragate-negreira-#realmadrid-sports-rfef-paid-pay-#atletico-contrary,,,referee-#baragate-negreira-#realmadrid-sports-rfef-paid-pay-#atletico-contrary,9
140,arbitration-rfef-case-press-conference-federation-collaboration-negreira-committee-@lasextatv,,,arbitration-rfef-case-press-conference-federation-collaboration-negreira-committee-@lasextatv,9
141,madrid-mallorca-goal-impossible-dna-bara-legs-style-today-real,,,madrid-mallorca-goal-impossible-dna-bara-legs-style-today-real,9
142,barsa-humiliating-happened-nou-return-camp-bcn-soe-colder-countless,,,barsa-humiliating-happened-nou-return-camp-bcn-soe-colder-countless,9
143,madrid-barsa-play-humiliating-shame-score-bernabeu-goal-unacceptable-pes,,,madrid-barsa-play-humiliating-shame-score-bernabeu-goal-unacceptable-pes,9
144,barsa-play-adversity-waltz-suc-crap-posh-pants-master-bath,,,barsa-play-adversity-waltz-suc-crap-posh-pants-master-bath,9
145,barsa-celebrate-madrid-madridistas-visca-win-lose-crying-real-love,,,barsa-celebrate-madrid-madridistas-visca-win-lose-crying-real-love,9
146,barsa-understand-defense-game-ndjdkdks-meu-upside-tickle-xogadores-rigorous,,,barsa-understand-defense-game-ndjdkdks-meu-upside-tickle-xogadores-rigorous,9
147,bar-blackwood-understood-wrote-road-crack-burn-die-middle-managed,,,bar-blackwood-understood-wrote-road-crack-burn-die-middle-managed,9
148,arbitration-negreira-scoundrel-bad-arminio-collection-hidden-gominas-aguilar-inspired,,,arbitration-negreira-scoundrel-bad-arminio-collection-hidden-gominas-aguilar-inspired,9
149,boy-negreira-screwed-beat-play-today-week-@chelot-grandpa-boyz,,,boy-negreira-screwed-beat-play-today-week-@chelot-grandpa-boyz,8
150,estrada-fernndez-denounce-day-arbitration-case-negreira-behalf-main-function,,,estrada-fernndez-denounce-day-arbitration-case-negreira-behalf-main-function,8
151,@dr_dominguez-endoiro-@dvinuesa-@libertaddigita-cheap-speak-league-talk-case-barcelona,,,@dr_dominguez-endoiro-@dvinuesa-@libertaddigita-cheap-speak-league-talk-case-barcelona,8
152,barsa-dad-aaaaa-carajooooo-chan-fancifu-friendship-sexual-savor-raw,,,barsa-dad-aaaaa-carajooooo-chan-fancifu-friendship-sexual-savor-raw,8
153,barsa-locoooo-happy-damn,,,barsa-locoooo-happy-damn,8
154,secretary-case-cantalejo-medina-camp-andreu-@isaacasenjo-appears-general-president,,,secretary-case-cantalejo-medina-camp-andreu-@isaacasenjo-appears-general-president,8
155,president-vice-negreira-community-longer-jug-siga-astronaut-omitting-mba,,,president-vice-negreira-community-longer-jug-siga-astronaut-omitting-mba,8
156,barsa-madrid-peels-uruguachooo-negative-fake-pique-rivero-hahahahahahahahahaha-pedro,,,barsa-madrid-peels-uruguachooo-negative-fake-pique-rivero-hahahahahahahahahaha-pedro,8
157,poop-hell-barsa-chabi-madrid-rape-benzema-carvajal-madridistas-espabilaaad,,,poop-hell-barsa-chabi-madrid-rape-benzema-carvajal-madridistas-espabilaaad,8
158,real-madrid-negreira-boy-club-ganar-autobuses-ancelotti-difficult-round,,,real-madrid-negreira-boy-club-ganar-autobuses-ancelotti-difficult-round,8
159,ole-negreira-#chiringuitoclasico-#realmadridbara-shadow-idiot-dario-chromosomes-dealesandro-#xavisimepne,,,ole-negreira-#chiringuitoclasico-#realmadridbara-shadow-idiot-dario-chromosomes-dealesandro-#xavisimepne,8
