Topic,Words,Frequency,Timestamp
10,"pike, play, today, kkkk, catch",152,2023-01-18
11,"gelato, piqu, bag, gelapique, lucky",126,2023-01-18
12,"shakira, clara, song, cha, paquita",189,2023-01-18
13,", dick, click, love, mother",124,2023-01-18
14,"piqu, twingo, casio, shakira, league",117,2023-01-18
15,"shakira, jam, jelly, strawberry, eat",245,2023-01-18
17,"shakira, @youtube, video, hd, official",74,2023-01-18
18,"shakira, bzrp, music, session, @bizarrap",76,2023-01-18
19,"karol, shakira, song, #karolg, release",8,2023-01-18
20,"booed, piqu, chill, impeccable, mdrrr",2,2023-01-18
21,"wolf, shakira, guys, uh, @shakira",49,2023-01-18
0,"shakira, song, session, listen, @shakira",4712,2023-01-19
1,"piqu, clara, gerard, cha, photo",1243,2023-01-19
2,"piqu, shakira, song, clara, gerard",1935,2023-01-19
3,"peak, today, spike, day, mood",570,2023-01-19
4,"miley, shakira, cyrus, song, flowers",496,2023-01-19
5,"shakira, casio, twingo, rolex, ferrari",253,2023-01-19
6,"shakira, women, billing, money, song",281,2023-01-19
7,"stings, stung, itch, itchy, eyes",205,2023-01-19
8,"shakira, spotify, song, session, bzrp",181,2023-01-19
9,"shakira, #shakira, piqu, rueda, fred",207,2023-01-19
10,"pike, today, play, kkkkk, year",204,2023-01-19
11,"gelato, piqu, bag, gelapique, loungewear",124,2023-01-19
12,"shakira, clara, song, cha, chia",151,2023-01-19
13,", dick, love, click, pick",107,2023-01-19
14,"piqu, casio, twingo, denying, league",120,2023-01-19
15,"shakira, jam, jelly, jar, cheated",196,2023-01-19
17,"shakira, @youtube, hd, video, official",87,2023-01-19
18,"shakira, bzrp, music, session, @bizarrap",60,2023-01-19
19,"karol, shakira, collaboration, song, music",16,2023-01-19
20,"booed, script, jay, johnny, piqu",1,2023-01-19
21,"wolf, shakira, guys, newbies, #shakira",45,2023-01-19
0,"shakira, song, session, listen, @shakira",4365,2023-01-20
1,"piqu, clara, league, gerard, cha",2147,2023-01-20
2,"piqu, shakira, song, clara, gerard",1681,2023-01-20
3,"peak, today, spike, day, dick",579,2023-01-20
4,"miley, shakira, song, cyrus, flowers",497,2023-01-20
5,"shakira, casio, twingo, rolex, ferrari",233,2023-01-20
6,"shakira, women, billing, money, song",234,2023-01-20
7,"stings, stung, itchy, itch, bite",316,2023-01-20
8,"shakira, spotify, bzrp, session, song",259,2023-01-20
9,"shakira, piqu, #shakira, #russia, #pique",189,2023-01-20
10,"pike, today, play, good, dra",205,2023-01-20
11,"gelato, piqu, bag, gelapique, rakuten",178,2023-01-20
12,"shakira, clara, song, cha, chia",137,2023-01-20
13,", dick, love, mother, pick",130,2023-01-20
14,"piqu, twingo, casio, league, sponsor",70,2023-01-20
15,"shakira, jam, jelly, jar, strawberry",101,2023-01-20
17,"shakira, @youtube, video, bee, featuring",137,2023-01-20
18,"shakira, bzrp, music, session, @bizarrap",33,2023-01-20
19,"karol, shakira, collaboration, song, arol",51,2023-01-20
21,"wolf, shakira, guys, uh, newbies",54,2023-01-20
0,"shakira, song, session, listen, @shakira",4516,2023-01-21
1,"piqu, clara, gerard, cha, photo",1831,2023-01-21
2,"piqu, shakira, song, clara, gerard",1321,2023-01-21
3,"today, peak, spike, dick, day",779,2023-01-21
4,"miley, shakira, cyrus, song, flowers",453,2023-01-21
5,"shakira, casio, twingo, rolex, ferrari",229,2023-01-21
6,"shakira, women, billing, money, crying",215,2023-01-21
7,"stings, stung, itch, itchy, bite",299,2023-01-21
8,"shakira, spotify, session, song, bzrp",276,2023-01-21
9,"shakira, #shakira, #pique, piqu, people",179,2023-01-21
10,"pike, today, play, good, morning",266,2023-01-21
11,"gelato, piqu, bag, gelapique, loungewear",200,2023-01-21
12,"shakira, clara, song, cha, support",165,2023-01-21
13,", click, dick, love, today",128,2023-01-21
14,"piqu, casio, twingo, agreement, gerard",75,2023-01-21
15,"shakira, jelly, jam, jar, strawberry",75,2023-01-21
17,"shakira, @youtube, video, official, hd",126,2023-01-21
18,"shakira, bzrp, music, session, @bizarrap",44,2023-01-21
19,"karol, shakira, collaboration, arol, song",57,2023-01-21
20,"booed, piqu, liverpool, #hermanas, halftime",4,2023-01-21
21,"wolf, shakira, guys, newbies, song",46,2023-01-21
0,"shakira, song, @shakira, listen, session",3683,2023-01-22
1,"piqu, clara, cha, unfaithful, gerard",2051,2023-01-22
2,"piqu, shakira, song, clara, cha",996,2023-01-22
3,"peak, today, dick, spike, day",695,2023-01-22
4,"miley, shakira, cyrus, song, flowers",300,2023-01-22
5,"casio, shakira, rolex, twingo, piqu",146,2023-01-22
6,"shakira, women, money, billing, @shakira",181,2023-01-22
7,"stings, stung, itch, itchy, mosquito",280,2023-01-22
8,"shakira, spotify, monthly, artist, listen",306,2023-01-22
9,"shakira, #shakira, piqu, #ocoa, #seriedelcaribe",170,2023-01-22
10,"pike, play, today, flag, hide",211,2023-01-22
11,"gelato, piqu, bag, gelapique, lucky",178,2023-01-22
12,"shakira, clara, chia, cha, song",152,2023-01-22
13,", love, mother, deserve, pic",138,2023-01-22
14,"piqu, twingo, casio, shakira, league",45,2023-01-22
15,"shakira, jelly, jam, eat, discovered",56,2023-01-22
17,"shakira, @youtube, video, featuring, official",102,2023-01-22
18,"shakira, bzrp, music, session, grammy",44,2023-01-22
19,"karol, shakira, collaboration, arol, song",60,2023-01-22
20,"booed, piqu, tide, #hispanosrtve22ene, burn",4,2023-01-22
21,"wolf, shakira, guys, uh, song",50,2023-01-22
0,"shakira, song, session, listen, @shakira",4099,2023-01-23
1,"piqu, clara, cha, gerard, unfaithful",2098,2023-01-23
2,"piqu, shakira, song, clara, gerard",1430,2023-01-23
3,"peak, today, spike, day, dick",905,2023-01-23
4,"miley, shakira, song, cyrus, flowers",340,2023-01-23
5,"shakira, casio, rolex, twingo, ferrari",180,2023-01-23
6,"shakira, women, money, billing, song",304,2023-01-23
7,"stings, stung, itch, itchy, bite",342,2023-01-23
8,"shakira, spotify, artist, listen, latin",376,2023-01-23
9,"shakira, #shakira, piqu, #ocoa, #crdmedia",245,2023-01-23
10,"pike, today, play, good, day",278,2023-01-23
11,"gelato, piqu, bag, gelapique, lucky",270,2023-01-23
12,"shakira, clara, cha, chia, song",145,2023-01-23
13,"love, , mother, dick, deserve",190,2023-01-23
14,"piqu, twingo, casio, gerard, shakira",61,2023-01-23
15,"jelly, shakira, jam, strawberry, discovered",395,2023-01-23
17,"shakira, @youtube, feat, hd, video",136,2023-01-23
18,"shakira, @bizarrap, bzrp, music, @shakira",15,2023-01-23
19,"karol, shakira, collaboration, song, arol",87,2023-01-23
20,"booed, piqu, mmsss, rial, chant",3,2023-01-23
21,"wolf, shakira, guys, song, uh",48,2023-01-23
0,"shakira, song, listen, @shakira, session",3421,2023-01-24
1,"piqu, clara, gerard, puyol, cha",1673,2023-01-24
2,"piqu, shakira, song, video, mother",1426,2023-01-24
3,"peak, today, spike, dick, mood",742,2023-01-24
4,"miley, shakira, cyrus, song, flowers",369,2023-01-24
5,"shakira, casio, twingo, rolex, ferrari",163,2023-01-24
6,"shakira, women, money, billing, @shakira",195,2023-01-24
7,"stings, stung, itch, itchy, bite",316,2023-01-24
8,"shakira, spotify, session, music, bzrp",500,2023-01-24
9,"shakira, #shakira, piqu, #pique, #gu",210,2023-01-24
10,"pike, today, play, good, player",248,2023-01-24
11,"gelato, piqu, bag, gelapique, lucky",222,2023-01-24
12,"shakira, clara, cha, song, prowling",105,2023-01-24
13,", dick, pic, pick, love",145,2023-01-24
14,"piqu, twingo, casio, shakira, gerard",34,2023-01-24
15,"shakira, jam, jelly, strawberry, jarmemes",92,2023-01-24
17,"shakira, @youtube, video, official, hd",129,2023-01-24
18,"shakira, bzrp, music, session, play",34,2023-01-24
19,"karol, shakira, song, collaboration, release",59,2023-01-24
20,"booed, piqu, basketball, forgive, oscar",5,2023-01-24
21,"wolf, shakira, guys, song, uh",43,2023-01-24
0,"shakira, song, session, listen, @shakira",1492,2023-01-25
1,"piqu, photo, clara, cha, gerard",2310,2023-01-25
2,"piqu, shakira, song, clara, gerard",719,2023-01-25
3,"peak, dick, spike, today, day",374,2023-01-25
4,"miley, shakira, cyrus, song, flowers",101,2023-01-25
5,"shakira, casio, twingo, rolex, ferrari",74,2023-01-25
6,"shakira, women, billing, money, song",84,2023-01-25
7,"stings, stung, itch, itchy, bite",176,2023-01-25
8,"shakira, spotify, song, session, billboard",117,2023-01-25
9,"shakira, #shakira, piqu, #colombiaantigua, #memoriahistorica",75,2023-01-25
10,"pike, round, today, play, love",170,2023-01-25
11,"gelato, piqu, bag, gelapique, loungewear",99,2023-01-25
12,"shakira, clara, chia, song, cha",56,2023-01-25
13,", dick, pick, pic, love",75,2023-01-25
14,"piqu, twingo, casio, photo, gerard",58,2023-01-25
15,"shakira, jelly, jam, strawberry, ate",24,2023-01-25
17,"shakira, hd, @youtube, oba, video",47,2023-01-25
18,"shakira, bzrp, @bizarrap, music, session",18,2023-01-25
19,"karol, shakira, collaboration, song, release",40,2023-01-25
20,"booed, piqu, basketball, forgive, game",11,2023-01-25
21,"wolf, shakira, guys, newbies, uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu",18,2023-01-25
0,"shakira, song, @shakira, listen, session",3846,2023-01-26
1,"piqu, photo, clara, cha, gerard",6353,2023-01-26
2,"piqu, shakira, song, clara, photo",2443,2023-01-26
3,"peak, spike, today, dick, day",511,2023-01-26
4,"miley, shakira, cyrus, song, flowers",147,2023-01-26
5,"shakira, casio, twingo, rolex, ferrari",195,2023-01-26
6,"shakira, women, money, billing, @shakira",132,2023-01-26
7,"stings, stung, itch, itchy, time",280,2023-01-26
8,"shakira, spotify, song, session, artist",143,2023-01-26
9,"shakira, piqu, #shakira, #piqu, #lavega",277,2023-01-26
10,"pike, today, play, guys, god",225,2023-01-26
11,"gelato, piqu, bag, gelapique, loungewear",116,2023-01-26
12,"shakira, clara, chia, cha, song",174,2023-01-26
13,", love, deserve, mother, tinder",270,2023-01-26
14,"piqu, twingo, casio, photo, shakira",123,2023-01-26
15,"shakira, jam, jelly, ate, eat",140,2023-01-26
17,"shakira, @youtube, video, featuring, official",73,2023-01-26
18,"grammy, museum, exhibition, shakira, interact",288,2023-01-26
19,"karol, shakira, collaboration, song, release",32,2023-01-26
20,"booed, piqu, game, nba, #chiringuitoderb",6,2023-01-26
21,"wolf, shakira, guys, song, hd",30,2023-01-26
0,"shakira, song, listen, session, @shakira",3688,2023-01-27
1,"piqu, clara, photo, cha, gerard",2443,2023-01-27
2,"piqu, shakira, song, clara, gerard",1612,2023-01-27
3,"today, peak, day, spike, dick",747,2023-01-27
4,"miley, shakira, song, cyrus, flowers",183,2023-01-27
5,"shakira, casio, twingo, rolex, ferrari",136,2023-01-27
6,"shakira, women, money, billing, tax",187,2023-01-27
7,"stings, stung, itch, itchy, mosquito",353,2023-01-27
8,"shakira, spotify, session, music, bzrp",178,2023-01-27
9,"shakira, #shakira, piqu, #pique, gecko",357,2023-01-27
10,"pike, today, play, good, day",245,2023-01-27
11,"gelato, piqu, bag, gelapique, lucky",243,2023-01-27
12,"shakira, clara, song, cha, chia",124,2023-01-27
13,", love, pick, mother, dick",159,2023-01-27
14,"piqu, twingo, casio, shakira, league",51,2023-01-27
15,"shakira, jam, jelly, strawberry, jar",147,2023-01-27
17,"shakira, @youtube, hd, video, featuring",117,2023-01-27
18,"grammy, museum, exhibition, shakira, interact",321,2023-01-27
19,"karol, shakira, song, release, collaboration",105,2023-01-27
20,"booed, piqu, surez, nba, celebrate",4,2023-01-27
21,"wolf, shakira, guys, howl, uh",43,2023-01-27
0,"shakira, song, @shakira, session, listen",2795,2023-01-28
1,"piqu, clara, photo, cha, gerard",1442,2023-01-28
2,"piqu, shakira, song, clara, gerard",984,2023-01-28
3,"today, peak, dick, spike, day",811,2023-01-28
4,"miley, shakira, cyrus, song, flowers",148,2023-01-28
5,"shakira, casio, twingo, rolex, ferrari",113,2023-01-28
6,"shakira, women, money, billing, @shakira",125,2023-01-28
7,"stings, stung, itchy, itch, mosquito",310,2023-01-28
8,"shakira, spotify, music, session, bzrp",169,2023-01-28
9,"shakira, #influencer, #shakira, #fit, #cuteteens",149,2023-01-28
10,"pike, today, play, woke, good",289,2023-01-28
11,"gelato, piqu, bag, gelapique, lucky",177,2023-01-28
12,"shakira, clara, chia, song, cha",88,2023-01-28
13,", dick, love, pick, spike",105,2023-01-28
14,"piqu, twingo, casio, gerard, shakira",45,2023-01-28
15,"shakira, jam, jelly, strawberry, discovered",101,2023-01-28
17,"shakira, @youtube, video, official, hd",110,2023-01-28
18,"grammy, museum, exhibition, shakira, interact",105,2023-01-28
19,"karol, shakira, song, release, collaboration",187,2023-01-28
20,"booed, piqu, facin, rick, nba",2,2023-01-28
21,"wolf, shakira, guys, song, newbies",44,2023-01-28
0,"shakira, song, session, listen, @shakira",2312,2023-01-29
1,"piqu, clara, photo, gerard, cha",1257,2023-01-29
2,"piqu, shakira, song, clara, gerard",747,2023-01-29
3,"peak, dick, today, spike, day",844,2023-01-29
4,"miley, shakira, song, cyrus, flowers",113,2023-01-29
5,"shakira, casio, rolex, twingo, ferrari",57,2023-01-29
6,"shakira, women, billing, money, @shakira",113,2023-01-29
7,"stings, stung, itch, itchy, mosquito",299,2023-01-29
8,"shakira, spotify, music, session, song",124,2023-01-29
9,"shakira, piqu, #shakira, people, #pique",159,2023-01-29
10,"pike, play, today, crystalline, morning",246,2023-01-29
11,"gelato, piqu, bag, gelapique, lucky",181,2023-01-29
12,"shakira, clara, song, chia, cha",78,2023-01-29
13,", pic, click, dick, spike",84,2023-01-29
14,"piqu, twingo, casio, ferrari, ebay",21,2023-01-29
15,"shakira, jam, jelly, strawberry, eat",56,2023-01-29
17,"shakira, @youtube, single, #nowplaying, video",144,2023-01-29
18,"grammy, museum, exhibition, shakira, interact",65,2023-01-29
19,"karol, shakira, song, collaboration, music",70,2023-01-29
20,"booed, piqu, #esland2023, esland, people",623,2023-01-29
21,"wolf, shakira, guys, song, newbies",35,2023-01-29
0,"shakira, song, listen, session, @shakira",2064,2023-01-30
1,"piqu, clara, photo, cha, gerard",1129,2023-01-30
2,"piqu, shakira, song, clara, gerard",746,2023-01-30
3,"peak, today, dick, day, spike",883,2023-01-30
4,"miley, shakira, cyrus, song, flowers",115,2023-01-30
5,"shakira, casio, twingo, rolex, ferrari",76,2023-01-30
6,"shakira, women, billing, money, song",111,2023-01-30
7,"stings, stung, itch, itchy, eyes",298,2023-01-30
8,"shakira, spotify, artist, session, listen",151,2023-01-30
9,"shakira, #shakira, piqu, people, #pique",162,2023-01-30
10,"pike, today, play, carnival, day",273,2023-01-30
11,"gelato, piqu, bag, gelapique, lucky",216,2023-01-30
12,"shakira, clara, cha, chia, song",75,2023-01-30
13,", dick, love, pick, mother",106,2023-01-30
14,"piqu, twingo, casio, gerard, league",16,2023-01-30
15,"shakira, jelly, eat, jam, time",120,2023-01-30
17,"shakira, @youtube, video, #nowplaying, hd",90,2023-01-30
18,"grammy, museum, exhibition, shakira, music",39,2023-01-30
19,"karol, shakira, song, release, collaboration",42,2023-01-30
20,"booed, piqu, esland, award, auditorium",133,2023-01-30
21,"wolf, shakira, guys, song, newbies",39,2023-01-30
0,"shakira, song, session, listen, @shakira",680,2023-01-31
1,"piqu, clara, cha, photo, gerard",290,2023-01-31
2,"piqu, shakira, song, clara, gerard",202,2023-01-31
3,"peak, day, spike, today, mood",249,2023-01-31
4,"miley, shakira, cyrus, song, flowers",39,2023-01-31
5,"shakira, casio, rolex, twingo, ferrari",11,2023-01-31
6,"shakira, women, billing, @shakira, money",30,2023-01-31
7,"stings, itch, stung, itchy, bite",87,2023-01-31
8,"shakira, spotify, session, bzrp, music",25,2023-01-31
9,"shakira, #shakira, piqu, #covid19, government",43,2023-01-31
10,"pike, play, today, time, fred",86,2023-01-31
11,"gelato, piqu, bag, loungewear, gelapique",69,2023-01-31
12,"shakira, clara, cha, song, bear",21,2023-01-31
13,"dick, , pie, day, pick",34,2023-01-31
14,"piqu, crespo, celtinha, casio, bez",3,2023-01-31
15,"shakira, jelly, jam, eat, strawberry",63,2023-01-31
17,"shakira, @youtube, rihanna, forget, hd",34,2023-01-31
18,"grammy, museum, exhibition, shakira, interact",9,2023-01-31
19,"karol, shakira, collaboration, wakafans, @espiapop",8,2023-01-31
20,"booed, piqu, esland, award, #esland2023",18,2023-01-31
21,"wolf, shakira, dance, guys, girl",14,2023-01-31
