topic,text_id,doc
11,600268,Shakira y Bizarrap baten récords en Youtube: 64M en 24 horas https://t.co/ive3hozkIM
11,654631,#Trending | ¡Clara-mente! #Shakira se ubicó esta semana en la primera posición de la lista mundial de YouTube gracias a la colaboración con #Bizarrap: Music Sessions #53. 😎🎶 https://t.co/tGawUsYTiU
11,698173,"Mar Rendon, Shakira, Cesia Sáenz, Danna Paola, Mariana Ávila y Thalia son las únicas latinas en formar parte del top 10 semanal de @973TheBoss en las posiciones
#3 - @MarRendonMusica
#4 - @shakira
#5 - @dannapaola
#6- @Cesia_Saenzz
#8 - @marianaavilatw
#10 - @thalia https://t.co/UR89KH5s0W"
11,699795,Shakira acaba de sobrepasar a Rihanna y a Justin Bieber en Oyentes en Spotify.  Reinaaaaaa Latinaaaaa https://t.co/ilLzflBPyR
11,596129,Shakira's music session video on YouTube has 63 million views in 1 day 😭. The way she dey roast pique for the song inside Chale.
11,618503,Some of the coverage we got for YouTube this week: Shakira #1 on YouTube Worldwide (#2 in the US) and Coachella Livestream back on YouTube this year. 🖤 https://t.co/hNgi5zEMIj
11,672768,Shakira had the biggest week in YouTube history for a female Latin artist with over 313 million views (Jan. 13-19). https://t.co/VJR5YAEPk3
11,779371,"Nuevo peak de oyentes mensuales para Shakira en su carrera #4 (=) | 74,096,969 (+430,411 
es la 4° artista con más oyentes mensuales en Spotify 🔥 https://t.co/Pbkfta8Qo3"
12,668400,Todo en este Gobierno es un allante. La anunciada reforma policial se fue a pique. La producción agrícola está en quiebra. Las instituciones están hechas un desastre. El gobierno del PRM no sirve. Mucha gente está pasado hambre. La comida está muy cara. https://t.co/YsQ8c5g4OZ
12,517989,"PINERA, EL PUEBLO NO OLVIDARA LS VIOLACIONES A LS DDHH!

#MissUniverse2022 Venezuela Colombia Isapres Casio Fonasa Puerto Rico Shakira #FiestaDeLosAbrazos partido comunista Benjamin Mackenna Anita Alvarado Evelyn matthei olmue #ladivinacomida https://t.co/ntCMEKMjNp"
12,520029,".

#MissUniverse2022 Venezuela Colombia Isapres Casio Fonasa Shakira Amanda #FiestaDeLosAbrazos partido comunista olmue Benjamin Mackenna Anita Alvarado Evelyn matthei https://t.co/pB6zdCUK8Y"
12,633576,Augusto Carrara na política era nesse pique mrm https://t.co/ONBh9DKOzZ
12,665464,Partiu zona sul amanhã aqueles pique trabalha pra fazer dinheiro 🌅🤑😇
12,708426,"Esto indica que si el ex-presidente llegase a correr y gana, las relaciones diplomáticas entre USA y Panamá serian críticas, muchos tratados estarían en peligro y la economía claramente se terminaria de ir a pique! El tema es más delicado de lo que parece! https://t.co/Xb1qLqJPio"
12,751674,"""Los cambios requeridos para un país arrasado material y espiritualmente como Venezuela, no se van a producir sin despertar el enamoramiento pasional por la causa auténticamente venezolana""

Ezio Serrano Páez | #OpiniónLGA
https://t.co/uoSvP2to0G"
12,504028,RT @pip_2022Oficial: Para los que se quejan del Por qué Finanzas PDVSA paga cuando le da La GANA. Vean a lo que se dedica la Vice President…
12,713295,que les pique el hoyo porque CHILE LA BANDERA CHILENA llego hasta con dream a corea fjjf lloren mas
12,768134,"Claudia ha hecho más cambios positivos en la CDMX que Sandra Cuevas en la Cuauhtémoc, pues la oposición pedorra del PAN, PRD y PRI han hecho más daño a México. Y aún así las ordas clasistas del PRIAN prefieren que nos vaya peor

Me recuerda a ""Shakira - Pique"" del Rolex por Casio https://t.co/UtcfDlSOVk"
13,540598,"Tô do lado da Shakira, mas a música é ruim"
13,538926,já ouvi a discografia inteira do shawn mendes da taylor swift do jão minha irmã coloca pedro sampaio o dia todo pra tocar e essa música da shakira conseguiu ser a pior música q eu já ouvi na vida
13,566782,Cancion más pura mierda la de Shakira🤣
13,551481,rapaz escutei seis vezes a música da shakira pra gostar e o pior que gostei https://t.co/mmNpVh6PIL
13,544419,pior que a música de shakira p pique é boa vei
13,698286,Qué aburrida es la canción de Shakira.
13,605763,Amo a Shakira y she is a girlboss pero su canción esta tan mala
13,588252,Una de las canciones más malas que he escuchado de Shakira en lo que va de 2.023.. (hay otras) 🥴 https://t.co/tNRmxWJfln
13,755126,"Gente quem me conhece sabe que existem pouquíssimas coisas que eu amo mais nesse mundo que a Shakira 

Mas Jesus essa música nova dela é ruim demais pelo amor de deus"
13,756435,valha essa musica da shakira é simplesmente horrivel tao ruim que meu ouvido sangrou sem ironia
14,513010,"👑ランキング:第27位👑[14:53]

【SALE／30%OFF】gelato pique パウダートリムボーダーロングパンツ ジェラートピケ インナー・ルーム…

ポイント還元: 726pt (SPU会員)　
ポイント還元: 1,135pt (お買い物マラソン最大)　

⬇詳細はコチラ⬇
https://t.co/hwupbdulCv"
14,519720,"ジェラートピケ gelato pique モチーフジャガードブランケット ジェラピケ
気になる・・・(^^♪"
14,635151,"gelato pique ジェラート3ボーダーパーカ ジェラートピケ インナー・ パジャマ 
販売価格 5,236円

Rakuten Fashion
https://t.co/sXVNIhLKo4"
14,536369,"【NEW ARRIVAL】

＼GELATO PIQUE KIDS&amp;BABY／
今季のアルファベット柄シリーズに描かれた「B」のモチーフ、ベアのワンポイント柄はひざ下丈ワンピースとロンTの2型をご用意。アルファベット総柄のロングパンツはさらりと履けるストレートシルエット。

https://t.co/5Pdyj9NkoF https://t.co/yDdbn6rf44"
14,564606,"PIQUE FIT 骨盤ガードル ガードル 骨盤ケア 補正下着 産後ガードル マタニティショーツ (L-LL)
￥900 
https://t.co/OOotLUdqah

EMME #こたつ布団 掛け布団 単品 185x235
￥2,824
https://t.co/EQXkPsTOnS

[JKR] #ブーツ レディース 
ベストセラー1位
セール-26%￥3,024
https://t.co/gsBplwEdna"
14,655753,"メンズトップスの通販人気ランキング1/21最新版 楽天,通販,メンズトップス 1位－【SALE／30%OFF】gelato pique 【HOMME】ベビモコベアジャガードプルオーバー ジェラートピケ トップス スウェット・トレーナー ホワイト ネイビー･･･ https://t.co/zVwzyLk6hL"
14,756330,"(ジェラートピケ)gelato pique ハローベイビーモチーフ 母子手帳ケース ジャバラM ジェラ(PI-ピンク、Free) : ファッション

⇒https://t.co/c1rtXsNCyC

(≧ ≦)Ω ヨッシャ！
Amazonで人気だよ(*^▽^*)

#ad"
14,752219,ジェラートピケ gelato pique【UNISEX】インレイストライプロングパンツ ジェラピケ パジャマ ルームウェア：SHIROHATO（白鳩）が今人気あるみたいやね。
14,760577,"どれも触り心地最上級！
ジェラピケの今年の福袋の中身が参考になる！↓
https://t.co/OY5vtlJcN0

【2023年】ジェラートピケ（ジェラピケ）福袋の中身ネタバレ！2022年以前の開封画像レビューあり"
14,776773,"／
🔥楽天市場「キッズファッション」部門：第37位🔥
＼

【SALE／30%OFF】gelato pique 【KIDS】コアラワンポイントTシャツ ジェラートピケ トップス その他のトップス ホワ…

レビュー: 0件(🌟0)　
商品価格: 2,618円🈹[6:39]

⬇クリック⬇
https://t.co/XBvXm6Auz2"
15,572284,El show de medio tiempo de Millonarios fue la sesión de Shakira 10 de 10 por más que sea fan de Pique se disfruto.
15,538532,"Llámenme despechada, resentida o lo que quieran pero AMO LA SESSIONS DE SHAKIRA 🤣🤣"
15,608209,"como que la session de Quevedo ya me volvio a gustar, porque esa de Shakira ya la quemaron el triple"
15,585821,Te tiene que gustar Shakira para que te guste la session.
15,586098,Oye pero la session con Shakira está buenísima ctm
15,572725,LA SESSION DE SHAKIRA revivió el CINE 🚬🚬
15,580718,Amigos no me gusto la sesión de Shakira
15,651274,"FM like siempre pone la session de Quevedo y después Monotonía de Shakira, deben tener un compilado preparado."
15,703546,podeis parar con la sesion de Shakira? la tengo ya mas quemada que la de Quevedo 😔
15,622774,"gracias streamers por reaccionar a la session de shakira, ahora sé de quienes seguir confiando"
16,512283,Dice mi mamá que Shakira hizo su sesión con el “Viva Rap” 🤪
16,517135,2 copas y el papa de mi amiga se pone a analizar las canciones de Shakira
16,524627,"Mi madre enojada, con la nueva canción de #Shakira jajaja"
16,620951,Mi mamá no para de cantar la canción de Shakira ok. Creo q ya se xq me sabia todass las canciones de Karina a los 7 🤣
16,551593,"Pongo la canción de Shakira a todo volumen, sobre todo la parte donde menciona a la suegra. 

Ojalá mi suegra capté la directa."
16,604585,"Llego a casa
*Suena BZRP ft. Shakira*
Yo: Llegue ma, oye te cuento …
Mi mamá: Ajam
Yo: Y luego paso esto …
Mi mamá: Ajam
Yo: Maaa! Me estas escuchando?
Mi mamá: No espérate que aún no me se esta parte de la canción (BZRP Ft. Shakira)
Yo: 🤡"
16,613045,vuestras madres también estan obsesionadas con la cancion de shakira?
16,675523,Yo solo digo que mi madre tiene de tono de llamada la famosa canción de Shakira🤣
16,685920,"Mama cantando la canción de Shakira, señora no se aburre?🙄🤦🏻‍♀️"
16,763610,"Mrc mi mamá dijo que le gustó una canción de Shakira, kike la que le hizo a Pelé JJAJAJAJAJAJJAAJ"
17,542070,Hoy me acabo de dar cuenta que la peor bzrp es la de Shakira
17,575623,"A mi me dio un toque de vergüenza ajena la bzrp de Shakira, no sé."
17,695009,"why are people saying the Shakira Bzrp session is called ""Out of Your League""💀"
17,600788,Lo bueno del Bzrp  de Shakira es que al fin dejaron de aparecer las Merlinas recreando su baile.
17,579063,esta buena la bzrp pero la voz d shakira me estresa
17,613122,"Me aprendí el bzrp de Shakira por memes, no puede ser"
17,685782,la de bzrp con shakira es increíble pero habéis escuchado serpiente con tacón de lorca? eso si que es tirar beef
17,749387,"nose cuantos días después la sesión de shakira x bzrp sigue siendo un temazo, buenos días"
17,778147,"me: *softly* quiero ver romcoms :(
also me: *cantando salvajemente la bzrp session de shakira demasiado sentida*"
17,503616,quinta vez en el día que escucho el bzrp de shakira y lo único que se me viene a la mente es que como mierda alguien puede guampiar a shakira
18,554838,A geleia que a Shakira comia https://t.co/25s88xqavT
18,552987,"“Ela não teve medo de ir na casa da Shakira, comer a géleia, ne? kkkkk segura teu b.o gata.” https://t.co/LEzVJWUCIc"
18,555070,Achou que ia comer a geleia da Shakira e ia ficar impune? Achou errado!!!! https://t.co/hxFJc8gqjN
18,707048,"ela não só pegou o namorado, como comeu a geleia da Shakira https://t.co/DHJ2bW28RX"
18,665037,Fantástico falando da geleia da Shakira kk
18,664065,A reportagem do Fantástico sobre a geleia da Shakira foi didática em níveis inexplicáveis
18,698413,Apparently no one messes with Shakira and her strawberry jam. https://t.co/WWoWKs3ozy
18,759218,"Queria ter a geladeira da Shakira nesse momento, que o problema é ter uma geleia comida. Na minha tem tanta coisa que ngm comeu e estragou que tá um episódio de the last of us. Não monogamia seria a solução pra geladeira?"
18,774858,mas pra comer a geleia de morango da shakira ela tava bem ne!!!!!!!! https://t.co/VkHCT8s9ho
18,777121,A diarréia depois de comer toda a geleia da Shakira . https://t.co/XTDwQUvitk
19,604369,Pagar o IPVA ou ir ao show da Shakira?? ... só se vive uma vez😁
19,547237,"Cito con los artistas que quiero ver (con prioridad) por si se les antoja regalarme unos boletos:
Billie Eilish⭐⭐
Alejandro Sanz⭐
Shakira⭐
Luis Miguel⭐⭐⭐
Halsey⭐⭐⭐ https://t.co/gvRldr7yML"
19,605149,Algo me dice que el nuevo álbum de Shakira se va a demorar más de la cuenta porque están habiendo cambios… 👀
19,619946,"después de RBD, si Shakira anuncia gira no sé cómo voy a sobrevivir jajaj"
19,604771,"Amigos compré abono del #EDC pero vendo el boleto del día viernes (el día de @bizarrap) no voy a poder ir, lo doy al precio. Anímense vayan a cantarle la de Shakira a sus ex"
19,622596,Hola que si por favor ponen a la venta las boletas del concierto de Shakira? Se les agradece 🙌
19,644462,o real devia postar vídeo com a música da shakira kkkkkkkkk
19,685866,"Se Exodus Checkmate tivesse um anime, uma das minhas exigências seria uma ending nesse pique.
A outra seria a abertura ser cantada pela Reona

https://t.co/n0fyQ1REkx"
19,689113,Reina por favor empieza a organizar un tour 😍 https://t.co/Ya4MtKVLNh
19,736991,En Monterrey ya estan anunciando a Shakira en concierto para el 19 de Octubre en el estadio BBVA👀😳
20,499510,"RT @Casio0ficia: ⌚️¡SORTEAMOS El reloj Casio que Shakira no conoce: cuesta 10 veces más que un Rolex! 🔥 

¿Cómo participar?

1. Seguir a @C…"
20,496725,"RT @Casio0ficia: ⌚️¡SORTEAMOS El reloj Casio que Shakira no conoce: cuesta 10 veces más que un Rolex! 🔥 

¿Cómo participar?

1. Seguir a @C…"
20,497368,"RT @Casio0ficia: ⌚️¡SORTEAMOS El reloj Casio que Shakira no conoce: cuesta 10 veces más que un Rolex! 🔥 

¿Cómo participar?

1. Seguir a @C…"
20,499938,"RT @Casio0ficia: ⌚️¡SORTEAMOS El reloj Casio que Shakira no conoce: cuesta 10 veces más que un Rolex! 🔥 

¿Cómo participar?

1. Seguir a @C…"
20,501765,"RT @Casio0ficia: ⌚️¡SORTEAMOS El reloj Casio que Shakira no conoce: cuesta 10 veces más que un Rolex! 🔥 

¿Cómo participar?

1. Seguir a @C…"
20,501865,"RT @Casio0ficia: ⌚️¡SORTEAMOS El reloj Casio que Shakira no conoce: cuesta 10 veces más que un Rolex! 🔥 

¿Cómo participar?

1. Seguir a @C…"
20,501896,"RT @Casio0ficia: ⌚️¡SORTEAMOS El reloj Casio que Shakira no conoce: cuesta 10 veces más que un Rolex! 🔥 

¿Cómo participar?

1. Seguir a @C…"
20,502359,"RT @Casio0ficia: ⌚️¡SORTEAMOS El reloj Casio que Shakira no conoce: cuesta 10 veces más que un Rolex! 🔥 

¿Cómo participar?

1. Seguir a @C…"
20,502561,"RT @Casio0ficia: ⌚️¡SORTEAMOS El reloj Casio que Shakira no conoce: cuesta 10 veces más que un Rolex! 🔥 

¿Cómo participar?

1. Seguir a @C…"
20,506028,"RT @Casio0ficia: ⌚️¡SORTEAMOS El reloj Casio que Shakira no conoce: cuesta 10 veces más que un Rolex! 🔥 

¿Cómo participar?

1. Seguir a @C…"
21,532886,No tolero a Piqué pero hay que admitir que la de caer en un Twingo fue muy buena.
21,522992,"Me avisan al DM cuando dejen de hablar de Pique, Twingos y Casios."
21,529589,#Espectáculos | ¡Pica y se extiende! Piqué llegó en un Twingo a la Kings League https://t.co/12H3uhpKvn
21,518899,"como q a pique lo ve todo el mundo, las marcas lo contratan, arreglo con Casio y está con Ibai. mepa q le salió todo pipí cucu"
21,742484,Quero ter um twingo como o do pique
21,539028,"Cumplió su palabra: Gerard Piqué llegó a la Kings League en un Twingo (+Video)
#Entretenimiento
#Noticias
#EsNoticia
#poupettekenza

https://t.co/AHQpOg6AMf vía @venezuelanewsVN"
21,582235,Pique llegando a la Kings league el próximo día con un twingo. Lo veo
21,593259,ojala pique llegue a la kings league con un twingo y un casio 🤣
21,600076,Soy pique y me patrocina Casio y voy en un Twingo pa los haters
21,609783,Voy a comprarme un twingo como pique🤣
22,581149,Cambiaste un ferrari por un twingo NOOOO JAJAJAJAJJJAJAJAJAJAJ creo que soy Shakira
22,517081,#MissUniverse2022 Citando a la filósofa Shakira #MissUniverse2022 cambiaron Ferraris por… muchas niñas preciosas y preparadas para terminar esta versión de esta manera. https://t.co/aLHHCC8kO3
22,514743,Ya vieron que un Twingo si le puede ganar a un Ferrari? #MissUniverse2022 @shakira #Pique #MissVenezuela  Amanda dudamel era más linda que la gringa😔 https://t.co/doMiiDPs5v
22,582318,"Shakira tirando:
Yo valgo por dos de 22, cambiaste un Ferrari por un Twingo.
Gritaloooo reinaaaa"
22,590596,"E comunque frase del giorno: yo valgo por dos de 22, cambiaste un Ferrari por un twingo. #ShakiraxBizarrap #Shakira"
22,679112,#gfvip ahaha loro che non conoscono la ferrari e la Twingo  di shakira 😂😅
22,613231,"""¿Quién es Shakira para decirse a ella misma un Ferrari y no un Twingo?"" @jov_is #porNoFM https://t.co/xAj5cOaNdB"
22,683908,Y escuchando la nueva de Shakira conozco a alguien que me dijo que su ex la cambio por otra por qué le había comprado una moto. 😖
22,744923,"O @Soncini_ com uma @FiatBR Toro, a @shakira é uma @ferrari, o @3gerardpique CLARA-mente com uma Twingo… alô, @JeepdoBrasil, me nota e copia sua co-irmã italiana 😂"
22,761530,"Perdón por tu canción @shakira , “Colombia cambió un Ferrari por una carreta”"
23,534013,"O Open da Austrália tem patrocínio da Rolex. Game, set &amp; match para a Shakira https://t.co/RZNDhX63Pm"
23,542175,cambiaste un rolex por un casio diría ma shakira😋
23,597913,"Rocío Jurado, el Rolex de Shakira https://t.co/1UY5PdzEvH"
