topic,words,label,coherence,name,size
18,rolex-casio-shakira-watch-#rolex-#casio-traded-exchange-#shakira-song,Shakira: You Traded a Rolex for a Casi,0.617205851767308,Shakira: You Traded a Rolex for a Casi,1136
19,shakira-song-exes-dedicated-breakup-throw-relationship-talk-singing-release,Shakira's Song to Your Ex,0.533043487588281,shakira-song-exes-dedicated-breakup-throw-relationship-talk-singing-release,1120
20,clara-shakira-cha-chia-song-mart-#shakira-woman-singing-house,Clara Ch<unk>a's Response to Shakira's Song,0.5907492395055297,clara-shakira-cha-chia-song-mart-#shakira-woman-singing-house,1112
21,shakira-song-head-listen-mind-day-stuck-singing-time-loop,Shakira's Song Doesn't Get Out of My Head,0.8538106230999623,Shakira's Song Doesn't Get Out of My Head,1100
22,fonasa-#fiestadelosabrazos-mackenna-isapres-#ladivinacomida-olmue-communist-matthei-evelyn-benjamin,#MissUniverse2022 Venezuela Colombia Isapres Casio,0.25353047566444764,fonasa-#fiestadelosabrazos-mackenna-isapres-#ladivinacomida-olmue-communist-matthei-evelyn-benjamin,1097
23,-click-love-deserve-#notisdom-video-pick-ove-goddess-thing,The Best of the Best,0.20335074427040725,-click-love-deserve-#notisdom-video-pick-ove-goddess-thing,1072
24,karol-shakira-collaboration-@karolg-song-release-arol-sony-anuel-#karolg,Shakira and Karol G - New Collaboration,0.8540089904249804,Shakira and Karol G - New Collaboration,1063
25,mother-piqu-shakira-video-mom-gerard-law-shut-montserrat-viral,New Video of Piqué's Mother Using Shakira to Shut Up,0.7362815070787457,New Video of Piqué's Mother Using Shakira to Shut Up,1050
26,casio-shakira-#casio-brand-song-#shakira-twingo-market-@shakira-@casioteam,Casio - Shakira's Casio,0.7248211691835981,Casio - Shakira's Casio,1049
27,tiktok-shakira-dance-song-choreography-bizarrap-video-trend-challenge-viral,TikTok - Shakira's Song,0.7749134716653449,TikTok - Shakira's Song,1044
28,clara-piqu-unfaithful-cheated-chia-cha-lawyer-infidelity-young-surprise,Piqué Was Unfaithful to Clara?,0.8107512467079377,Piqué Was Unfaithful to Clara?,1011
29,shakira-billing-invoice-failed-crying-@shakira-women-#shakira-pay-money,"I Didn't Bill Shakira, I Cry and I Cry",0.6323237276845781,"I Didn't Bill Shakira, I Cry and I Cry",1005
30,children-shakira-song-father-mother-worry-son-parents-people-@elfakepost,Shakira's Children,0.8091099561410595,Shakira's Children,888
31,shakira-@youtube-featuring-hd-official-video-feat-clara-sanz-alejandro,Shakira - The Torture (Official Video),0.7236928442758388,Shakira - The Torture (Official Video),863
32,cheated-shakira-men-beyonc-safe-guys-unfaithful-fucking-man-miley,Shakira Cheating on Shakira,0.7702878222464947,Shakira Cheating on Shakira,855
33,league-kings-piqu-#kingsleague-gerard-ibai-player-football-president-salvador,The Kings League - Gerard Pique's bid to disrupt Spanish Soccer,0.7353554034891165,The Kings League - Gerard Pique's bid to disrupt Spanish Soccer,817
34,shakira-listen-song-singing-stening-gym-lungs-day-dance-clean,Listening to Shakira's New Song,0.5746102589394892,shakira-listen-song-singing-stening-gym-lungs-day-dance-clean,798
35,wolf-shakira-guys-uh-newbies-song-@shakira-#shakira-wolves-werewolf,Shakira: A Wolf Like Me Isn't For Guys Like You,0.7135450073566934,Shakira: A Wolf Like Me Isn't For Guys Like You,781
36,shakira-universe-colombia-#missuniverse2022-colombian-#missuniverse-venezuelan-venezuela-arepa-crown,Miss Universe - Shakira and Miss Universe,0.7738609540201771,Miss Universe - Shakira and Miss Universe,765
37,plagiarism-briella-shakira-accused-song-venezuelan-lawyer-singer-copy-sue,Shakira Plagiarism,0.868273120039485,Shakira Plagiarism,736
38,law-mother-shakira-neighbor-video-shut-debt-door-left-#shakira,Shakira's Mother-In-Law Was Wearing Out,0.7100535628374046,Shakira's Mother-In-Law Was Wearing Out,736
39,views-shakira-youtube-session-video-music-day-hours-bzrp-song,Shakira's New Song Has Nearly 100M Views on YouTube,0.7017298434014508,Shakira's New Song Has Nearly 100M Views on YouTube,697
40,gelato-piqu-rakuten-jacquard-yen-fashion-pajamas-homme-border-shipping,Gelato Pique - Men's Pants - <unk>Gela,0.44247349691933685,gelato-piqu-rakuten-jacquard-yen-fashion-pajamas-homme-border-shipping,681
41,bzrp-shakira-session-song-listen-good-music-sessio-love-time,Shakira's BZRP Sessions,0.8390498144389728,Shakira's BZRP Sessions,669
42,museum-grammy-exhibition-shakira-interact-march-angeles-career-inauguration-outfit,Shakira: The Grammy Museum Experience,0.8978280247373863,Shakira: The Grammy Museum Experience,668
43,addicted-shakira-song-obsessed-music-listen-complete-simply-mds-love,I'm Addicted to Shakira's New Song,0.9505820322736138,I'm Addicted to Shakira's New Song,655
44,bizarrap-shakira-session-song-biza-listen-sessio-bizzarap-good-bizarap,Bizarrap Session With Shakira,0.8127061182968562,Bizarrap Session With Shakira,621
45,itchy-itch-scratch-eyes-throat-nose-allergy-cream-ass-stings,I'm Already Itchy,0.6139948654930714,I'm Already Itchy,614
46,women-shakira-billing-@shakira-#shakira-phrase-longer-song-crying-love,"Women Don't Cry Anymore, Women Do Bill",0.9174156266324398,"Women Don't Cry Anymore, Women Do Bill",607
47,concert-shakira-tour-rbd-tickets-taylor-year-brazil-@shakira-october,Shakira Tour - I Need a Shakira Concert,0.6931116618089687,Shakira Tour - I Need a Shakira Concert,593
48,paquita-barrio-del-shakira-message-support-send-neighborhood-song-#paquitaladelbarrio,Paquita La Del Barrio Sends a Message to Shakira,0.7345873426441492,Paquita La Del Barrio Sends a Message to Shakira,592
49,theme-shakira-song-burn-tired-rotten-good-sick-love-boring,Shakira Theme - The Shakira Theme,0.7662992578044908,Shakira Theme - The Shakira Theme,582
50,neighbor-shakira-song-play-volume-listen-session-singing-time-day,Neighbors Playing Shakira's New Song,0.646439211104168,Neighbors Playing Shakira's New Song,577
51,shakira-great-looked-beg-girl-needed-worst-version-@shakira-song,Shakira - I Looked Great On You And That's Why You,0.6665803504327615,Shakira - I Looked Great On You And That's Why You,576
52,shakira-fancam-#eurosong2023-#realsociedadathletic-fred-#missuniverse2022-#ajatwe-trevor-#___-#eurosong,Eurovision 2020 - The Last of Us,0.17563009548558325,shakira-fancam-#eurosong2023-#realsociedadathletic-fred-#missuniverse2022-#ajatwe-trevor-#___-#eurosong,572
53,shakira-piqu-instagram-follow-insta-networks-market-stopped-social-block,Shakira and Piqué Follow Each Other Again on Instagram,0.9517816681285487,Shakira and Piqué Follow Each Other Again on Instagram,572
54,@casioteam-reach-send-follow-casio-shakira-#teamcasio-loyal-surely-rat,"If We Reach 250,000 Followers, We Send a CASIO to Shakir",1.0000000000000002,"If We Reach 250,000 Followers, We Send a CASIO to Shakir",572
55,piqu-unfaithful-defend-men-cheated-women-man-infidelity-sexist-woman,Piqué Cheating - The Feminists Are Crazy,0.5516810151721755,piqu-unfaithful-defend-men-cheated-women-man-infidelity-sexist-woman,565
56,dick-dic-today-party-day-sleep-year-morning-work-dead,I Wish I Had A Dick To Go Out,0.5221605362164222,dick-dic-today-party-day-sleep-year-morning-work-dead,564
57,shakira-album-song-release-@shakira-singing-coming-wait-music-version,Shakira's New Song - Shakira's New Album,0.6868015386964386,Shakira's New Song - Shakira's New Album,528
58,piqu-queles-aquelle-malparido-ta-sextou-guim-cae-sem-cabelin,Pique Pique - The Review,0.5516188504630685,piqu-queles-aquelle-malparido-ta-sextou-guim-cae-sem-cabelin,527
59,shakira-miley-song-year-cyrus-start-january-album-babo-@shakira,2023 - The Year of Shakira,0.5388742143946785,shakira-miley-song-year-cyrus-start-january-album-babo-@shakira,525
60,booed-piqu-#esland2023-esland-clip-mexico-audience-people-auditorium-appears,The Xokas booed Piqué,0.6787913702008382,The Xokas booed Piqué,522
61,ferrari-twingo-traded-shakira-swapped-kia-change-car-mercedes-renault,You Traded a Ferrari For a Twingo,0.8131848643648963,You Traded a Ferrari For a Twingo,515
62,bbb-series-movie-watch-book-mood-nerve-#bbb23-read-peak,The Last of Us - The Last of Us,0.6679512532591426,The Last of Us - The Last of Us,514
63,children-shakira-piqu-worry-parents-song-psychologist-father-people-cheated,Shakira and Piqué's Children,0.9048611306006855,Shakira and Piqué's Children,498
64,peak-peas-start-today-year-week-spike-day-friday-month,The Peak of the Community,0.6704486387638405,The Peak of the Community,493
65,photo-deleted-shakira-piqu-uploaded-clara-instagram-post-girlfriend-profile,Piqué Still Hasn't Deleted Photos With Shakira,0.8093696547469285,Piqué Still Hasn't Deleted Photos With Shakira,488
66,monthly-spotify-artist-latin-listen-shakira-surpassed-platform-history-record,Shakira Reaches New Peak of Monthly Listeners on Spotify,0.7655602361023971,Shakira Reaches New Peak of Monthly Listeners on Spotify,479
67,shakira-play-song-stadium-game-barcelona-session-bara-ceuta-break,The New Shakira Song,0.6917757466132886,The New Shakira Song,477
68,horns-shakira-monetize-song-money-music-miley-hor-fantastic-beyonc,Shakira's Horns,0.7581155201291546,Shakira's Horns,466
69,pickle-woke-today-brunoso-barbecue-beach-kkkk-kkkkkk-good-dream,I'm Out of a Pickle,0.741958530686371,I'm Out of a Pickle,457
70,esse-piqu-@lusuaarezz-nesse-unfaithful-lover-reason-man-song-shakira,Nesse Pique https://t.co/PQYYLn1GB,0.9602545364376955,Nesse Pique https://t.co/PQYYLn1GB,451
71,#shakira-#pique-piqu-shakira-#piqu-#shakiraxbizarrap-#shakirabzrp-#shakirapique-#clarachia-#claramente,#Shakira #Pique #Pique #Pique #BZRP,0.638656979022191,#Shakira #Pique #Pique #Pique #BZRP,449
72,brand-shakira-market-song-advertising-company-commercial-advantage-strategy-#marketing,Shakira's Marketing Campaign,0.7268209187697716,Shakira's Marketing Campaign,445
73,twingo-piqu-arrived-league-kings-casio-gerard-sunday-word-@invictossomos,Piqué's Twingo,0.8943456564667303,Piqué's Twingo,445
74,twingo-shakira-song-#twingo-@shakira-listen-hormiguero-session-#shakira-street,Shakira's Twingo,0.8846751913941527,Shakira's Twingo,432
75,piqu-defend-support-people-men-man-flag-vato-guys-disgusting,People Who Defend Piqué,0.7342486039974726,People Who Defend Piqué,421
76,january-day-shakira-dedicated-song-meet-love-listen-month-met,Shakira's January Day,0.9117878925507142,Shakira's January Day,416
77,tax-treasury-shakira-debt-pay-evade-owe-evasion-paid-song,Shakira Pays Debt in the Treasury,0.6991032505184995,Shakira Pays Debt in the Treasury,412
78,aquarius-aquarian-shakira-aries-piqu-sign-moon-venue-astrology-cancer,Aquarius - Shakira's Astrology,0.6832314217583078,Aquarius - Shakira's Astrology,412
79,shakira-year-age-younger-older-young-woman-wrinkled-beautiful-youth,Shakira Is 45 Years Old,0.8651987069571179,Shakira Is 45 Years Old,410
80,jam-jar-piqu-shakira-cheated-strawberry-jelly-gerard-discovered-ate,Shakira & Pique Cheating - The Lover Eats Jam,0.6581854488138639,Shakira & Pique Cheating - The Lover Eats Jam,409
81,birthday-karol-piqu-shakira-song-release-february-gift-#karolg-joint,Shakira and Karol G to Release a Joint Song - For Piqué,0.8173934516677398,Shakira and Karol G to Release a Joint Song - For Piqué,407
82,piqu-esse-nesse-vai-@nacional_memes-vale-monda-spique-queles-seresse,Pique - The Pique of the Pique,0.5585990635133485,piqu-esse-nesse-vai-@nacional_memes-vale-monda-spique-queles-seresse,404
83,shakira-song-man-guys-left-leave-thing-younger-humiliating-children,Shakira - Is He a Clown?,0.49581099272440793,shakira-song-man-guys-left-leave-thing-younger-humiliating-children,403
84,spanish-shakira-song-english-speak-translation-understand-language-learn-singing,Learning Spanish With Shakira's New Song,0.755470357391917,Learning Spanish With Shakira's New Song,398
85,betrayed-shakira-courage-guys-bro-woman-mere-imagine-mortal-beyonc,How Can You Betray Shakira?,0.8623132179409082,How Can You Betray Shakira?,390
86,piqu-today-woke-sleep-morning-day-good-tomorrow-night-saturday,Good Morning to Gerard Piqué,0.291710693968563,piqu-today-woke-sleep-morning-day-good-tomorrow-night-saturday,389
87,gelato-@juandiegoquetal-bag-gelapique-lucky-snidel-piqu-spoilers-fluffy-contents,Lucky Bag Contents Spoilers - Shakira's New Album -,0.2727051136635093,gelato-@juandiegoquetal-bag-gelapique-lucky-snidel-piqu-spoilers-fluffy-contents,383
88,piqu-idiot-imbecile-stupid-dumb-loser-cynical-wretch-man-stupidest,Pique is an Idiot,0.8522476503265066,Pique is an Idiot,382
89,women-money-shakira-@shakira-#shakira-crying-song-paid-factory-monetize,"Women Don't Cry Anymore, Women Make Money - Shakira",0.9034643589038299,"Women Don't Cry Anymore, Women Make Money - Shakira",374
90,gym-brain-work-shakira-lot-bit-exercise-training-workout-trainer,Shakira: A Lot of Gym But the Brain Works a Little Too,0.8088105769945836,Shakira: A Lot of Gym But the Brain Works a Little Too,373
91,witch-law-balcony-shakira-house-mother-mannequin-doll-face-porch,Shakira's Witch on the Balcony,0.7730526819169782,Shakira's Witch on the Balcony,372
92,shakira-piqu-famous-born-soccer-worldwide-year-player-football-diapers,Shakira Is Famous For Pique,0.8058613534323876,Shakira Is Famous For Pique,369
93,parody-rosaldo-derbez-alessandra-eugenio-shakira-morancos-song-bizarrap-#alessandrarosaldo,Alessandra Rosaldo Parody of Shakira's New Single,0.5629473786372807,parody-rosaldo-derbez-alessandra-eugenio-shakira-morancos-song-bizarrap-#alessandrarosaldo,363
94,elf-@el_pepperoni_-hunks-gelato-jam-thought-moco-roomwear-shakira-pwnt,RT @el_pepperoni: The IQ of Shakira Who,1.0000000000000007,RT @el_pepperoni: The IQ of Shakira Who,352
95,gelato-bag-everyday-reservation-tote-exclusive-online-lucky-contents-piqu,GELATO PIQUE Gelato Pique's Women's Lucky,1.0000000000000007,GELATO PIQUE Gelato Pique's Women's Lucky,351
96,casio-piqu-@freddyp44055243-hurt-@casioteam-hotter-#educadoresporlapatria-#casio-apologize-offended,Casio vs Piqué - Is Casio,0.6394183655055682,Casio vs Piqué - Is Casio,350
97,piqu-song-lyrics-singing-listen-remix-dedicated-play-release-album,Is the Song For Pique?,0.654344420987491,Is the Song For Pique?,349
98,nano-snidel-lily-brown-universe-rakuten-gelapique-gelato-amazon-bag,2022 Lucky Bag,0.8030604757970686,2022 Lucky Bag,345
99,shakira-legend-woman-legendary-god-song-babooooo-love-greatest-pop,Shakira - The New Shakira,0.7133223386335489,Shakira - The New Shakira,344
100,chew-swallow-shakira-mortify-song-listen-mastic-#shakira-@shakira-mastique,"Shakira - Chew, Swallow, and Chew",0.6571870000974914,"Shakira - Chew, Swallow, and Chew",344
101,davies-tennis-federation-cup-kosmos-itf-piqu-company-gerard-lawsuit,The ITF's Taking Piqué to Court,0.7965440428324959,The ITF's Taking Piqué to Court,343
102,queen-shakira-quee-real-song-love-true-hit-queenaaaa-@shakira,Shakira Is A Queen,0.93544957473847,Shakira Is A Queen,336
103,piqu-shakira-famous-boyfriend-husband-knew-met-soccer-dating-married,I Didn't Know Who Piqué Was until he dated Shakira,0.6702083070001815,I Didn't Know Who Piqué Was until he dated Shakira,335
104,liar-beyonc-beautiful-shakira-performance-singing-bey-dubai-support-sang,Beyoncé Singing Beautiful Liar,0.7988025060730001,Beyoncé Singing Beautiful Liar,333
105,hurt-shakira-pain-song-wounds-elbow-hahahaha-french-stab-stings,Shakira Is More Hurt Than Shakira,0.7383356723944081,Shakira Is More Hurt Than Shakira,332
106,shakira-puppies-dog-song-tiktok-singing-doggy-walk-video-audio,TikTok Videos of Dogs With Shakira's Song,0.6957652893664307,TikTok Videos of Dogs With Shakira's Song,331
107,birthday-shakira-day-sasha-piqu-february-happy-milan-celebrate-@shakira,Shakira and Piqué Celebrate Their Birthdays on the Same Day,0.874628876573913,Shakira and Piqué Celebrate Their Birthdays on the Same Day,328
108,bunny-bad-spotify-shakira-artist-latin-listen-surpassed-dethroned-monthly,Shakira Beats Bad Bunny on Spotify,0.8319413268331085,Shakira Beats Bad Bunny on Spotify,327
109,dreamt-shakira-dream-piqu-night-ast-woke-bayly-#amazon-gelapique,I Dreamt About Shakira,0.7664417888121943,I Dreamt About Shakira,325
110,puyol-ramos-piqu-pepe-iniesta-xavi-busquets-messi-casillas-villa,"Ramos, Piqué, Pepe, Puyol, Ramos",0.6436640582174076,"Ramos, Piqué, Pepe, Puyol, Ramos",321
111,chart-billboard-debut-music-bzrp-session-#1-shakira-hot-@bizarrap,Shakira: Bzrp Music Sessions - Vol. 53 (Pe,0.883893042733493,Shakira: Bzrp Music Sessions - Vol. 53 (Pe,320
112,love-shakira-song-god-singing-beautiful-pupils-kiss-woman-goddess,I Love You Shakira,0.936873031750843,I Love You Shakira,320
113,gym-training-rush-peak-today-workout-mood-work-nerve-morning,The Secret of the Gym,0.39670668690876754,gym-training-rush-peak-today-workout-mood-work-nerve-morning,316
114,shakira-husband-love-gisele-title-shoes-exact-@tatakaemarotte-@emoff-@ig,Shakira's Ex - Is It Shakira's Ex?,0.8077008683865783,Shakira's Ex - Is It Shakira's Ex?,314
115,team-shakira-#teamshakira-forever-#shakira-@shakira-#teampiqu-loka-death-song,Team Shakira - Team Shakira Always,0.8650324484120322,Team Shakira - Team Shakira Always,311
116,hair-shakira-blonde-curls-black-brunette-dye-dyed-color-curly,Shakira's Hair Color - Is She Natural?,0.7149097879850975,Shakira's Hair Color - Is She Natural?,310
117,#airdrop-watercolor-#bollywood-#fiverr-#watercolor-#illustraion-#money-#modric-#lisa-#namjoon,I Love You Shakira I Love You Shakira I Love You Shakira,0.9701198130536047,I Love You Shakira I Love You Shakira I Love You Shakira,308
118,piqu-neymar-spider-prime-picket-mc-butanero-fdc-roscoe-cameo,Pique Pique - The Pique!,0.6626390622380374,Pique Pique - The Pique!,307
119,shakira-madrid-fifa-soccer-barcelona-league-player-kings-song-real,Shakira - The New Real Madrid Team,0.6257768111746556,Shakira - The New Real Madrid Team,305
120,gossip-shakira-topic-talk-song-fantastic-love-thing-gossipy-yeri,Shakira's Geek,0.7441895220960791,Shakira's Geek,305
121,polo-#shopmycloset-@poshmarkapp-#poshmark-shirt-sleeve-piqu-cotton-closet-check,New Deals Today: Pique Polo Shirts for Men,0.4662415699033424,polo-#shopmycloset-@poshmarkapp-#poshmark-shirt-sleeve-piqu-cotton-closet-check,304
122,gelato-bag-tote-reservation-lucky-contents-everyday-piqu-attention-piece,Online Exclusive - GELATO PIQUE Gelato Pique's,0.9999999999999846,Online Exclusive - GELATO PIQUE Gelato Pique's,298
123,bzrp-shakira-session-music-#53-bizarrap-remix-@youtube-version-pokmon,Shakira: Bzrp Music Sessions Vol. 53 - #25 (,0.8920574279231255,Shakira: Bzrp Music Sessions Vol. 53 - #25 (,289
124,twingo-shakira-piqu-gerard-arrived-league-driving-kings-responds-car,Piqué Responds to Shakira in a Twingo,0.6251459597766275,Piqué Responds to Shakira in a Twingo,283
125,shakira-january-shepherdess-piqu-bunny-universe-paola-tia-karely-miley,January Surprises Me,0.2663209358179687,shakira-january-shepherdess-piqu-bunny-universe-paola-tia-karely-miley,283
126,casio-rolex-piqu-watch-exchange-brand-agreement-wearing-luxury-sponsor,,,casio-rolex-piqu-watch-exchange-brand-agreement-wearing-luxury-sponsor,279
127,piqu-woman-children-cheated-betrayed-wife-humiliating-girl-@cncolexo-married,,,piqu-woman-children-cheated-betrayed-wife-humiliating-girl-@cncolexo-married,278
128,birthday-milan-son-truce-celebrate-shakira-piqu-eldest-gerard-reunion,,,birthday-milan-son-truce-celebrate-shakira-piqu-eldest-gerard-reunion,273
129,juventus-shakira-song-tiktok-team-video-piqu-post-#juventusmonza-soccer,,,juventus-shakira-song-tiktok-team-video-piqu-post-#juventusmonza-soccer,264
130,spike-peak-today-sdds-start-kkkkkkkk-arg-exact-day-kkkkkkkkk,,,spike-peak-today-sdds-start-kkkkkkkk-arg-exact-day-kkkkkkkkk,262
131,gelato-reservation-gelapique-bag-lucky-piqu-year-buy-popular-sale,,,gelato-reservation-gelapique-bag-lucky-piqu-year-buy-popular-sale,259
132,piqu-ugly-handsome-beard-cute-ugliest-man-eyes-beautiful-guys,,,piqu-ugly-handsome-beard-cute-ugliest-man-eyes-beautiful-guys,258
133,shakira-love-fans-song-life-favorite-year-stan-god-dance,,,shakira-love-fans-song-life-favorite-year-stan-god-dance,255
134,shakira-grow-wanted-dream-money-monetize-song-barbosa-hope-misfortune,,,shakira-grow-wanted-dream-money-monetize-song-barbosa-hope-misfortune,254
135,piqu-hate-haters-gerard-disgusting-jake-fucking-people-stand-wey,,,piqu-hate-haters-gerard-disgusting-jake-fucking-people-stand-wey,253
136,sorority-@educaride-shakira-relation-memories-clara-cha-riaa-@behzad_hudson-dogma,,,sorority-@educaride-shakira-relation-memories-clara-cha-riaa-@behzad_hudson-dogma,252
137,spotify-stream-bzrp-session-global-music-shakira-fastest-chart-song,,,spotify-stream-bzrp-session-global-music-shakira-fastest-chart-song,249
138,ferrari-twingo-piqu-car-renault-traded-change-gerard-exchange-swapped,,,ferrari-twingo-piqu-car-renault-traded-change-gerard-exchange-swapped,248
139,pike-shakira-fault-criticize-understood-chew-music-pik-swallow-song,,,pike-shakira-fault-criticize-understood-chew-music-pik-swallow-song,244
140,shakira-hot-beautiful-hotter-woman-pretty-beautifu-women-sexy-hottest,,,shakira-hot-beautiful-hotter-woman-pretty-beautifu-women-sexy-hottest,241
141,bowl-shakira-jlo-halftime-super-rihanna-collab-superbowl-beyonc-performance,,,bowl-shakira-jlo-halftime-super-rihanna-collab-superbowl-beyonc-performance,241
142,romance-piqu-wanted-veigh-cabelinho-relationship-dib-bella-live-experience,,,romance-piqu-wanted-veigh-cabelinho-relationship-dib-bella-live-experience,240
143,theme-piqu-shakira-boring-sick-tired-song-sakira-sucks-heavy,,,theme-piqu-shakira-boring-sick-tired-song-sakira-sucks-heavy,240
144,shakira-billboard-debut-hot-#1-year-career-chart-song-spanish,,,shakira-billboard-debut-hot-#1-year-career-chart-song-spanish,240
145,shakira-famous-career-artist-year-global-latin-born-music-relevant,,,shakira-famous-career-artist-year-global-latin-born-music-relevant,239
146,women-toll-shakira-@shakira-fracture-#shakira-song-jm-crying-@sippinmycorona,,,women-toll-shakira-@shakira-fracture-#shakira-song-jm-crying-@sippinmycorona,237
147,expensive-sucker-player-post-photo-pain-ass-stingy-picture-pickle,,,expensive-sucker-player-post-photo-pain-ass-stingy-picture-pickle,231
148,lawyer-cha-gerard-unfaithful-clara-piqu-scandal-player-young-mart,,,lawyer-cha-gerard-unfaithful-clara-piqu-scandal-player-young-mart,231
149,wall-build-law-house-shakira-parents-built-separation-piqu-mother,,,wall-build-law-house-shakira-parents-built-separation-piqu-mother,228
150,monetize-shakira-money-tusa-pain-profit-misfortune-trauma-@shakira-earn,,,monetize-shakira-money-tusa-pain-profit-misfortune-trauma-@shakira-earn,227
151,piqu-shaki-shak-thing-sha-hurt-love-hate-relationship-idiot,,,piqu-shaki-shak-thing-sha-hurt-love-hate-relationship-idiot,224
152,nou-camp-league-final-kings-piqu-laporte-joan-march-lporta,,,nou-camp-league-final-kings-piqu-laporte-joan-march-lporta,222
153,sanz-alejandro-shakira-ale-chemistry-torture-married-sexual-love-@alejandrosanz,,,sanz-alejandro-shakira-ale-chemistry-torture-married-sexual-love-@alejandrosanz,219
154,shakira-piqu-clara-utm-@viralizandoando-messi-babo-jjsjsjsjsjsj-chia-gerard,,,shakira-piqu-clara-utm-@viralizandoando-messi-babo-jjsjsjsjsjsj-chia-gerard,219
155,memphis-piqu-bara-sign-departure-salary-league-parejo-barcelona-gavi,,,memphis-piqu-bara-sign-departure-salary-league-parejo-barcelona-gavi,218
156,shakira-prettier-beautiful-pretty-kinda-looked-seorita-contest-alike-mascaly,,,shakira-prettier-beautiful-pretty-kinda-looked-seorita-contest-alike-mascaly,217
157,anthology-shakira-wrote-song-love-write-dedicated-fly-year-feel,,,anthology-shakira-wrote-song-love-write-dedicated-fly-year-feel,217
158,@elcanarionaso_-responds-cheated-children-house-year-shakira-piqu-@nono_crvr-mat,,,@elcanarionaso_-responds-cheated-children-house-year-shakira-piqu-@nono_crvr-mat,215
159,diss-track-shakira-drop-song-trac-disstrack-hard-release-@youtube,,,diss-track-shakira-drop-song-trac-disstrack-hard-release-@youtube,207
160,children-piqu-mother-mom-photo-uploaded-worry-house-lover-brought,,,children-piqu-mother-mom-photo-uploaded-worry-house-lover-brought,207
161,mood-today-wanted-woke-kkkkkkkkk-ctz-morning-anxious-routine-wake,,,mood-today-wanted-woke-kkkkkkkkk-ctz-morning-anxious-routine-wake,205
162,shakira-mother-mom-figure-mommy-son-song-chayanne-father-love,,,shakira-mother-mom-figure-mommy-son-song-chayanne-father-love,203
163,eggs-shakira-likes-clara-white-yolk-eat-breakfast-sucks-song,,,eggs-shakira-likes-clara-white-yolk-eat-breakfast-sucks-song,202
164,#nowplaying-shakira-poplatinomod-play-owplaying-listen-#anghami-feat-hips-guetta,,,#nowplaying-shakira-poplatinomod-play-owplaying-listen-#anghami-feat-hips-guetta,200
