Topic,Words,Frequency,Timestamp
5,"nepoding, co, https, re, diy253exql",14,2023-04-18
6,"magnus, siblanirayan, is, carlsen, that",21,2023-04-18
7,"nepo, ding, the, nepoding, and",18,2023-04-18
9,"worldchesschampionship, clock, big, nepoding, co",32,2023-04-18
12,"liren, ding, nepomniachtchi, ian, co",34,2023-04-18
13,"white, black, by, play, queen",9,2023-04-18
14,"fide, championship, match, world, the",10,2023-04-18
15,"nepo, bc4, games, nepoding, worldchesschampionship",9,2023-04-18
16,"sant, maharaj, rampal, nhrimxuse3, ji",6,2023-04-18
17,"ding, chess, it, game, worldchesschampionship",17,2023-04-18
18,"chess, nepoding, is, how, me",12,2023-04-18
19,"nepoding, match, game, co, https",16,2023-04-18
20,"wc, vodjpvik1x, renounce, merely, inaugural",6,2023-04-18
21,"blocked, wvwolofbz6, jesse_feb, ask, questions",22,2023-04-18
22,"gorgitancevski, caicogalarza, irrelevant, complaining, close",1,2023-04-18
23,"nepo, overemotional, relevent, russiaa, bf4",6,2023-04-18
25,"ian, cylhb7xf8k, admirably, fizzled, 8lgz5hohsl",2,2023-04-18
26,"champions, 4k, incentivize, world, players",3,2023-04-18
28,"championship, chess, world, battle, vladimirkramnik",9,2023-04-18
29,"ding, seen, nepoding, hindsight, krikor",5,2023-04-18
30,"make, move, c24live, boy, fl0is8kkib",6,2023-04-18
31,"women, you, re, chrissy_cage, help",6,2023-04-18
32,"ding, fide_chess, gothamchess, gutted, illogical",5,2023-04-18
-1,"https, co, the, chess, of",52,2023-04-19
0,"fide_chess, cagnus_marlsen, gmjacobaagaard, emilsutovsky, she",11,2023-04-19
1,"war, exist, hunger, rummcajs, hoxiecotton",2,2023-04-19
3,"9zpytbcpbu, reduce, overlooking, liren, playing",2,2023-04-19
4,"islands, ecuonline, europeechecs, susanpolgar, malade",2,2023-04-19
5,"𝙥𝙧𝙚𝙨𝙨𝙪𝙧𝙚, vu2lnwhaj1, 4qrd6rgtmv, expensive, 9dhbo8mhtx",4,2023-04-19
6,"magnus, the, sitting, carlsen, is",8,2023-04-19
7,"nepo, forgive, x3t2doxk6j, oei2paa1va, amidst",3,2023-04-19
9,"funa, worldchesschampionship, friends, chatkontrolle, number_9th",2,2023-04-19
10,"racist, magnuscarlsen, jewish, hansmokeniemann, sergeykaryakin",8,2023-04-19
11,"2022, quit, wfrcc, wildcard, 2019",1,2023-04-19
12,"reed, oak, nepomniachtchi, ian, liren",2,2023-04-19
13,"white, play, tricky, mate, by",4,2023-04-19
15,"8ywoexqlne, results, lead, far, nepo",1,2023-04-19
16,"tech_mahindra, league, efwjs3vuss, hupsdddjf8, mahindrarise",3,2023-04-19
17,"gameplay, a6cwj9sx0g, lljkjb3ttn, ding, vlad",3,2023-04-19
18,"iddpni3yms, brwuagoqtr, rr9jt3e021, relaxing, sudden",3,2023-04-19
19,"9fhyx9smjh, sums, champs, prefer, except",1,2023-04-19
20,"wc, solving, vodjpvik1x, renounce, merely",2,2023-04-19
28,"90olcoznn0, ckchessboardchallenge, attempts, happening, time",2,2023-04-19
29,"ztbrsrhns3, scheming, diabolical, iltwvfqxyg, collapse",2,2023-04-19
-1,"the, nepoding, co, https, ding",264,2023-04-20
0,"vishy64theking, fide_chess, it, you, gmhikaru",64,2023-04-20
1,"elpaisinenglish, nepotism, politically, label, experience",2,2023-04-20
2,"pyshcological, bokka, babu, ra, kc7wzij8s5",1,2023-04-20
3,"liren, ding, world, leaked, chess",9,2023-04-20
4,"ecuonline, europeechecs, susanpolgar, lichess, onthequeenside",15,2023-04-20
5,"nepoding, co, https, what, this",24,2023-04-20
6,"magnus, carlsen, chess, world, to",17,2023-04-20
7,"nepo, ding, the, nepoding, to",16,2023-04-20
8,"wkhrhxkf5c, presenta, dingport, miguelsantosru1, se",1,2023-04-20
9,"worldchesschampionship, making, nepoding, the, for",11,2023-04-20
10,"crusade, lil, personal, bro, nicbentulan",1,2023-04-20
12,"liren, ding, ian, nepomniachtchi, co",25,2023-04-20
13,"white, play, nepoding, black, to",20,2023-04-20
14,"championship, draw, game, world, today",9,2023-04-20
15,"nepo, nepoding, fywv3jjizt, ops, sämisch",6,2023-04-20
16,"jagdishmitra, globalchessleague, thebigmove, aicfchess, c_p_gurnani",9,2023-04-20
17,"ding, chess, game, nepoding, is",26,2023-04-20
18,"chess, manjhptmoz, maniac, q3sjfdoykp, egrcn5cokt",5,2023-04-20
19,"game, nepoding, match, co, https",12,2023-04-20
23,"nepo, vishy64theking, g6, fide_chess, becomes",8,2023-04-20
25,"ian, prepared, believe, determines, fnyjtfxoyp",6,2023-04-20
26,"blunderest, vishy64theking, world, championships, championship",3,2023-04-20
28,"dramatic, chess, witnessing, world, most",6,2023-04-20
29,"ding, nepoding, co, https, of",8,2023-04-20
30,"nepomniachtchi, c24live, computer, ian, ak6la2f2oa",7,2023-04-20
31,"racism, 4vnvpsigey, appalled, sexism, chat",1,2023-04-20
32,"ding, fide_chess, vishy64theking, gmhikaru, dingbat",7,2023-04-20
-1,"the, co, https, nepoding, game",161,2023-04-21
0,"fide_chess, vishy64theking, roguerook81, chess24com, asked",28,2023-04-21
1,"tests, broadcasting, doping, appropriate, sponsorship",1,2023-04-21
2,"phisal, bznsxhitku, aree, d0n4nqxeg5, drunk",2,2023-04-21
3,"china, liren, lose, sands, ctf",3,2023-04-21
4,"ecuonline, susanpolgar, europeechecs, onthequeenside, lichess",3,2023-04-21
5,"nepoding, co, https, they, 6oiumbeu5p",16,2023-04-21
6,"magnus, caruana, that, carlsen, yesterday",6,2023-04-21
7,"nepo, ding, nepoding, the, is",16,2023-04-21
9,"worldchesschampionship, berlin, g7xuo8sg3r, moxwph9gdf, rely",5,2023-04-21
10,"sergeykaryakin, hansmokeniemann, qqqjraedo6, mtoat, magnuscarlsen",5,2023-04-21
12,"liren, nepomniachtchi, ding, ian, game",9,2023-04-21
13,"white, black, play, nepoding, to",15,2023-04-21
14,"draw, game, ninth, championship, the",9,2023-04-21
15,"nepo, shirt, nepoding, the, superstitious",6,2023-04-21
16,"56kocv2id4, supremacy, thebigmove, c_p_gurnani, globalchessleague",1,2023-04-21
17,"campeonatomundialajedrez, qcuztfsmu6, lbjnrhvhwf, he, upset",2,2023-04-21
18,"chess, nepoding, queens, co, https",11,2023-04-21
19,"nepoding, game, co, https, long",8,2023-04-21
23,"nepo, fide_chess, vishy64theking, agadmator, zarathustra314",7,2023-04-21
25,"ian, likely, are, this, horizon",4,2023-04-21
28,"l0lbhdtjqv, cosg93ovpu, columns, insightful, colour",1,2023-04-21
29,"image, ding, nepoding, co, https",6,2023-04-21
30,"nepomniachtchi, c24live, says, now, computer",5,2023-04-21
32,"vishy64theking, ding, mortal, foolish, fide_chess",5,2023-04-21
-1,"list, accusers, wccs, ful, wfrccs",64,2023-04-22
0,"fide_chess, phchess, filizlerfuat, teenitr, 100",12,2023-04-22
1,"phchess, war, fide_chess, you, should",17,2023-04-22
3,"those, abou, fklpbwgzyo, qtxrcayopp, trash",2,2023-04-22
4,"ecuonline, chessdom, europeechecs, susanpolgar, lichess",12,2023-04-22
6,"dissemination, el_divis, has, done, matches",1,2023-04-22
7,"fascinating, move, nepo, unorthodox, vxvudcs1tj",2,2023-04-22
8,"tick, no, chessicc, chesswebsites, ficschess",1,2023-04-22
9,"worldchesschampionship, subtle, wubfh1orsg, engaged, zcaby3pnvs",3,2023-04-22
10,"racists, m8i9sjdval, whichever, chessfeelspod, misogynists",2,2023-04-22
12,"7iqxv8p2js, playchessonline, chessbox, nepomniachtchi, simple",1,2023-04-22
13,"white, play, 6mbd5elicr, by, black",7,2023-04-22
14,"timur, blindfold, simultaneous, ends, draw",5,2023-04-22
15,"nepo, year, matches, hope, lagging",2,2023-04-22
16,"arjunerigaisi, jagbanionline, punjabkesari, nikchess, jagdishmitra",4,2023-04-22
17,"cloud, teimour, m3lvzjzbkk, xefrjlidif, surenaghabek",2,2023-04-22
18,"bits, powerplaychess, readers, enjoyed, caught",1,2023-04-22
23,"arrested, richest, ufzkook1jq, potanin, sponsoring",2,2023-04-22
28,"chess, championship, world, hgwrkjxsde, rumboajedrez",3,2023-04-22
31,"issue, isn, women, rid, geta",2,2023-04-22
-1,"the, co, https, nepoding, of",110,2023-04-23
0,"fide_chess, own, vishy64theking, he, you",21,2023-04-23
1,"phchess, south, c_kennaugh, varunsingla20, that",7,2023-04-23
2,"veog6w8c9w, rapping, likes, rap, gm",1,2023-04-23
3,"china, douyin, liren, chess, world",8,2023-04-23
4,"susanpolgar, ecuonline, chessdom, europeechecs, lichess",8,2023-04-23
5,"nepoding, co, https, word, kind",10,2023-04-23
6,"hagdestein, ilopjh1kb5, sworn, stat, hundred",2,2023-04-23
7,"nepo, ding, on, game, board",7,2023-04-23
8,"rjr8m69xat, likecrazy, seventeen, blackpink, coachella2023",1,2023-04-23
9,"worldchesschampionship, tablet, uwpglu6oax, mehu9p2bg6, overlooked",3,2023-04-23
10,"secrxt32, bobby, gmwesleyso123, kasparov63, magnuscarlsen",3,2023-04-23
12,"liren, nepomniachtchi, ding, ian, co",10,2023-04-23
13,"white, rc5, mate, 23, black",6,2023-04-23
14,"draw, game, ends, championship, tenth",11,2023-04-23
15,"endures, nepo, szmospvvqq, jmpp55d9jq, lh2lbmgiqp",3,2023-04-23
16,"kaise, karade, 0c7ek1pdjb, diya, apni",2,2023-04-23
17,"extragum, ding, advertising, gotourdingback, inspires",3,2023-04-23
18,"chess, nepoding, learned, room, small",8,2023-04-23
19,"nepoding, quicker, game, co, https",8,2023-04-23
20,"wc, vodjpvik1x, renounce, merely, inaugural",12,2023-04-23
23,"nepo, money, teenitr, he, shouldn",6,2023-04-23
25,"ian, still, less, ulimate, wha",4,2023-04-23
26,"roger, federer, head, slams, steffi",1,2023-04-23
28,"b25rfd2pe1, uiwavi4vho, covering, 10, right",1,2023-04-23
29,"iz1vteapre, voted, guessed, correctly, option",1,2023-04-23
30,"c24live, nepomniachtchi, ryjzgejnba, ian, move",5,2023-04-23
31,"transgender, eexvcnbgfr, jakeshieldsajj, mma, specified",1,2023-04-23
32,"ding, country, choking, freezing, lowrise_1",4,2023-04-23
-1,"11, the, game, nepoding, co",111,2023-04-24
0,"fide_chess, jiggs_life, phchess, step, lol",14,2023-04-24
1,"russian, phchess, guerraenucrania, border, stink",3,2023-04-24
3,"grandmaster, czanb9ggek, epitome, conclude, faith",1,2023-04-24
4,"ecuonline, europeechecs, lichess, susanpolgar, chessdom",8,2023-04-24
5,"nepoding, co, https, vwdjtczxzn, pnywedi2z9",8,2023-04-24
6,"cheating, magnus, will, those, divided",3,2023-04-24
7,"nepo, ding, the, to, nepoding",7,2023-04-24
8,"trendingtiktok, alexandrabotez, fyp, foryou, checkmate",2,2023-04-24
9,"worldchesschampionship, 09lck5ytjm, rkfzwrioqn, sarcasm, dinnnnnnnnnnnnnnnnnnggggggg",6,2023-04-24
10,"sergeykaryakin, ksigm2npmt, godblessthephilippines, godblessrussia, godblessjews",1,2023-04-24
11,"grandmaster, vqcwzahz2j, epitome, wildcard, 2019",1,2023-04-24
12,"liren, nepomniachtchi, 11, ding, ian",10,2023-04-24
13,"white, black, play, to, result",9,2023-04-24
14,"draw, game, ends, result, up02c4bmbe",4,2023-04-24
15,"satisfied, nepo, hoover, ylm8atholz, 96vebbzwhk",2,2023-04-24
16,"fruitful, cooperation, aug, u2000, 5huk2wuroy",2,2023-04-24
17,"ding, act, situation, worldchesschampionship, seems",4,2023-04-24
18,"chess, em, nepoding, join, funonsocialmedia",5,2023-04-24
19,"jist, remark, ensure, card, romania",6,2023-04-24
23,"nepo, satiricaleddy, french, sicilian, sponsors",8,2023-04-24
28,"h3il06zbs8, prediction, below, ruy, comment",1,2023-04-24
30,"c24live, nepomniachtchi, varies, ipyckpeypl, 15",4,2023-04-24
31,"fatherofdrug, wgm, separate, wim, pride",1,2023-04-24
32,"bait, okamisansempai, inevitable, myanno2070, sicilian",2,2023-04-24
-1,"eskalia, the, chesscom, https, co",38,2023-04-25
0,"bro, fide_chess, ingestibile79, wrote, they",8,2023-04-25
1,"block, ingestibile79, political, did, rhythmic",4,2023-04-25
4,"ecuonline, susanpolgar, europeechecs, lichess, womchess",5,2023-04-25
6,"magnus, umpteenth, saldi_di, title, mickbrug",2,2023-04-25
7,"nepo, more, seems, communication, gesticulating",2,2023-04-25
9,"felt, previous, else, anyone, days",1,2023-04-25
10,"mtnng, recharge, endgame, magnuscarlsen, gmwesleyso123",2,2023-04-25
13,"white, play, by, dorogov, labourdonnais",4,2023-04-25
14,"match, the, day, championship, world",6,2023-04-25
15,"nepo, noctieai, potapov, pkadhdzp9j, ahdko0lwil",3,2023-04-25
16,"jagdishmitra, tech_mahindra, c_p_gurnani, _paragshah, 𝐨𝐩𝐞𝐧",3,2023-04-25
17,"rapport, ding, meets, chess, after",11,2023-04-25
18,"chess, psychological, of, lots, nepoding",4,2023-04-25
19,"55cdsxuvtm, moments, best, from, game",1,2023-04-25
23,"burnt_leaves, levels, exact, lower, sicilian",1,2023-04-25
-1,"the, nepoding, co, https, game",268,2023-04-26
0,"fide_chess, vishy64theking, siblanirayan, dimash_official, you",39,2023-04-26
1,"journalists, are, phchess, you, discussion",7,2023-04-26
2,"accident, kejriwalkamahal, roadaccident, yumnazaidi, d1kz9iat6j",2,2023-04-26
3,"liren, ding, the, china, worldchesschampionship",16,2023-04-26
4,"arbitervivek, _mukulmadhav, chessgmkunte, chesscom_in, aicfchess",3,2023-04-26
5,"nepoding, co, https, this, no",32,2023-04-26
6,"magnus, carlsen, is, world, chess",18,2023-04-26
7,"nepo, ding, nepoding, is, the",28,2023-04-26
8,"ph49wvp2fx, rejected, propose, proposed, loose",2,2023-04-26
9,"worldchesschampionship, nepoding, co, https, edition",35,2023-04-26
10,"magnuscarlsen, gmhikaru, talentless, racist, gmwesleyso123",4,2023-04-26
12,"liren, nepomniachtchi, ding, ian, co",25,2023-04-26
13,"white, play, black, nepoding, by",17,2023-04-26
14,"pyn2wpdlhv, gng, loosing, go, wire",2,2023-04-26
15,"nepo, nepoding, co, https, to",30,2023-04-26
16,"globalchessleague, tech_mahindra, global, chess, techmahindra",10,2023-04-26
17,"ding, chess, worldchesschampionship, nepoding, game",12,2023-04-26
18,"chess, nepoding, it, co, https",20,2023-04-26
19,"nepoding, game, match, co, https",17,2023-04-26
20,"wc, fischer_random, vodjpvik1x, renounce, merely",5,2023-04-26
21,"wvwolofbz6, blocked, jesse_feb, ask, questions",4,2023-04-26
23,"nepo, skin, hzfwooo6de, deportivo, fljduaqw99",5,2023-04-26
25,"ian, was, he, worldchesschampionship, nepoding",18,2023-04-26
26,"accuracy, bejing33, kondriwe, unworthy, rename",6,2023-04-26
28,"world, chess, macedonia, championship, the",11,2023-04-26
29,"ding, nepoding, co, https, got",10,2023-04-26
30,"9ujt5ktowh, nepomniachtchi, c24live, f5, move",10,2023-04-26
32,"ding, levon, olimpiuurcan, fide_chess, chessbase",5,2023-04-26
-1,"the, co, https, nepoding, of",165,2023-04-27
0,"fide_chess, phchess, vishy64theking, you, willnovus",25,2023-04-27
1,"phchess, knut_pedersen, russian, bias, dont",7,2023-04-27
2,"9f7caboulp, vollidiot, grueneunter5prozent, unfall, jcxewmfzlc",1,2023-04-27
3,"exchange, sacrifice, doyen, hxmlm7awle, cpzavaccsh",3,2023-04-27
4,"ecuonline, womchess, piacramling, annacramling, susanpolgar",5,2023-04-27
5,"nepoding, co, https, 8qyhyhyzjc, cvtkyghsqh",10,2023-04-27
6,"magnus, champion, chess, play, will",13,2023-04-27
7,"nepo, ding, to, the, nepoding",19,2023-04-27
8,"plase, gotham, chessgrandprix, reels, foryou",5,2023-04-27
9,"worldchesschampionship, retrograde, mercury, nepoding, co",11,2023-04-27
10,"magnuscarlsen, amp, classical, gmwesleyso123, chess960",17,2023-04-27
12,"liren, ding, nepomniachtchi, ian, game",15,2023-04-27
13,"white, black, play, nepoding, to",15,2023-04-27
14,"draw, the, game, will, championship",21,2023-04-27
15,"nepo, nepoding, yesterday, game, this",15,2023-04-27
16,"tech_mahindra, globalchessleague, gcl, jagdishmitra, c_p_gurnani",4,2023-04-27
17,"ding, opening, endgame, plays, qg",4,2023-04-27
18,"chess, nepoding, is, chesspunks, co",6,2023-04-27
19,"13, game, movie, nepoding, match",15,2023-04-27
20,"wc, hhjoyi65xm, saynoto2900, chess9lx, chessdrama",6,2023-04-27
21,"veselin, vladimir, list, model, role",8,2023-04-27
22,"defend, classical, rapid, sergeykaryakin, magnuscarlsen",1,2023-04-27
23,"nepo, state, kansas, ggewsq9qd3, overpowering",5,2023-04-27
25,"ian, feel, ahead, was, he",6,2023-04-27
26,"he, karjakin, sfbayarea_chess, heroes, flagged",3,2023-04-27
28,"graciasmagnus, championship, fascinating, chess, away",2,2023-04-27
29,"fixed, ding, nepoding, laporte, rpptaziakg",4,2023-04-27
30,"cmw8djllbw, c24live, nepomniachtchi, 36, co",5,2023-04-27
31,"atoned, sin, graphical, paved, vwwsejni8y",1,2023-04-27
32,"fading, chesscom_pt, fffzdhbfde, brain, ding",2,2023-04-27
-1,"the, to, of, and, https",71,2023-04-28
0,"fide_chess, phchess, you, tass, vishy64theking",19,2023-04-28
1,"phchess, russian, you, fide_chess, okayishchess",23,2023-04-28
4,"annacramling, piacramling, ecuonline, womchess, susanpolgar",16,2023-04-28
5,"doing, mlsjvmzm3d, eqegj2pxjk, tomorrow, bye",2,2023-04-28
6,"magnus, qualifying, carlsen, world, become",4,2023-04-28
7,"nepo, extreme_intuitive_play, xy_extreme_calculator, verge, vs",3,2023-04-28
8,"ntinda, dovechessacademy, kampalakids, christinenamaganda, f0wwred9kt",1,2023-04-28
9,"pfegdldyro, predictions, worldchesschampionship, popular, 1st",2,2023-04-28
10,"magnuscarlsen, vlcmusicplayer, hansmokeniemann, sergeykaryakin, gmnaroditsky",35,2023-04-28
11,"wildcard, 2019, wfrcc, as, runner",55,2023-04-28
12,"p8ugcg5rql, i57eg010pq, simplify, riskier, hangs",1,2023-04-28
13,"white, play, mate, by, dalhl3v0st",4,2023-04-28
14,"cime, today, directivas, tipping, empresarias",2,2023-04-28
15,"though, pjm5yblebp, losers, even, truth",1,2023-04-28
16,"tech_mahindra, jagdishmitra, c_p_gurnani, _paragshah, vishy64theking",6,2023-04-28
17,"meets, rapport, fidechhess, lvuhnpi4gh, sztozbsnkj",3,2023-04-28
18,"purpose, multi, chess, she, attack",4,2023-04-28
19,"14, game, 13, outta, hjpemoqllg",3,2023-04-28
20,"wc, nebukuro4, vodjpvik1x, renounce, merely",1,2023-04-28
22,"defend, classical, rapid, gmwesleyso123, magnuscarlsen",2,2023-04-28
23,"russian, nepo, argue, okayishchess, statement",4,2023-04-28
24,"wc, must, renounce, merely, inaugural",6,2023-04-28
25,"ian, that, probably, poorly, reminded",2,2023-04-28
26,"peterdoggers, about, him, and, be",4,2023-04-28
28,"chess, world, championship, happens, the",4,2023-04-28
31,"ch_beaucaire, women, upcoming, titles, men",1,2023-04-28
32,"nag, jonathann_kp, ians, clears, morenita2000_",3,2023-04-28
-1,"the, nepoding, co, https, of",317,2023-04-29
0,"fide_chess, you, chessvondoom, it, is",20,2023-04-29
1,"phchess, is, and, to, its",4,2023-04-29
2,"champions, courses, those, latenightlycett, bitget",7,2023-04-29
3,"champion, liren, has, world, chinese",7,2023-04-29
4,"ayelenchess, sunwaychessopen, ecuonline, susanpolgar, el_divis",4,2023-04-29
5,"nepoding, co, https, kill, heart",42,2023-04-29
6,"magnus, carlsen, world, the, champion",24,2023-04-29
7,"nepo, ding, the, nepoding, with",42,2023-04-29
8,"foryou, trending, checkmate, viral, spoken",4,2023-04-29
9,"worldchesschampionship, nepoding, co, https, clock",18,2023-04-29
10,"gmwesleyso123, gmhikaru, lexfridman, magnuscarlsen, chess960",2,2023-04-29
11,"wildcard, 2019, wfrcc, as, runner",3,2023-04-29
12,"liren, ding, move, nepomniachtchi, gm",15,2023-04-29
13,"white, play, mate, nepoding, by",11,2023-04-29
14,"will, the, game, world, tomorrow",58,2023-04-29
15,"nepo, nepoding, game, co, pawn",24,2023-04-29
16,"bcci, business, jagdishmitra, tech_mahindra, coverage",4,2023-04-29
17,"ding, worldchesschampionship, nepoding, chess, is",13,2023-04-29
18,"chess, nepoding, you, chesspunks, co",13,2023-04-29
19,"nepoding, match, co, https, game",14,2023-04-29
21,"veselin, list, vladimir, model, role",1,2023-04-29
22,"speed, classical, decided, rapid, ditch",1,2023-04-29
23,"umjywoguee, andresf1984, going, opportunity, imagine",1,2023-04-29
24,"wc, must, renounce, merely, inaugural",1,2023-04-29
25,"ian, fabi, reaction, is, nepoding",9,2023-04-29
26,"champion, challenger, classic, title, winner",4,2023-04-29
28,"games, 2eppmgb1xd, 10k, databases, ltbxq4qr5n",2,2023-04-29
29,"ding, bullet, nepoding, edge, qi1kkujtod",8,2023-04-29
30,"computer, b6, c24live, move, co",9,2023-04-29
32,"whoever, extremely, kytmagic, likeable, ding",2,2023-04-29
-1,"the, nepoding, co, https, to",412,2023-04-30
0,"fide_chess, aminehsissi, jmalquezar, you, cpcnelson73",72,2023-04-30
1,"russian, representatives, ukrainewillwin, reuters, stopputinnow",10,2023-04-30
2,"glazersout, ชาอ, นอ, cskvspbks, กเถอะม",327,2023-04-30
3,"champion, world, liren, ding, chess",147,2023-04-30
4,"chesscom, data, ecuonline, entry, susanpolgar",4,2023-04-30
5,"nepoding, co, https, this, you",46,2023-04-30
6,"magnus, carlsen, champion, world, he",43,2023-04-30
7,"nepo, ding, the, was, to",17,2023-04-30
8,"domain, gotham, reels, foryou, tiktok",3,2023-04-30
9,"worldchesschampionship, ding, congratulations, nepoding, co",24,2023-04-30
10,"magnuscarlsen, gmwesleyso123, racist, cheater, patzer",10,2023-04-30
11,"wildcard, 2019, wfrcc, as, runner",13,2023-04-30
12,"rxrim8nz74, iii, playchessonline, chessbox, queensgambit",1,2023-04-30
13,"fs, over, white, result, play",3,2023-04-30
14,"tiebreak, tie, world, the, nepoding",10,2023-04-30
15,"nepo, nepoding, for, co, https",20,2023-04-30
16,"iit, jade, act, hate, bcw",10,2023-04-30
17,"ding, chess, machine, nepoding, worldchesschampionship",8,2023-04-30
18,"chess, nepoding, the, co, https",9,2023-04-30
19,"nepoding, match, co, https, league",8,2023-04-30
20,"wc, vodjpvik1x, renounce, merely, inaugural",4,2023-04-30
21,"veselin, vladimir, list, model, role",3,2023-04-30
22,"classical, rapid, 3x, defend, anyway",3,2023-04-30
23,"nepo, shubham11752263, he, was, luck",6,2023-04-30
24,"wc, must, renounce, merely, inaugural",13,2023-04-30
25,"ian, for, he, his, ding",18,2023-04-30
26,"he, the, fide_chess, champion, shubham11752263",13,2023-04-30
28,"championship, chess, world, izolvdtsdb, hwatej4anp",5,2023-04-30
29,"ding, d2glfsfsyr, ioaeccuxdz, m9dce7ddvg, exits",6,2023-04-30
31,"men, women, wsj, male, judit",6,2023-04-30
32,"ding, give, everyone, loren, goofysommelier",4,2023-04-30
-1,"the, of, https, co, chess",128,2023-05-01
0,"fide_chess, you, it, phchess, mciacchi",58,2023-05-01
1,"danareiznieceoz, phchess, davidllada, thar_04, emilsutovsky",22,2023-05-01
2,"azerbaijangp, glazersout, disclose_the_truth, nifty, prathna",16,2023-05-01
3,"champion, world, liren, ding, chess",66,2023-05-01
4,"susanpolgar, ecuonline, dwgflorida, jaltucher, chesscom",5,2023-05-01
5,"hell, nepoding, what, co, https",6,2023-05-01
6,"magnus, carlsen, is, chess, world",19,2023-05-01
7,"nepo, has, ding, he, the",4,2023-05-01
8,"checkmate, gotham, reels, foryou, tiktok",2,2023-05-01
9,"worldchesschampionship, congratulations, sljsjskjoi, lwhhmc8aip, fglpyg3cva",8,2023-05-01
