id,source,content,lang,retweet_count,reply_count,like_count,quote_count,impression_count,date
1376952,twitter,@davidllada @FIDE_chess @timur_gareyev Je comprend pourquoi giri fait autant de km aux tournois,fr,0.0,0.0,0.0,0.0,202.0,2023-04-23
1358066,twitter,@shithappens0409 @FIDE_chess He's talking about the match as a whole not this game specifically,en,0.0,0.0,0.0,0.0,1.0,2023-04-22
1358217,twitter,@Djcool2064 @SusanPolgar @FIDE_chess @ECUonline @EuropeEchecs @chessdom @lichess @chesscom @OnTheQueenside So… you are a sexist with a severe lack of knowledge for chess history and culture?,en,0.0,0.0,0.0,0.0,4.0,2023-04-22
1358260,twitter,"I miss @DanielRensch's commentary.

#NepoDing #WorldChessChampionship #Chess",en,0.0,0.0,0.0,0.0,28.0,2023-04-22
1358304,twitter,@ahumanbeingyep @EmilSutovsky @GothamChess @FIDE_chess Some random dude baiting two people high up in the chess world will never not be funny to me.,en,0.0,0.0,0.0,0.0,2.0,2023-04-22
1358328,twitter,"One more interesting position from #NepoDing round 9. I’m one of those weirdos who love endgames. While there’s nothing wrong with 55 …Ke7, black has a move that “discombobulates” white’s position. #chesspunks

https://t.co/6MBd5eLicR https://t.co/ykc5fMoi2c",en,0.0,0.0,0.0,0.0,111.0,2023-04-22
1358332,twitter,"5 more games to go. Ding has 3 whites. Do you think he'll be able to equalise the score in tomorrow's match so that we'd have hit ground base for the final 4 games in Astana? #NepoDing 
https://t.co/K31e7fdYbG",en,0.0,2.0,0.0,0.0,84.0,2023-04-22
1358345,twitter,"A tough choice from today’s round 9 slugfest in the Berlin defense. Take the rook or take the bishop? White to move. #NepoDing #chesspunks 

https://t.co/6MBd5eLicR https://t.co/VkrJ4EF6ZN",en,0.0,0.0,0.0,0.0,120.0,2023-04-22
1358598,twitter,In #Astana to participate in Kazakhstan Chess Cup 2023! 🙂 and to see #NepoDing 🙃https://t.co/cjcglcg0vh https://t.co/Yg8AmTNagT,en,0.0,2.0,24.0,0.0,543.0,2023-04-22
1358639,twitter,"I agree. Game eight was a fascinating battle between Ding and Nepo. One move that caught my attention was Ding's unorthodox move 9.Ra2!?, It was a fascinating move that showcased his creativity and strategic understanding. It's great to see top players taking risks.
#NepoDing https://t.co/vXVudCS1tJ",en,0.0,0.0,0.0,0.0,55.0,2023-04-22
1358682,twitter,"Those who trash Ding Liren for missing winning moves are those who don't even have a title and can't comprehend the amount of pressure that comes with this tournament.

#Chess #NepoDing #WorldChessChampionship https://t.co/qTXrCAYOpp",en,0.0,0.0,0.0,0.0,49.0,2023-04-22
1359058,twitter,"I actually think Ding played really well in game 9, despite White getting an advantage. I often play like that in the Ruy Lopez as Black: after natural moves the computer might say +.40 but I don't feel any real danger or like I'm in trouble #NepoDing #FIDEWorldChampionship",en,0.0,0.0,0.0,0.0,59.0,2023-04-22
1359072,twitter,"How bad do you want it?

The highlight of Game 9 of #NepoDing was Nepo trying hard till the end to convert the drawish position into a win. It seemed like he wasn't leading but lagging the Match by 1 point. 

That's how we should play every game. Like everything depends on it.",en,0.0,2.0,1.0,0.0,129.0,2023-04-22
1359227,twitter,"शेटी जुल्दी रैपिड : अर्जुन खिताब जीतने की ओर
@ArjunErigaisi #SattyZhuldyzRapid @FIDE_chess 
#HindiReport ✍️ @nikchess @ChessbaseIndia 
All Photo 📸 Aditya Sur Roy https://t.co/tTvjzdlvM4 https://t.co/M4G86xmckx",hi,3.0,0.0,9.0,0.0,900.0,2023-04-22
1359273,twitter,"#bluetickgame #bluetickwankers #chesswebsites
@chesscom = tick
@chess24com = no tick
@worldchess = tick
@newinchess = no tick
@ChessClubLive = tick
@lichess = no tick
@FIDE_chess = no tick
@FideOnlineArena = no tick
@ChessICC = no tick
@FICSChess = no tick",en,0.0,0.0,0.0,0.0,9.0,2023-04-22
1359320,twitter,Game 9 of the World Championship ends in a draw. #NepoDing #Chess https://t.co/Ij2fa8Ijeq,en,0.0,0.0,1.0,0.0,65.0,2023-04-22
1359401,twitter,@SupremeZenkrom @FIDE_chess Draw I believe,en,0.0,0.0,0.0,0.0,36.0,2023-04-22
1359521,twitter,"Interesting Drama at the Wprld Chesd Championship
#Chess #NepoDing #WorldChessChampionship #chessgames 
Sagar sir leave our opinion , but what is your say on this topic ??
@ChessbaseIndia @sagarchess1 @FIDE_chess https://t.co/u2umOpI2eq",en,0.0,0.0,1.0,0.0,76.0,2023-04-22
1359737,twitter,"第九局はドロー。とはいっても、ルイロペスのベルリン、というワードから連想されるつまらないドローではなく、Nepoの圧力をDingが跳ね除け続ける展開のファイティングドローでした。この2人はどうやっても面白い試合しかできないようですね…マッチスコアは5-4。残り5試合です。

#NepoDing https://t.co/wTJ5ZHdYkg",ja,1.0,0.0,6.0,0.0,362.0,2023-04-21
1359831,twitter,Updated Match Victory Chances Over Time through Game 9 #NepoDing https://t.co/BMwg0aiBNB,en,0.0,0.0,3.0,0.0,122.0,2023-04-21
1359890,twitter,@FIDE_chess How will your organisation deal with the impending Nepo victory? #NepoDing https://t.co/a4oUM67v17,en,0.0,0.0,1.0,0.0,86.0,2023-04-21
1360142,twitter,@specsblissey @vishy64theking @FIDE_chess It is not the same. Nepo had a bad position he probably evaluated it as lost. So he was going for his chances instead of defending passively.,en,0.0,0.0,0.0,0.0,13.0,2023-04-21
1360293,twitter,Resumen perfecto del #WorldChessChampionship #NepoDing #DingNepo 👇 https://t.co/G7xuO8SG3R,es,0.0,0.0,0.0,0.0,169.0,2023-04-21
1360306,twitter,"As @MagnusCarlsen plays poker, the big bluff comes from @lachesisq as he somehow survives against @DingLiren in the @FIDE_chess #WorldChessChampionship.  Read John Henderson's column https://t.co/rg23Jn7dWO",en,0.0,0.0,0.0,0.0,85.0,2023-04-21
1317596,twitter,@PHChess @FIDE_chess One of the aspects of WC match was to test the longevity of the players. But now that seems to be missing.,en,0.0,0.0,0.0,0.0,1.0,2023-04-18
1317658,twitter,@Modricluka10de @FIDE_chess I think Sport and good food . Chess pieces are not bricks . Hard work make people often look older .,en,0.0,0.0,0.0,0.0,6.0,2023-04-18
1317719,twitter,"💬 ""En général, dans ces six parties, nous avons à peine joué des ouvertures avec de nombreux coups mémorisés. Nous avons quitté assez tôt les routes très analysées et cela réduit la probabilité de matchs nuls"" (Ding Liren)
👉https://t.co/gEifTwjoIU

📸 Anna Shtourman
#NepoDing https://t.co/wwlRTliLlr",fr,1.0,1.0,2.0,0.0,338.0,2023-04-18
1317750,twitter,This might be the first time since 1996 (Karpov-Kamsky) that we’ll see more than 4 decisive classical games at a World Chess Championship Match. #NepoDing making history.,en,0.0,1.0,5.0,0.0,390.0,2023-04-18
1317755,twitter,"𝗚𝗿𝗲𝗲𝗰𝗲 𝘀𝗲𝘁𝘀 𝗮 𝗰𝗼𝘂𝗻𝘁𝗿𝗶𝗲𝘀 𝗽𝗮𝗿𝘁𝗶𝗰𝗶𝗽𝗮𝘁𝗶𝗼𝗻 𝗿𝗲𝗰𝗼𝗿𝗱 𝗼𝗳 𝗙𝗜𝗗𝗘 𝗪𝗼𝗿𝗹𝗱 𝗦𝗰𝗵𝗼𝗼𝗹!

This year's @FIDE_chess  World School  Championships are hosted in #Rhodes, Greece with a record-breaking participation 530 players of 54 countries from… https://t.co/va2NASvWo9 https://t.co/v5z9quUn30",en,1.0,0.0,2.0,0.0,199.0,2023-04-18
1317803,twitter,"@PHChess @FIDE_chess @Jesse_Feb @leontxogarcia @photochess Yes, ask the Federations. But that is likely to yield little. These press conferences are open to any questions. So why haven’t the players been asked PHN’s questions? His tweets on this alone are news, given who he is. Let’s see. From a chess player; live, bullshit is detectable",en,0.0,0.0,0.0,0.0,18.0,2023-04-18
1317805,twitter,"@GothamChess Hey
@lachesisq,  Just letting you know that today is your turn to win based on the pattern set from last few matches.  Thanks

@chess24com

@chesscom

@chesscom_in
@anishgiri
@DavidHowellGM
@TaniaSachdev
@FIDE_chess
#ChessChamps #NepoDing",en,0.0,0.0,0.0,0.0,135.0,2023-04-18
1317809,twitter,"Hey @lachesisq,

Just letting you know that today is your turn to win based on the pattern set from last few matches.

Thanks

@chess24com @chesscom @chesscom_in @anishgiri @DavidHowellGM @TaniaSachdev @FIDE_chess #ChessChamps #NepoDing",en,0.0,0.0,0.0,0.0,28.0,2023-04-18
1317825,twitter,"@PHChess @FIDE_chess Has any chess journalist asked this question? Or followed up with FIDE, Nepo, Ding teams on the related issues you have raised (location, hotel)? Seems quite easy. E.g., ask players: “Did you have input on schedule/ free days” etc
?ChessMike @Jesse_Feb @leontxogarcia @photochess",en,0.0,1.0,0.0,0.0,64.0,2023-04-18
1317846,twitter,"El Sistema Londres tuvo una notable aparición en el duelo Nepomniachtchi vs Ding 💪

¿Sabías que en Chessable contamos con varios cursos sobre Londres?

#NepoDing https://t.co/mKmkxtrfks",es,0.0,0.0,3.0,0.0,109.0,2023-04-18
1317905,twitter,"Neop vs Ding is really fun, both going for the kill and active positions.
Today will be interesting - Nepo with White for a comeback after a loss in last game by masterpiece from Ding. expecting again the Ruy-Lopez opening!! 
#NepoDing 
#WorldChessChampionship 
#Chess",en,0.0,0.0,1.0,0.0,25.0,2023-04-18
1318053,twitter,"On @vishy64theking, the commentator.

#Chess #NepoDing

https://t.co/VGFTGYCxyT",en,1.0,1.0,2.0,0.0,352.0,2023-04-18
1318108,twitter,"@SusanPolgar @chessdom @OnTheQueenside @FIDE_chess @SusanPolgar 100% Agree.   and more thing what i feel in chess, specially in age category 70% Role of parents, 20% of coach and 10% of kids  role in success.",en,0.0,0.0,0.0,0.0,2.0,2023-04-18
1318111,twitter,"Throwback to my first interview with Ding Liren in 2018 when he insisted on putting down his crutches and then accepted my offer to help him balance since he could only stand on one foot. #NepoDing 
https://t.co/2FTq4T2r5B https://t.co/f8ndLJFHIr",en,1.0,2.0,35.0,1.0,1656.0,2023-04-18
1318168,twitter,@dskulkarni96 @FIDE_chess @DGukesh @ChessbaseIndia Grand prix win or runner up or some other  major fide tournament wins will do i guess,en,0.0,0.0,0.0,0.0,30.0,2023-04-18
1318222,twitter,"Daniil Dubov, one of the most creative players of our time and one of our star commentators of the FIDE World Championship match, turns 27 today! 

Happy birthday Daniil, and many, many more to come! 🎉 🎂

Don’t miss him in the game 7 live commentary with Irina Krush! #NepoDing https://t.co/jL7mxOUJqU",en,16.0,2.0,222.0,7.0,9790.0,2023-04-18
1318307,twitter,@PHChess @FIDE_chess What next? Whether the players were consulted on the snacks being given in the rest lounge and if it is the same as in 2021? How low do you have to stoop in order to bash FIDE and how jobless are you since Carlsen moved to poker?,en,0.0,0.0,0.0,0.0,49.0,2023-04-18
1318339,twitter,"You're absolutely correct, Classical Chess is MORE ALIVE THAN EVER!! 

This World Chess Championship is a clear indicator of that.

 Whilst some in the Chess Community like Magnus Carlson dislike Classical Chess, it's not DEAD.

#Chess #NepoDing #WorldChessChampionship https://t.co/FNzimda2Un",en,0.0,0.0,0.0,0.0,85.0,2023-04-18
1318419,twitter,@PHChess @FIDE_chess Ding already said he is fine with this schedule on press conference,en,0.0,0.0,0.0,0.0,86.0,2023-04-18
1318841,twitter,"@PHChess @FIDE_chess Look, a male Karen complaining about a non-issue. Sit this one out, buddy. Take your kids out to the park, stop tweeting for a second...",en,0.0,0.0,0.0,0.0,59.0,2023-04-18
1318862,twitter,@PHChess @Lightlike1 @FIDE_chess Desperate nato bitch trying to argue anything just for the sake of keeping on being mentally retarded and nafoing against anything from Mother Russia. Get a life crying baby.,en,0.0,0.0,0.0,0.0,7.0,2023-04-18
1319141,twitter,@PHChess @FIDE_chess No thoughts about the absence of increments?,en,0.0,0.0,0.0,0.0,159.0,2023-04-18
1319191,twitter,guess we’ll never know #NepoDing https://t.co/nqUf0tXIRx,en,0.0,2.0,14.0,0.0,1155.0,2023-04-18
1319561,twitter,@PHChess @FIDE_chess Maybe was asked for by the broadcaster,en,0.0,0.0,0.0,0.0,376.0,2023-04-17
1319585,twitter,"@PHChess @FIDE_chess Changing the format  mid-event, even if it’s the number of rest days, especially without explanation given, is a huge red flag. Who is benefiting, who isn’t, and why?",en,0.0,0.0,1.0,0.0,372.0,2023-04-17
1319666,twitter,"One of the most gangster moves played in #WorldChampionship history. Baffled top-level GMs like @anishgiri and @DavidHowellGM.

GM Ding #respect.

👉presonalized design👈
https://t.co/6HwJ6fN4yP
#NepoDing https://t.co/VXQAQtRASC",en,0.0,0.0,3.0,0.0,108.0,2023-04-17
1319961,twitter,@vishy64theking @FIDE_chess gogo Ding gogo Nepo ;) The new King is coming and we cant wait.,en,0.0,0.0,0.0,0.0,18.0,2023-04-17
1320136,twitter,"Un poco de literatura para llenar el día de descanso en el mundial de #Ajedrez. Con link incluido para seguir la partida, como siempre en @Lichess_ES.
#NepoDing #Chess #Literatura @FIDE_chess
https://t.co/RkcyPMCO6H",es,0.0,0.0,0.0,0.0,62.0,2023-04-17
1320191,twitter,"Nadie: 
Ding Liren: Aguanta, no me tocaba jugar hoy ahno es descanso vedá a mimir, ayer gané y me la mamé hsjajaj buenas noches

#NepoDing #WorldChessChampionship https://t.co/uMketLCxxK",es,0.0,0.0,2.0,0.0,108.0,2023-04-17
1320261,twitter,@PHChess @FIDE_chess I like it,en,0.0,0.0,0.0,0.0,294.0,2023-04-17
1320462,twitter,"@JustStop_Oil Powder? Pfft!
Next time do it proper...

#Bellend #WorldChessChampionship #PowderPuff #BBCSnooker #StopOilBellends https://t.co/vXUkZTWsqI",en,0.0,0.0,1.0,0.0,8.0,2023-04-17
1320472,twitter,"Is it time for us to remove this t-shirt from our collection? it's ew.... no more.
#chess #NepoDing https://t.co/NFnawXyOOE",en,0.0,0.0,2.0,0.0,228.0,2023-04-17
1320525,twitter,I think we will see another interesting Ruy Lopez game tomorrow. And most probably a draw. What are your predictions for opening &amp; game? @anishgiri @DavidHowellGM #chess #NepoDing #DingNepo #WCC #WorldChessChampionship @FIDE_chess @chesscom @chess24com,en,0.0,0.0,0.0,0.0,106.0,2023-04-17
1320619,twitter,"With a pair of #NepoDing attacking masterpieces over the weekend, we had to call in the big guns to break down what just happened. Today, we give you @Tatev__A , who knows a thing or two about attacking chess, to recap Nepo's fifth-round victory.

https://t.co/UTZiH0cLZO",en,4.0,0.0,11.0,2.0,7445.0,2023-04-17
1320622,twitter,"@ZetaOf1 @vishy64theking @FIDE_chess ""I merely state I'd have found it more beautiful had it been more forcing.""

That's not what you stated; you whined that it was ""sad"" that it wasn't puzzle piece with no delays. Sheesh. Bye.",en,0.0,0.0,0.0,0.0,9.0,2023-04-17
1320628,twitter,"@ZetaOf1 @vishy64theking @FIDE_chess I didn't ""spam"" you, I responded to your comments. Now I'm muting you. Have a life.",en,0.0,0.0,0.0,0.0,7.0,2023-04-17
1320636,twitter,"@j_q_balter @vishy64theking @FIDE_chess Jim, calm down, there's no need to spam me with replies. Beauty may lie in the eye of the beholder. It is still one hell of a beautiful mate, I'm not denying that. I merely state I'd have found it more beautiful had it been more forcing.",en,0.0,2.0,0.0,0.0,12.0,2023-04-17
1320641,twitter,@ZetaOf1 @vishy64theking @FIDE_chess This is probably a lot sadder by your standards: Qf4+ Nxf4 Bf5 Qxf6 a1=Q Qxf5+ Kh8 Ng6+ Kh7 Nf8+ Kh8 Qh7#,en,0.0,0.0,0.0,0.0,4.0,2023-04-17
1320673,twitter,"🤩 Découvrez une magnifique partie du jeune champion du monde d'échecs des moins de 10 ans : David Lacan-Rus ! 🇫🇷 

👉 Sur ma chaine Youtube : https://t.co/48SGCZbOuz

#Chess #Echecs #échecs #championdumonde #WorldChessChampionship #France https://t.co/hfTj44Pz8w",fr,2.0,3.0,13.0,0.0,712.0,2023-04-17
1320682,twitter,"@ZetaOf1 @vishy64theking @FIDE_chess Presumably Ding saw that after Qf7, black's delaying tactics don't help any. I think that makes it more beautiful, not less.",en,0.0,0.0,0.0,0.0,6.0,2023-04-17
1320700,twitter,"@ZetaOf1 @vishy64theking @FIDE_chess The fact that the rook is just as effective on a1 as on a7 is a feature, not a bug.",en,0.0,1.0,0.0,0.0,9.0,2023-04-17
1320712,twitter,"@ZetaOf1 @vishy64theking @FIDE_chess Reiteration is boring. Again, your notion of ""sad"" is weird. This a real game where delaying moves happen, not a mate in 3 puzzle where they must not.",en,0.0,1.0,0.0,0.0,10.0,2023-04-17
1320728,twitter,"@j_q_balter @vishy64theking @FIDE_chess Yes, to me it would be sad. Not really, of course, the beauty of the position is still there. But I don't know. Black could play some (stupid) sacrificial moves like a1=Q and Qf4+ and then the same beautiful queen sac mate only can appear somewhat artificially. That i found sad.",en,0.0,1.0,0.0,0.0,11.0,2023-04-17
1320729,twitter,@SuperRoy @ZetaOf1 @vishy64theking @FIDE_chess It's exactly the same after a1=Q Rxa1 as in the current position ... white still threatens Qxg8+ Kxg8 Ra8+ Kf7 Rf8# which can be delayed yet again with Qf4+ Nxf4,en,0.0,0.0,0.0,0.0,8.0,2023-04-17
1320738,twitter,"@blackatlantic Did @FIDE_chess lower the 2022 @fischer_random WC time controls from classical to rapid as a conspiracy against @GMWesleySo123 to have @MagnusCarlsen / @GMHikaru as their WC?

#chessdrama #saynoto2900 #fischerrandom #chess960 #chess9LX #9LX

https://t.co/HHjoYI65XM https://t.co/Dr3ijZViUi",en,0.0,0.0,0.0,0.0,30.0,2023-04-17
1320741,twitter,"@ZetaOf1 @vishy64theking @FIDE_chess a1=Q Rxa1 and the exact same threat of Qxg8+ exists. If Rb8 then Ra7 and we're back to the same position minus the a pawn.

""Just so sad to have the rook make that move""

You have a weird notion of sad. If Qf4+, is Nxf4 ""sad""?",en,0.0,1.0,0.0,0.0,8.0,2023-04-17
1320743,twitter,"@j_q_balter @vishy64theking @FIDE_chess Yeah, I thought as much. It is a bit saddening, that is what I meant by ""ugly Rxa1"". It just puts the position off balance without need. But yeah, thanks",en,0.0,2.0,0.0,0.0,10.0,2023-04-17
1320760,twitter,@ZetaOf1 @vishy64theking @FIDE_chess A1=Q Rxa1 and the exact same threat of Qxg8+ exists. If Rb8 then Ra7 and we're back to the same position minus the a pawn.,en,0.0,1.0,1.0,0.0,9.0,2023-04-17
1320967,twitter,@vishy64theking @FIDE_chess Such a deep move!!,en,0.0,0.0,0.0,0.0,20.0,2023-04-17
1321003,twitter,The @FIDE_chess #WorldChessChampionship is turning into a rollercoaster ride with @DingLiren and @lachesisq trading blows and wins.  Read John Henderson's column https://t.co/MWCDwsHenG,en,0.0,0.0,0.0,0.0,73.0,2023-04-17
1321071,twitter,"@MatthieuSuc @Courgete1 #NepoDing comblent la frustration de l'absence du meilleur joueur par le suspense de parties plus ouvertes, à risques ou d'erreurs créatives.",fr,0.0,0.0,1.0,0.0,72.0,2023-04-17
1321163,twitter,"@SharonSharalike @PHChess @FIDE_chess In the middle? I thought it (for this match) had been 2 days on 1 days off for the entire event? Did I miss something, has it changed again right now?",en,0.0,0.0,0.0,0.0,23.0,2023-04-17
1321245,twitter,"Le championnat du monde d’échecs #NepoDing est passionnant à vivre. Malgré l’ombre de Magnus Carlsen, le meilleur joueur au monde absent. À noter : la finale des candidatés (étape avant le championnat du monde féminin) avait déjà été spectaculaire.
Et cette vérité de @Courgete1 https://t.co/oNmTHAE1H9",fr,2.0,1.0,4.0,1.0,2310.0,2023-04-17
1321251,twitter,"Who watched live an entire game, any game from this match? #NepoDing https://t.co/Ze9JZAgBap",en,0.0,1.0,1.0,0.0,150.0,2023-04-17
1321278,twitter,"@PHChess @FIDE_chess I think this is perfectly fine....Earlier I believe there used to be like 3 games a week. Now there will be 4-5 games a week. As all games finish within 1 day(no adjournaments), this is fine",en,0.0,0.0,0.0,0.0,765.0,2023-04-17
1321289,twitter,That .d5 is one for the ages #NepoDing #WorldChessChampionship,en,0.0,0.0,0.0,0.0,58.0,2023-04-17
1321297,twitter,"@Heiheine2 @PHChess @FIDE_chess I took it as just asking reasonable questions. An unexplained schedule change in the middle of a major event is at the very least unusual. I don't see any nits being picked. Atypical for PHN, I know 🙂",en,0.0,1.0,1.0,0.0,38.0,2023-04-17
1321326,twitter,Majority of the people from Chess community feel that Ding is going to take it away. #chesschamps #NepoDing https://t.co/SQKszRwDKu,en,0.0,0.0,0.0,0.0,79.0,2023-04-17
1321333,twitter,"Been some astonishing snooker so far at this years #WorldChessChampionship and some real talent on show. I think Luca Brecel looks impressive, as did Mark Allen. Jimmy Robertson also played some great snooker. John Higgins also, flawless as always.",en,0.0,0.0,0.0,0.0,48.0,2023-04-17
1321351,twitter,"What a roller coaster of a world championship it is !!♟️@FIDE_chess
@DingLiren nd @lachesisq really be going all out with ding pulling one bck. 
3-3 lets goo exciting rounds ahead !! 
#WorldChessChampionship #FIDE #Chess #onechamp",en,0.0,0.0,0.0,0.0,62.0,2023-04-17
1321378,twitter,"Info:
The ""Kazakhstan vs The World"" match started today with the rapid portion. After four rounds, team ""World"" is leading 18½ - 13½.
https://t.co/YwyWDPtW3J
#oscarchess64
@FIDE_chess
📷: #StevBonhage
#InfoAjedrezMundial 🌏 https://t.co/r1cb6LHhli",en,0.0,0.0,1.0,0.0,20.0,2023-04-17
1321405,twitter,"Ding Liren you genius!!!
@DavidHowellGM sees it and points that out!
A brilliant end game indeed!
The D5 Pawn was truly something magical and literally no one could guess what its placement meant!
#NepoDing https://t.co/37pKjj3J7g",en,0.0,0.0,2.0,0.0,384.0,2023-04-17
1321418,twitter,@CorneliuPanaite @BritishChess @ecf @FIDE_chess @HampshireChess @HCAChessHistory @Swindonchess1 Thank you!,en,0.0,0.0,1.0,0.0,9.0,2023-04-17
1321420,twitter,@BritishChess @ecf @FIDE_chess @HampshireChess @HCAChessHistory @Swindonchess1 Thank you. Kind of you to mention me - softens the blow of becoming another year older!,en,0.0,0.0,3.0,0.0,63.0,2023-04-17
1321460,twitter,"@PHChess @kaushiksriram @FIDE_chess Is it same though? Nepo always has white after rest day, isnt it better for preparation?",en,0.0,0.0,0.0,0.0,27.0,2023-04-17
1321484,twitter,"King's Gambit 101.

@chess_universe &lt;--Download Today

#Chess #ChessIsArt #ChessIsLife #ILoveChess #ChessUniverse #ChessGame #Gamer #Fun #WorldChessChampionship https://t.co/OdhCzUTh7X",en,0.0,0.0,0.0,0.0,27.0,2023-04-17
1321512,twitter,"@Lightlike1 @FIDE_chess Yes. My main point is that FIDE wasnt happy in 2018, then changed it. ( I was personally against it)
My impression was it was seen as a success in 2021. 
But mainly I am just asking for transparency in the process.",en,0.0,1.0,0.0,0.0,396.0,2023-04-17
1321522,twitter,"Strizhenova actually has her own propaganda show on Russian televison:
Here she speaks to Aleksei Iovchev about ""Nazi in Marioupol"" 27 January 2023.

Moscow should not be allowed to make a propaganda-show out of a WC match.
@FIDE_chess  should react.

https://t.co/u4gz4XIdeJ https://t.co/ciKiT1r73P https://t.co/iJlbDhE6EN",en,0.0,0.0,34.0,0.0,4805.0,2023-04-17
1321529,twitter,"@PHChess @FIDE_chess The number of rest days is similar, but not the placement: Before 2021, it was usually 2 rounds, 1 rest day, plus extra rest days before the last game and tiebreaks. 2023 there's an extra rest day in the middle, but none before the tiebreaks.",en,0.0,1.0,1.0,0.0,428.0,2023-04-17
1321577,twitter,@Borup71 @PHChess @FIDE_chess Standing with Ukraine because politicians told you to after they told you to take the fake vaccines shows no brain and not using it if it’s there! It’s that simple!,en,0.0,0.0,0.0,0.0,12.0,2023-04-17
1321606,twitter,"When your parents ask about your love life but also lowkey don&amp;#039;t want to know the truth😂
#AtiqueAhmed #JHOPE #chess #NepoDing #chesslove #BLACKPINK #COACHELLA2023 #SEVENTEEN https://t.co/2pkiyMbDZx",en,0.0,0.0,2.0,0.0,154.0,2023-04-17
1321607,twitter,"@Lightlike1 @FIDE_chess I doubt it is back to the old regulations?
My recollection without researching is that after 2018 there was a debate, that resulted in the 2021 rules.
Trying to put more pressure on players and seconds, and thus hoping for more decided games.",en,0.0,1.0,0.0,0.0,1420.0,2023-04-17
1321636,twitter,"@PHChess @FIDE_chess Seems like it's mostly just back to the traditional rhythm. Makes me wonder if the 2021 change was mostly due to Carlsen's influence, and now that he's no longer participating it's back to normal?",en,0.0,1.0,0.0,0.0,1446.0,2023-04-17
1321665,twitter,@ChitongoRobert @PHChess @FIDE_chess No it's vey easy if you have a brain and know how to use it.,en,0.0,1.0,0.0,0.0,20.0,2023-04-17
1321673,twitter,@PHChess @FIDE_chess Anish explained it in yesterdays stream. Sounded like a very sensible move.,en,0.0,0.0,1.0,0.0,289.0,2023-04-17
1321682,twitter,@PHChess @FIDE_chess At no point in the last year-plus has FIDE shown they care about Ukranian players.,en,0.0,0.0,0.0,0.0,57.0,2023-04-17
1321714,twitter,@dipnuls @PHChess @FIDE_chess Thanks for the info.,en,0.0,0.0,0.0,0.0,50.0,2023-04-17
1321721,twitter,@DanielR05332890 @PHChess @FIDE_chess There is rest day after game 7. So Ding will have rest day after Black going forward.,en,0.0,1.0,1.0,0.0,52.0,2023-04-17
1321728,twitter,"Magnus plays poker now.
#AtiqueAhmed #JHOPE #chess #NepoDing #chesslove #chessgame #magnus https://t.co/CsKGLYWsyT",en,0.0,0.0,1.0,0.0,124.0,2023-04-17
1321763,twitter,"Too ez😮‍💨😏💪(thought I hung my knigh)
#AtiqueAhmed #JHOPE #chess #NepoDing #chesslove https://t.co/MYxZ8XSgsv",en,1.0,0.0,1.0,0.0,123.0,2023-04-17
1321776,twitter,"@PHChess @FIDE_chess It's a rest day for both players, what's the big deal?",en,0.0,0.0,1.0,0.0,531.0,2023-04-17
1321809,twitter,"@PHChess @FIDE_chess And by ""real tweets"", i mean some of your tweets that asks questions about real important issues, I'm not being rude! :)",en,0.0,0.0,0.0,0.0,74.0,2023-04-17
