topic,text_id,doc
4,1090032,De verdad pensais que Negreira es el único que ha cobrado 20.000€ al mes? 🤣🤣
5,1089310,Suena muy feo que los árbitros vayan en contra de Estrada Fernández por denunciar a Negreira.
5,1088345,Estrada Fernández mancha el arbitraje tanto o más que Negreira https://t.co/Hk5ywC1DmS
5,1089087,"🤔 La RFEF anuncia las designaciones arbitrales para la jornada 24 y Estrada Fernández se queda fuera del VAR

👉 El colegiado catalán presentó una querella criminal contra Negreira el pasado viernes. Vía @Antena3Deportes https://t.co/R8aBeYfP5H"
5,1089214,"Con dos cojones Estrada Fernández, el único en dar un paso al frente,todos los demás son cómplices de todo el caso Negreira. A éste árbitro habría que aplaudirle en cada estadio que pise.
Sus compañeros se profesión lo han dejado sólo en ésto,vuelvo a decir que son cómplices."
5,1089217,Claramente los árbitros viven una realidad paralela...Que esto no va de sí Estrada es o no un traidor y de que vamos todos juntitos...Que la gente quiere saber si Negreira les quiso untar o si el hijo les comía la cabeza cuando les acompañaba a los campos. No se enteran
5,1089803,"El CTA aparta a Estrada Fernández del VAR tras su querella criminal contra los Negreira.

Que grandes son nuestros árbitros, unos fenómenos. Huele a podrido el asunto. https://t.co/5qJGJzBRAx"
5,1089683,"Estrada Fernández, fuera del VAR tras su querella contra Enríquez Negreira - Marca https://t.co/mfpenraS8e #Madrid #gastronomia #restaurant #sports"
5,1089686,"Estrada Fernández, degradado tras su querella contra Enríquez Negreira

https://t.co/HymYUski8K"
5,1089869,🔴 #ÚLTIMAHORA | Estrada Fernández no estará en el VAR tras querellarse por su cuenta contra Enríquez Negreira https://t.co/AIRT349Y5V https://t.co/Xx808eQMUk
5,1089870,🔴 #ÚLTIMAHORA | Estrada Fernández no estará en el VAR tras querellarse por su cuenta contra Enríquez Negreira https://t.co/dDzFXMFbda https://t.co/35kGLhD0Po
6,1086248,ESTÁ ARBITRANDO NEGREIRA
6,1086194,"Quién está arbitrando hoy, Martínez #Negreira? #CopaDelRey"
6,1086378,A este árbitro le ha puesto el suplente de Negreira
6,1086580,"el arbitro es negreira, no?"
6,1086546,"Florentino, llamada a la grada de animación y a cantar Negreira, Negreira hasta que acabe el partido"
6,1086692,Está condicionadísimo el árbitro. Negreira está en el baño dando instrucciones.
6,1086774,Una tras otra... Se está coronando el árbitro. Parece que lo de Negreira no terminó en 2018.
6,1086754,El árbitro es el primo de negreira
6,1087310,Is Negreira the referee
6,1089886,"Negreira según los merengues...

Literalmente estos son los árbitros hoy, a favor del blanco https://t.co/zQhHl020mS"
7,1086283,¿Por qué lo llaman Gavi si se apellida Enríquez Negreira?
7,1086148,"Gavi,es nieto de Negreira o algo?"
7,1086834,"Que no le saca tarjeta al niñato de Gavi, es que siempre igual. No se puede competir con lao de Negreira carajo"
7,1086237,Lo de Gavi que??? Es hijo de Negreira y y está firmado que no se le puede sacar tarjeta o como va eso??
7,1086392,Gavi es sobrino de Negreira.
7,1086492,Que tío más marrano 🤦 Gavi que es nieto de Negreira 🤭🤣🤣 https://t.co/12fZc2QUHT
7,1086666,Gavi juega con el reglamento de Negreira aún
7,1086700,Que a Gavi nunca lo amonesten es de locos. Los amiguitos de Negreira
7,1086773,"No amonesta a Gavi, ni negreira se animó a tanto"
7,1086790,"Gavi puede dar todas las hostias que quiere, invita Negreira."
8,1082047,Munuera Negreira https://t.co/x4k3jT7feO
8,1081526,Caso Negreira 2 https://t.co/QYWSqZTjGA
8,1082289,Negreira 🤣🤣🤣🤣🤣 https://t.co/OW5VJ8RINC https://t.co/0vqglkacKR
8,1085303,Caso Negreira https://t.co/Bd7NTsAbXL
8,1085585,Negreira rules https://t.co/9rpUjiqqRw
8,1089863,"¿Te querellas contra Negreira? No hay var:

https://t.co/dnpNox3EDA https://t.co/3T8OTWFeVB"
8,1090009,negreira tampoco se rindió https://t.co/3EkFKddty0 https://t.co/DBFHHvuubW
8,1081575,🚨🚨Alguna explicación? Aparte de NEGREIRA https://t.co/swaJixNdhk
8,1083147,y sin #Negreira https://t.co/hwkKYjPENG
8,1085256,Caso Negreira https://t.co/TMaPrKT5Sm
9,1081051,Quiero más cositas del caso Negreira.
9,1081462,Entonces lo del caso negreira fue un boom que ya ha pasado no? Poco a poco se va olvidando y aquí no ha pasado na
9,1082445,del “Caso Negreira” mi amigo @RockJovallos no comenta nada 😶 https://t.co/H2O1AOtX0b
9,1084557,Oye lo del caso negreira cuando se acaba.
9,1088434,Hoy a las 21:00 en TVE echan la explicación de estas dos últimas semanas de Caso Negreira hasta en la sopa.
9,1086317,DESTAPEN EL CASO NEGREIRA
9,1087749,A puntito de ser víctimas del caso Negreira 😭😭😭 https://t.co/xgJmW99H3y
9,1088266,Caso negreira...... Vaya poca verwenza https://t.co/LtNPu7LXhB
9,1089823,"Este fue el único que hablo sobre el caso Negreira no?

☠️ https://t.co/xbFjCErF0Y"
9,1089890,"Se sabe algo de caso Negreira?

Es ""pa"" un amigo."
10,1081186,"Por cierto, por menos que un 5-0 al FC Negreira ni se te ocurre @MrAncelotti Avisados estáis @realmadrid"
10,1086018,La primera parte termina con otro millón para Negreira #RealMadridBarça
10,1086379,#CopaDelRey @realmadrid @FCBarcelona @LaLigaEN NEGREIRAAA! NEGREIRA! NEGREIRAAAAAA!
10,1087336,Negreira ball... #RealMadridBarcelona
10,1080917,"Q venga q @realmadrid esta a toda maquina, eliminamos a Negreira Boys  el jueves @jotajordi13 https://t.co/FMYzukzIJV"
10,1083371,"Celotti le tiene alergia ganar a los Negreira Boys
#RealMadridBarcelona https://t.co/JMVRwapXKe"
10,1083927,Conmigo no se sufría tanto. #ElClasico  #RealMadridBarcelona #Negreira
10,1085603,"Estoy hasta la POLLA de Munuera Negreira, hasta la POLLA de la impunidad a Gavi, hasta la POLLA de que Vinicius se salga de partido protestando, hasta la POLLA de no tener un 9 , ESTOY HASTA LA PUTA POLLAAAA! #RealMadridBarcelona @realmadrid https://t.co/K6CK90yAqt"
10,1085972,"Negreira estaría orgulloso 
#RealMadridBarcelona #Clasico #CopaDelRey"
10,1089744,"Hoy tenemos directazo! Hoy tenemos #ElClasico semifinales de #CopaDelRey #LaCopaMola xd con comentarios en directo desde las 20:30!!
Guardaremos un minuto de silencio por la memoria de Negreira, os esperamos.
https://t.co/yVj6CSGkF3"
11,1081389,"Negreira retiraba hasta 20.000 euros mensuales en metálico mientras cobraba del Barcelona
@elmundoes https://t.co/lZHDm8Khco"
11,1081232,"Negreira retiraba hasta 20.000 euros mensuales en metálico mientras cobraba del Barcelona

https://t.co/U7To4L5cnn"
11,1081236,"Negreira retiraba hasta 20.000 euros mensuales en metálico mientras cobraba del Barcelona
https://t.co/0LVYl86h4l"
11,1081244,Negreira retiraba hasta 20.000 euros mensuales en metálico mientras cobraba del Barcelona https://t.co/9n0Y510mOC
11,1088542,Negreira retiraba hasta 20.000 euros mensuales en metálico mientras cobraba del Barcelona https://t.co/4f0YgF9Y5P
11,1089698,El Mundo: Exclusiva. Negreira retiraba hasta 20.000 euros mensuales en metálico mientras cobraba del Barcelona.
11,1089024,Negreira retiraba hasta 20.000 euros mensuales en metálico mientras cobraba del Barcelona  https://t.co/XFIfbWdsbe
11,1089833,Negreira retiraba hasta 20.000 euros mensuales en metálico mientras cobraba del Barcelona https://t.co/HWmFEMQvAi
11,1089902,Negreira retiraba hasta 20.000 euros mensuales en metálico mientras cobraba del Barcelona https://t.co/8YFgC0ZRYU
11,1090140,Negreira retiraba hasta 20.000 euros mensuales en metálico mientras cobraba del Barcelona | Fútbol https://t.co/vWqtroE4fn
12,1082804,Los putos Negreira’s boys
12,1083093,Entre los Negreira Boy's y las menciones de los Catanazis me están provocando hipogonadismo primario. Noche horrible.
12,1085702,"""No somos Negreira Boys"".

–Los Negreira Boys."
12,1086403,JAJAJAJAJAJAJQ LOS NEGREIRA BOYS
12,1086964,Los Negreira boys me tienen calientisimo
12,1087283,Los Negreira Boys van con todo
12,1084580,Madre mía los Negreira Boys
12,1085921,LOS NEGREIRA BOYS CLARO QUE SÍ
12,1086896,Los Negreira's boys están en su prime
12,1087367,Los negreira boys
13,1087917,Estrada Fernández presenta una querella sobre el 'Caso Negreira' que paraliza la investigación de la Fiscalía https://t.co/2sjovESWVS
13,1081740,"Menudo sinvergüenza!! 😡😡Justificando un acto demostrado y corrupto mantenido durante 18 años, con una suposición basada en un comentario del vendido de Iturralde, ese puso a caer de un burro a Estrada Fernández por presentar una demanda contra Negreira https://t.co/0I2Js9ZSdP"
13,1088908,"A la nevera Estrada Fernández, para nada es castigo por la denuncia sobre el tema Negreira. Esto huele cada vez más feo."
13,1089315,El CTA se carga a Estrada Fernández por su querella contra Negreira: https://t.co/TVvLkgtVer
13,1089221,"Se emociona el tío, pero luego bien que se carga a Estrada Fernández del VAR la misma semana que presenta una querella contra el 'Caso Negreira'.

Qué casualidad todo oye.

Esto lo ve Netflix y se forra. VAYA SHOW. https://t.co/EIbJIAKuT9"
13,1089499,"¿Ha explicado Medina Cantalejo y el @CTARFEF la sanción a Estrada Fernández por denunciar ante la justicia a Negreira? 
Parece que quieren cerrar el tema rápido y que hay gente que le molesta que se sepa la verdad"
13,1089555,"Enhorabuena a Fernández estrada por haber conseguido que la fiscalía no pueda seguir investigando en el caso Negreira 
https://t.co/rjikkgoLSk"
13,1089619,CASO NEGREIRA |  Estrada Fernández pasa a la 'nevera' tras su querella individual contra Negreira https://t.co/z2GFRdyyzE https://t.co/Ty7TFqrBD8
13,1089781,"Estrada Fernández, presentó una querella contra Enríquez Negreira. 

EL CTA no le ha designado ningún partido. 

¿Casualidad? https://t.co/NxoK0tADFt"
13,1089815,"Ya se cargaron a Estrada Fernández por denunciar el caso Negreira de forma particular.

Un solo valiente. Fácil solución. Al paredón. Que siga la corruptela."
14,1082664,"La UEFA ha pedido información por el ‘caso Negreira’ a la Federación Española
https://t.co/IrgajM5MJ0 https://t.co/HVZufCxsZX"
14,1083420,La UEFA irrumpe en el 'Caso Negreira': la RFEF le trasladará su investigación https://t.co/OLU9oi98f7
14,1088170,La UEFA pide información por el 'caso Negreira' a la Federación Española https://t.co/gPlMMDFPoX vía @TheObjective_es
14,1088370,Espagne : la Fédération a transmis des informations à l'UEFA sur l'affaire Negreira
14,1088373,"Espagne : la Fédération a transmis des informations à l'UEFA sur l'affaire Negreira
Source : L'Equipe  #123INFO
https://t.co/EqBnzZ1ctO"
14,1088660,"UEFA pidió información sobre 'Caso Negreira' de Barcelona
https://t.co/7ECNmpxCXZ https://t.co/zekKXii8Jy"
14,1086418,"La @UEFAcom_es ha requerido a la @rfef toda la información pertinente sobre el 'caso Negreira', con lo que la sombra de una sanción importante planea sobre el Camp Nou https://t.co/k3DKNjghL8 https://t.co/mkY8Cu83Et"
14,1087971,"UEFA, pidió información a la Federación Española sobre el “Caso Negreira”
https://t.co/vTl5BN8sBk"
14,1088412,Espagne : la Fédération a transmis des informations à l'UEFA sur l'affaire Negreira https://t.co/v0AuMUmej3 https://t.co/tjKazM3aVb
14,1088417,Pide UEFA información por el 'caso Negreira' a la RFEF https://t.co/UQlhMT5c3b
15,1081679,Pues al FC Negreira de juveniles le han puesto el culo como un bebedero de patos. Y eso que han jugao en el MiniEspotifai. 0-3
15,1086181,vamos a perder la negreira cup otra vez
15,1086905,"Pues los hombres de Negreira, estarán en la final"
15,1087553,Va a ser complicado sacar una victoria contra el FC Negreira
15,1089418,"Todo lo que no sea humillar hoy al Negreira FC será un mal resultado. 
Nada de meter 2 y parar y jigar al tran tran. Como se dice en mi tierra: a pico y pala!!! 
De 5 no se puede bajar ostia!!!"
15,1089799,Hay que ganarle al FC Negreira como sea hoy.
15,1086968,"Nada, contra el Negreira FC no se puede"
15,1086974,fc negreira lo hace de nuevo
15,1089389,Entonces hoy nos clava el Negreira FC
15,1089968,"Me he levantado con ganas de hundir al Negreira FC. Con muchas ganas. Hay que enseñar a esos retrasados quién manda, y que sin los árbitros son lo mismo que el Talavera de la Reina. Es el momento."
16,1081176,"(...) si Meritxell Batet, que es al juego limpio en el Congreso lo que Enríquez Negreira al Comité de Árbitros (...) https://t.co/W7ASlO37BE"
16,1088709,Medina Cantalejo: «No hay pruebas para decir que un árbitro es deshonesto» https://t.co/HYNz7DitBz
16,1088727,"Medina Cantalejo: “No hay ni una prueba que pueda decir que un árbitro español sea deshonesto”. Claro, porque las pruebas las tiene todas Negreira en su móvil 📱 #CasoNegreira"
16,1089296,"Medina Cantalejo 

""Todo esto que está ocurriendo con Enríquez Negreira, ¿qué tiene que ver con nosotros? ¿Con las generaciones anteriores? Se ha criminalizado a los árbitros. No se puede decir que un árbitro español sea deshonesto""

Qué mal huele tantas excusas!!! #RFEF corrupta"
16,1088458,"VÍDEO | 🎙️Te resumimos la rueda de prensa del presidente del Comité Técnico de Árbitros, Luis Medina Cantalejo.

¿Quién no ha contestado al CTA? 
¿Han apartado a Estrada Fernández?
¿Qué función tenía Enríquez Negreira?
¿Había sospechas?

✍️ @molgamartin 👉 https://t.co/HfXF3MhM0u https://t.co/OVE8xK16fo"
16,1088544,"Decir que no hay evidencias de árbitros deshonestos ""ni contra compañeros de generaciones pasadas"" es mucho decir, con la que está cayendo con el no muy honesto Enríquez Negreira. Estas palabras de Medina Cantalejo no tienen credibilidad ninguna. Lean:   

https://t.co/qtjbn3Ertb https://t.co/G71QYPdocw"
16,1088551,"Medina Cantalejo: ""Ningún árbitro ha amañado un partido""
https://t.co/4qJyWSC57x
Enviado por @updayES"
16,1088686,🇪🇦(Deportes) Medina Cantalejo (CTA) sobre el caso Negreira: “No hay pruebas para decir que un árbitro es deshonesto”. Te esperamos en: https://t.co/IZ9BVrYNKo
16,1089088,"Medina Cantalejo, sobre el árbitro que filtró la información: ""Hay quien prefiere posturas egoístas, personalistas y traidoras"" | Deportes | Cadena SER https://t.co/869M4AFsCC"
16,1089089,"La rueda de prensa del @CTARFEF es un auténtico chiste, se cree que engañan a alguien. Dicen que un árbitro no puede influir en la consecución de un título, Medina Cantalejo está igual de manchado que Clos Gómez, Negreira y compañía. Se creen que hablan para borregos.😂😂😂😂😂😂"
17,1082945,"Hoy el Barça ha ganado en el campo, asi que mañana automáticamente se reactivará el caso negreira en los medios"
17,1080925,¿Qué piensan los socios del Barcelona sobre el caso Negreira? https://t.co/18MKcYMF1q #Barcelona #tv #picoftheday #madrid #actualidad https://t.co/67ufOMqmiS
17,1080951,"Bueno pues como era de esperar la mala racha llegó, todos esos ""barcelonistas"" que esperaron 18 días para que el Barcelona cayera salgan de esa cueva, tengan cuidado a quien siguen, no es casualidad que no salgan noticias del caso Negreira no? Que extraño vamos barca 💙❤️"
17,1081939,Preguntamos a grupos de opinión del Barça su parecer sobre el caso Negreira. Estas son sus respuestas @JaumeBarrosoLpe  @ricardfaura @carlesagusti @SeguimentFCB @elsenyoramon @DignitatBlGr https://t.co/P93HCJWgr0
17,1081986,"Como decíamos ayer... El #NegreiraGate ya le está pasando factura al Barça, y en lo que más duele: la refinanciación de su deuda.

https://t.co/SJTNQwtXkj https://t.co/GXMWOvG6TW"
17,1082667,"https://t.co/U13ZdQMwLy

Los dos nuevos escándalos del caso Negreira que estrechan el cerco sobre el Barça y el fútbol español"
17,1086427,"Alemany: ""Lo del Aston Villa es parte del ámbito privado, pero seguiré en el Barcelona""
El Director de Fútbol asegura que son los primeros interesados en resolver el caso Negreira

https://t.co/bhoEDHh7wE"
17,1089967,"El “caso Negreira”, es la conclusión de:

El Espai Barça, con las constructoras españolas. 

La SuperLiga, Con Tebas y Čeferin.

Pedro Sánchez y la Corona, para ""despolitizar"" al Club, tutelados por, Carmelo Ezpeleta y CVC. 

El Bartorrosellismo, el Fontismo y sus alianzas..."
17,1088418,Es interesante que lo denominen “caso Negreira” y no “caso Barça”.
17,1089085,"Mientra el Mundo mira el Madrid - Barça de esta noche, en España perdemos 1 hora y media en escuchar nada del escándalo Negreira-Barça."
18,1085903,FC Negreira 😃🤠
18,1086122,Negreira FC en el Bernabeu lol 🤣🤣🤣
18,1086533,simplemente fc negreira
18,1086931,FC Negreira
18,1086689,El Negreira FC
18,1087189,NEGREIRA FC
18,1087197,Negreira Fútbol Club.
18,1087413,El FC Negreira
18,1087513,el fc negreira XDDD
18,1087450,Negreira fútbol club
19,1082708,Todo apunta que el contrato con Negreira aún esta siendo pagado oportunamente… https://t.co/mstsmSlKH6
19,1086190,a este también le pagaba Negreira ??
19,1086984,"A Negreira ya no le pagan

La pregunta es a quien le pagan ahora? 🤔"
19,1087107,Esta la paga Negreira
19,1087330,No me cabe duda que siguen pagando a Negreira!
19,1088981,Negreira quiere un aumento de sueldo... https://t.co/DnUBbTfFRL
19,1090047,"Pobre Negreira, seguía haciendo videos y no le pagaban... https://t.co/0avR2mCrxU"
19,1090060,"Que no le paguen a Negreira (exprimido y ya inservible), no significa que no le estén pagando al que mande ahora. https://t.co/Co95yECkHt"
19,1083048,"Dejaron de pagar a negreira pero ahora le están pagando a cta, tebas y rubí. https://t.co/f7K8xoCbOM"
19,1086296,JAJAJAJAJJAJAA PARECE QUE NEGREIRA SIGUE A SUELDO
20,1082185,El Barça no teme sanciones de UEFA y FIFA por el tema 'Negreira' - SPORT https://t.co/2CIEVqGVo1
20,1081889,"Son muchos los que piden una sanción al #Barça por el ‘Caso Negreira’ pero, ¿Se puede sancionar al club a nivel federativo con un posible descenso o una eventual reducción de puntos? ¿Puede haber consecuencias penales para el club?#BlogVessel #casonegreira
https://t.co/S9t1MpRvIV"
20,1085812,"Barcelona do not expect to face any sporting sanctions whatsoever over Caso Negreira.

Javier Tebas has already confirmed that they won't be punished by La Liga, but they don't expect FIFA or UEFA to take action either. https://t.co/wPiCBwMRGl"
20,1088976,El Barça no teme sanciones de UEFA y FIFA por el tema 'Negreira' https://t.co/K0y9zownZ8 https://t.co/KUn3rS7lYv
20,1088806,"El Barcelona lo teme sanciones de la UEFA por el caso Negreira. Normal, saben que están protegidos por todos estos mierdas."
20,1089908,"El Barça no teme sanciones de UEFA y FIFA por el tema 'Negreira'Pues,como el caso es.Nacional,la sanción sería bajar a segunda,o devolver todos los títulos ganados en esas fechas!!! https://t.co/UhIWENUJcK vía @sport"
20,1089599,El Barça no teme sanciones de UEFA y FIFA por el tema 'Negreira' https://t.co/9bO4gzas3M https://t.co/VJEy3jB8PY
20,1089861,"El Barça no teme sanciones de UEFA y FIFA por el tema 'Negreira' https://t.co/lYVNf33NC3 vía @sport claro, claro  esto es corrupción pero las trampas son en las competiciones nacionales, pero si que puede no inscribir al Barcelona en sus competiciones por un tema de admisibilidad"
20,1089891,"El Barça no teme sanciones de UEFA y FIFA por el tema 'Negreira'. Cuando te sientes impune y por encima de la ley, tampoco es raro,ellos tienen ejemplos cerca de quien la hace no la paga. https://t.co/cuJ7Di13UH"
20,1089893,El Barça no teme sanciones de UEFA y FIFA por el tema 'Negreira' https://t.co/U1LBcT8Eu6
21,1087846,"Les supporters du Real se sont amassés avant le coup d'envoi pour dénoncer la ""corruption dans la fédération"" et l'affaire Negreira, avec une banderole et de faux billets de 500 € jetés dans les airs. https://t.co/r7vASkPbj5"
21,1086570,"There is demonstration outside the Santiago Bernabéu ahead of today's match regarding the Negreira Case. Fans are throwing banknotes with Joan Laporta's face on them, shouting 'corruption in the federation'. 

— The Athletic https://t.co/W7QhhA2KhB"
21,1087998,"There is demonstration outside the Santiago Bernabéu ahead of today's match regarding the Negreira Case. Fans are throwing banknotes with Joan Laporta's face on them, shouting 'corruption in the federation'. 

— @GuillerRai 

#ElClasico #FCB"
21,1088004,"📰 There is demonstration outside the Santiago Bernabéu ahead of today's match regarding the Negreira Case. Fans are throwing banknotes with Joan Laporta's face on them, shouting 'corruption in the federation'. 

✍️ @GuillerRai https://t.co/FmLFpFz6H6"
21,1088009,"Há uma demonstração do lado de fora do Santiago Bernabéu antes da partida de hoje sobre o Caso Negreira. Os fãs estão jogando notas com o rosto de Joan Laporta nelas, gritando ‘corrupção na federação’. [@GuillerRai] https://t.co/gRFH5Zgjws"
21,1088026,"Há uma demonstração do lado de fora do Santiago Bernabéu antes da partida de hoje sobre o Caso Negreira. Os fãs estão jogando notas com o rosto de Joan Laporta nelas, gritando 'corrupção na federação'.

— @GuillerRai [🌕] https://t.co/6HBf3OkEEI"
21,1088068,"📸 | Une manifestation a lieu devant le Santiago Bernabéu avant le match d'aujourd'hui concernant l'affaire Negreira. Les supporters jettent des billets de banque à l'effigie de Joan Laporta, en criant ""corruption dans la fédération"".

(@GuillerRai) https://t.co/lThck6JXqY"
21,1088074,"Houve manifestação fora do Santiago Bernabéu sobre o ‘Caso Negreira’. Os torcedores estão jogando notas com o rosto de Joan Laporta, gritando ""corrupção na federação"".

🗞️ @GuillerRai https://t.co/ZCy0NGkws6"
21,1088201,"📌 Demonstrations outside the Santiago Bernabéu stadium to protest the Negreira case, fans throw banknotes with Laporta printed on them and chant ""There is corruption in the federation"". 😳 https://t.co/yH6SIRsk3n"
21,1088291,"🚩

Demonstration at the Santiago Bernabéu to protest the Negreira case. They are throwing banknotes with Joan Laporta's face on them, shouting ""corruption in the federation"".

@TheAthleticFC https://t.co/jBRKwL2lhH"
22,1085853,Gol de Negreira!!
22,1086983,Autogol de Negreira.
22,1087037,Gol de Negreira
22,1086960,Gol de Negreira.
22,1086967,Gol de Negreira...
22,1087177,"Ante la duda, gol del barcelona. 
Negreira era uno mas."
22,1087221,"Gol del FC Negreira. Seguid sesteando, queridos, seguid."
22,1087190,Gol del Barça? Como se nota lo de negreira...
22,1087226,Gol de Negreira.
22,1087246,"uf primer gol que no le dan al Barça, que robo del caso Negreira"
