Topic,Words,Frequency,Timestamp
1,"@fide_chess, @phchess, chess, @davidllada, @emilsutovsky",98,2023-05-02
2,"#nepoding, #metgala, #glazersout, #metgala2023, homework",1,2023-05-02
3,"wc, rapid, @fide_chess, inaugural, classic",7,2023-05-02
0,"#nepoding, ding, liren, champion, chess",28,2023-05-03
1,"@fide_chess, @phchess, chess, @davidllada, @emilsutovsky",66,2023-05-03
2,"#nepoding, launching, #glazersout, #selbstbestimmungsgesetz, #cskvspbks",3,2023-05-03
3,"wc, inaugural, rapid, @gmwesleyso123, classic",4,2023-05-03
0,"#nepoding, ding, chess, game, @fide_chess",25,2023-05-04
1,"@fide_chess, @europeechecs, @chessdom, @ecuonline, @chesscom",101,2023-05-04
3,"wc, inaugural, rapid, @fide_chess, classic",5,2023-05-04
0,"#nepoding, ding, @fide_chess, chess, #chess",22,2023-05-05
1,"@fide_chess, chess, @chesscom, @europeechecs, @chessdom",58,2023-05-05
2,"#nepoding, #glazersout, #cskvspbks, pepe, #lufc",2,2023-05-05
3,"wc, @fide_chess, inaugural, rapid, @gmwesleyso123",12,2023-05-05
0,"#chess, chess, #nepoding, game, ding",5,2023-05-06
1,"@fide_chess, @phchess, chess, @lachesisq, @gmwesleyso123",54,2023-05-06
3,"wc, inaugural, classic, rapid, @fide_chess",11,2023-05-06
0,"#nepoding, @fide_chess, ding, chess, #worldchesschampionship",16,2023-05-07
1,"@fide_chess, @phchess, chess, russian, fide",61,2023-05-07
3,"wc, inaugural, rapid, @gmwesleyso123, classic",2,2023-05-07
0,"#nepoding, ding, chess, nepo, game",13,2023-05-08
1,"@fide_chess, @phchess, chess, banned, player",180,2023-05-08
2,"#nepoding, #glazersout, #100daysofcode, #gymgirls, #protein",2,2023-05-08
3,"wc, @fide_chess, inaugural, @gmwesleyso123, classic",15,2023-05-08
0,"#nepoding, #chess, champion, game, @fide_chess",8,2023-05-09
1,"@fide_chess, @phchess, @emilsutovsky, chess, war",118,2023-05-09
0,"#nepoding, chess, ding, champion, @fide_chess",13,2023-05-10
1,"@fide_chess, @phchess, chess, russian, player",83,2023-05-10
3,"wc, @fide_chess, wfrcc, inaugural, rapid",3,2023-05-10
0,"#nepoding, @fide_chess, #chess, ding, @magnuscarlsen",6,2023-05-11
1,"@fide_chess, @phchess, chess, @davidllada, @emilsutovsky",45,2023-05-11
3,"wc, @fide_chess, inaugural, rapid, classic",8,2023-05-11
0,"#checkmate, #chess, #nepoding, #gothamchess, #entertainment",2,2023-05-12
1,"@fide_chess, chess, @phchess, @chesscom, @europeechecs",32,2023-05-12
3,"wc, @fide_chess, inaugural, rapid, @fischer_random",9,2023-05-12
0,"#nepoding, #chess, ding, chess, short",8,2023-05-13
1,"@fide_chess, @europeechecs, @chessdom, @ecuonline, @chesscom",45,2023-05-13
3,"wc, @fide_chess, inaugural, rapid, @gmwesleyso123",1,2023-05-13
0,"ding, champion, #nepoding, @europeechecs, @chessdom",11,2023-05-14
1,"@fide_chess, @chessdom, @europeechecs, amazing, join",68,2023-05-14
3,"wc, @fide_chess, inaugural, rapid, classic",5,2023-05-14
0,"#nepoding, @magnuscarlsen, @gmhikaru, @gmwesleyso123, @fide_chess",5,2023-05-15
1,"@fide_chess, @phchess, @gmwesleyso123, @vishy64theking, @magnuscarlsen",30,2023-05-15
3,"wc, @fide_chess, @gmwesleyso123, rapid, classic",6,2023-05-15
0,"livshitz, mark, game, @fide_chess, follow",1,2023-05-16
1,"@fide_chess, chess, @ecuonline, @europeechecs, @chessdom",8,2023-05-16
3,"wc, @fide_chess, inaugural, rapid, @gmwesleyso123",7,2023-05-16
