Topic,Words,Frequency,Timestamp
11,"shakira, views, session, song, youtube",78,2023-01-13
12,"shakira, #shakira, #pique, #vibeftjimin, #lisamariepresley",76,2023-01-13
13,"shakira, song, listen, theme, bad",162,2023-01-13
14,"gelato, piqu, bag, gelapique, rakuten",23,2023-01-13
15,"shakira, session, play, sessio, song",138,2023-01-13
16,"shakira, song, mom, listen, singing",61,2023-01-13
17,"shakira, session, bzrp, bizarrap, song",119,2023-01-13
18,"shakira, jam, jelly, eat, fridge",28,2023-01-13
19,"shakira, song, album, concert, release",38,2023-01-13
21,"piqu, casio, twingo, league, kings",111,2023-01-13
22,"twingo, shakira, ferrari, traded, renault",99,2023-01-13
23,"casio, rolex, shakira, watch, #rolex",128,2023-01-13
24,"casio, shakira, #casio, song, brand",167,2023-01-13
26,"shakira, relojezzz, featuring, hd, @youtube",18,2023-01-13
27,"children, shakira, song, mother, father",109,2023-01-13
28,"paquita, shakira, barrio, #shakira, del",34,2023-01-13
29,"karol, shakira, @karolg, @shakira, karolg",7,2023-01-13
30,"clara, shakira, chia, song, cha",37,2023-01-13
32,"wolf, shakira, guys, song, @ricardo_peralta",13,2023-01-13
33,"law, mother, shakira, neighbor, left",7,2023-01-13
34,"plagiarism, shakira, briella, song, accused",98,2023-01-13
35,"piqu, shakira, follow, instagram, obro",7,2023-01-13
0,"piqu, clara, photo, gerard, cha",877,2023-01-14
1,"piqu, shakira, song, children, clara",1095,2023-01-14
2,"stings, stung, spike, today, itchy",154,2023-01-14
3,"shakira, song, cheated, women, people",607,2023-01-14
4,"shakira, song, @shakira, @erabangp1, queen",141,2023-01-14
5,"miley, shakira, cyrus, song, flowers",271,2023-01-14
6,"shakira, women, money, billing, invoice",253,2023-01-14
7,"shakira, song, listen, neighbor, addicted",70,2023-01-14
8,"@shakira, shakira, #shakira, @bizarrap, @sonymusiclatin",529,2023-01-14
9,"shakira, song, love, listen, good",81,2023-01-14
10,"pike, ha, @orlando_neto10, aciendo, @miasanbayernm",25,2023-01-14
11,"shakira, spotify, session, #1, music",317,2023-01-14
12,"#pique, shakira, #fear, @subira_amin_, #shakira",153,2023-01-14
13,"shakira, song, listen, bad, theme",77,2023-01-14
14,"cot, gelato, @_cityspy, @tidmaster, quality",37,2023-01-14
15,"shakira, session, play, listen, song",50,2023-01-14
16,"shakira, mom, song, singing, listen",67,2023-01-14
17,"shakira, bizarrap, bzrp, session, song",57,2023-01-14
18,"shakira, jam, jelly, ate, fridge",31,2023-01-14
19,"shakira, song, release, album, @shakira",25,2023-01-14
20,"@c, @casio0ficia, raffle, participate, costs",1940,2023-01-14
21,"piqu, casio, twingo, league, announced",225,2023-01-14
22,"twingo, shakira, ferrari, renault, #twingo",109,2023-01-14
23,"rolex, casio, shakira, watch, @casioteam",244,2023-01-14
24,"casio, shakira, song, @casioteam, #casio",138,2023-01-14
26,"@iconiksongs, shakira, wyclef, jean, hips",22,2023-01-14
27,"children, shakira, @elfakepost, song, mother",125,2023-01-14
28,"paquita, shakira, barrio, del, #shakira",33,2023-01-14
29,"karol, shakira, @popbase, peridico, collaboration",99,2023-01-14
30,"clara, shakira, chia, cha, song",47,2023-01-14
32,"wolf, shakira, guys, song, @shakira",38,2023-01-14
33,"law, mother, shakira, neighbor, inlaws",12,2023-01-14
34,"plagiarism, shakira, @juanlobx, briella, song",57,2023-01-14
36,"@casioteam, casio, send, reach, follow",573,2023-01-14
37,"polish, bastia, @maxicardenas, goyenech, bunny",18,2023-01-14
0,"piqu, clara, fault, photo, gerard",1422,2023-01-15
1,"piqu, shakira, song, clara, thing",1662,2023-01-15
2,"stings, spike, stung, itch, peak",693,2023-01-15
3,"shakira, song, cheated, betrayed, people",998,2023-01-15
4,"shakira, queen, song, @shakira, love",401,2023-01-15
5,"miley, shakira, song, cyrus, flowers",595,2023-01-15
6,"shakira, women, money, billing, song",343,2023-01-15
7,"shakira, song, listen, addicted, head",295,2023-01-15
8,"@shakira, shakira, #shakira, love, @bizarrap",220,2023-01-15
9,"shakira, song, good, love, listen",299,2023-01-15
10,"pike, today, damn, good, play",141,2023-01-15
11,"shakira, spotify, views, session, song",154,2023-01-15
12,"fonasa, #fiestadelosabrazos, mackenna, isapres, #ladivinacomida",480,2023-01-15
13,"shakira, song, bad, listen, theme",193,2023-01-15
14,"gelato, piqu, rakuten, bag, gelapique",84,2023-01-15
15,"shakira, session, play, song, sessio",191,2023-01-15
16,"shakira, mom, song, listen, singing",154,2023-01-15
17,"shakira, bzrp, session, bizarrap, song",138,2023-01-15
18,"shakira, jam, jelly, ate, eat",39,2023-01-15
19,"shakira, song, singing, concert, release",120,2023-01-15
21,"piqu, casio, twingo, league, sponsor",190,2023-01-15
22,"twingo, shakira, ferrari, traded, renault",182,2023-01-15
23,"rolex, casio, shakira, watch, #rolex",182,2023-01-15
24,"casio, shakira, song, #casio, brand",143,2023-01-15
26,"shakira, @youtube, video, official, hd",33,2023-01-15
27,"children, shakira, song, father, mother",67,2023-01-15
28,"paquita, barrio, shakira, del, #shakira",44,2023-01-15
29,"karol, shakira, song, collaboration, anuel",31,2023-01-15
30,"clara, shakira, chia, song, cha",42,2023-01-15
31,"ameeeee, booed, piqu, hahahaj, shout",1,2023-01-15
32,"wolf, shakira, uh, guys, song",42,2023-01-15
33,"law, mother, shakira, neighbor, video",28,2023-01-15
34,"plagiarism, shakira, briella, accused, song",57,2023-01-15
35,"piqu, shakira, instagram, follow, michoacn",12,2023-01-15
36,"casio, @casioteam, send, reach, follow",4,2023-01-15
37,"views, #cleopatra, #lisa_marie_presley, wikipedia, boomin",5,2023-01-15
0,"piqu, clara, photo, gerard, league",2162,2023-01-16
1,"piqu, shakira, song, thing, clara",2224,2023-01-16
2,"stings, spike, peak, today, friends",1033,2023-01-16
3,"shakira, song, cheated, people, betrayed",1213,2023-01-16
4,"shakira, song, queen, @shakira, video",403,2023-01-16
5,"miley, shakira, song, cyrus, flowers",549,2023-01-16
6,"shakira, women, money, billing, song",317,2023-01-16
7,"shakira, song, listen, addicted, head",334,2023-01-16
8,"@shakira, #shakira, shakira, love, @bizarrap",258,2023-01-16
9,"shakira, song, love, good, listen",295,2023-01-16
10,"pike, today, play, day, start",175,2023-01-16
11,"shakira, spotify, song, session, music",125,2023-01-16
12,"shakira, #shakira, piqu, #missuniverse2022, #pique",151,2023-01-16
13,"shakira, song, bad, listen, good",244,2023-01-16
14,"gelato, piqu, bag, gelapique, loungewear",107,2023-01-16
15,"shakira, session, play, listen, song",148,2023-01-16
16,"shakira, song, mom, listen, dad",202,2023-01-16
17,"shakira, bzrp, session, bizarrap, song",138,2023-01-16
18,"shakira, jelly, jam, eat, ate",113,2023-01-16
19,"shakira, song, concert, album, @shakira",93,2023-01-16
20,"@c, raffle, residues, @casio0ficia, shipment",1,2023-01-16
21,"piqu, twingo, casio, league, kings",411,2023-01-16
22,"twingo, shakira, ferrari, renault, traded",158,2023-01-16
23,"rolex, casio, shakira, watch, #rolex",116,2023-01-16
24,"casio, shakira, song, #casio, brand",94,2023-01-16
25,"shakira, station, music, bzrp, session",18,2023-01-16
26,"shakira, @youtube, video, official, hd",46,2023-01-16
27,"children, shakira, song, mother, father",83,2023-01-16
28,"paquita, barrio, shakira, del, message",156,2023-01-16
29,"karol, shakira, song, release, anuel",19,2023-01-16
30,"clara, shakira, cha, chia, song",49,2023-01-16
31,"booed, piqu, rogerinho, pike, kkkkkkkkkkkkkkkkkkkkk",3,2023-01-16
32,"wolf, shakira, guys, uh, #shakira",37,2023-01-16
33,"law, mother, shakira, video, neighbor",19,2023-01-16
34,"plagiarism, shakira, briella, song, accused",80,2023-01-16
35,"piqu, shakira, follow, instagram, noticed",19,2023-01-16
37,"boomin, sza, #musicmonday, #mondaymotivation, metro",8,2023-01-16
0,"piqu, clara, league, gerard, photo",1476,2023-01-17
1,"piqu, shakira, song, clara, gerard",1499,2023-01-17
2,"stings, peak, spike, today, mood",976,2023-01-17
3,"shakira, song, cheated, betrayed, people",1045,2023-01-17
4,"shakira, song, queen, @shakira, session",401,2023-01-17
5,"miley, shakira, song, cyrus, flowers",602,2023-01-17
6,"shakira, women, money, billing, song",337,2023-01-17
7,"shakira, song, listen, head, addicted",367,2023-01-17
8,"@shakira, shakira, #shakira, @bizarrap, love",256,2023-01-17
9,"shakira, song, listen, love, good",311,2023-01-17
10,"pike, palas, today, #bbb23, play",161,2023-01-17
11,"shakira, spotify, song, session, music",126,2023-01-17
12,"shakira, fancam, piqu, #shakira, thread",161,2023-01-17
13,"shakira, song, listen, bad, good",215,2023-01-17
14,"gelato, piqu, bag, rakuten, gelapique",135,2023-01-17
15,"shakira, session, play, listen, song",124,2023-01-17
16,"shakira, mom, song, listen, singing",204,2023-01-17
17,"shakira, bzrp, session, bizarrap, song",152,2023-01-17
18,"shakira, jelly, jam, eat, ate",185,2023-01-17
19,"shakira, song, concert, album, @shakira",112,2023-01-17
21,"piqu, twingo, casio, league, gerard",192,2023-01-17
22,"twingo, shakira, ferrari, traded, renault",123,2023-01-17
23,"rolex, casio, shakira, watch, song",110,2023-01-17
24,"casio, shakira, #casio, song, brand",81,2023-01-17
25,"shakira, music, bzrp, @bizarrap, session",27,2023-01-17
26,"shakira, @youtube, hd, video, alfredo",42,2023-01-17
27,"children, shakira, song, mother, people",61,2023-01-17
28,"paquita, barrio, shakira, del, message",271,2023-01-17
29,"karol, shakira, song, collaboration, @karolg",15,2023-01-17
30,"clara, shakira, cha, chia, song",51,2023-01-17
31,"booed, #bbb23, crowd, shore, piqu",2,2023-01-17
32,"wolf, shakira, uh, guys, newbies",29,2023-01-17
33,"law, mother, shakira, neighbor, video",26,2023-01-17
34,"plagiarism, briella, shakira, song, venezuelan",66,2023-01-17
35,"piqu, shakira, instagram, follow, peina",16,2023-01-17
37,"boomin, sza, #tuesdaythoughts, #traveltuesday, clean",19,2023-01-17
0,"piqu, clara, gerard, photo, league",1173,2023-01-18
1,"piqu, shakira, song, clara, gerard",1271,2023-01-18
2,"stings, spike, peak, today, dick",862,2023-01-18
3,"shakira, song, cheated, betrayed, women",855,2023-01-18
4,"shakira, song, queen, @shakira, video",337,2023-01-18
5,"miley, shakira, cyrus, song, flowers",570,2023-01-18
6,"shakira, women, billing, money, song",310,2023-01-18
7,"shakira, song, listen, addicted, head",324,2023-01-18
8,"@shakira, shakira, #shakira, love, @bizarrap",211,2023-01-18
9,"shakira, song, listen, love, good",250,2023-01-18
10,"pike, play, today, kkkk, catch",152,2023-01-18
11,"shakira, spotify, session, music, song",139,2023-01-18
12,"zema, guim, shakira, taeyong, cnbb",231,2023-01-18
13,"shakira, song, listen, bad, good",180,2023-01-18
14,"gelato, piqu, bag, gelapique, loungewear",126,2023-01-18
15,"shakira, session, play, listen, song",137,2023-01-18
16,"shakira, song, mom, singing, listen",188,2023-01-18
17,"shakira, bzrp, session, bizarrap, song",133,2023-01-18
18,"shakira, jam, jelly, strawberry, jar",233,2023-01-18
19,"shakira, concert, song, album, tour",101,2023-01-18
21,"piqu, twingo, casio, renault, league",87,2023-01-18
22,"twingo, shakira, ferrari, car, renault",96,2023-01-18
23,"rolex, casio, shakira, watch, #shakira",67,2023-01-18
24,"casio, shakira, song, #casio, brand",41,2023-01-18
25,"shakira, music, bzrp, museum, session",27,2023-01-18
26,"shakira, @youtube, featuring, hd, official",44,2023-01-18
27,"children, shakira, song, father, mother",52,2023-01-18
28,"paquita, barrio, shakira, del, message",120,2023-01-18
29,"karol, shakira, song, #karolg, release",8,2023-01-18
30,"clara, shakira, cha, song, chia",70,2023-01-18
31,"booed, piqu, mdrrr, chill, impeccable",2,2023-01-18
32,"wolf, shakira, guys, uh, @shakira",49,2023-01-18
33,"law, shakira, mother, neighbor, song",26,2023-01-18
34,"plagiarism, shakira, briella, song, accused",60,2023-01-18
35,"piqu, shakira, instagram, follow, unfollow",141,2023-01-18
37,"#wednesdaywisdom, #humpday, boomin, bunny, estreo",27,2023-01-18
0,"piqu, clara, gerard, cha, photo",1179,2023-01-19
1,"piqu, shakira, song, clara, famous",1620,2023-01-19
2,"stings, peak, spike, today, day",936,2023-01-19
3,"shakira, song, cheated, betrayed, people",713,2023-01-19
4,"shakira, song, queen, @shakira, video",331,2023-01-19
5,"miley, shakira, song, cyrus, flowers",461,2023-01-19
6,"shakira, women, money, billing, song",290,2023-01-19
7,"shakira, song, head, listen, addicted",333,2023-01-19
8,"@shakira, shakira, #shakira, love, @bizarrap",191,2023-01-19
9,"shakira, song, listen, good, love",257,2023-01-19
10,"pike, today, play, kkkkk, #bbb23",205,2023-01-19
11,"shakira, spotify, song, music, session",145,2023-01-19
12,"fred, shakira, rueda, zema, domitilda",175,2023-01-19
13,"shakira, song, listen, bad, music",185,2023-01-19
14,"gelato, piqu, bag, gelapique, loungewear",124,2023-01-19
15,"shakira, session, play, song, listen",178,2023-01-19
16,"shakira, mom, song, listen, singing",184,2023-01-19
17,"shakira, bzrp, session, bizarrap, song",112,2023-01-19
18,"shakira, jam, jelly, jar, strawberry",189,2023-01-19
19,"shakira, concert, song, album, release",98,2023-01-19
21,"piqu, casio, twingo, denying, league",101,2023-01-19
22,"twingo, shakira, ferrari, traded, car",81,2023-01-19
23,"rolex, casio, shakira, watch, #casio",49,2023-01-19
24,"casio, shakira, brand, song, #casio",47,2023-01-19
25,"shakira, music, bzrp, session, play",46,2023-01-19
26,"shakira, hd, official, featuring, video",49,2023-01-19
27,"children, shakira, song, father, mother",41,2023-01-19
28,"paquita, barrio, shakira, del, message",50,2023-01-19
29,"karol, shakira, collaboration, song, music",16,2023-01-19
30,"clara, shakira, cha, chia, song",51,2023-01-19
31,"booed, script, johnny, jay, audience",1,2023-01-19
32,"wolf, shakira, guys, newbies, uh",44,2023-01-19
33,"law, mother, shakira, neighbor, video",23,2023-01-19
34,"plagiarism, shakira, briella, song, accused",57,2023-01-19
35,"piqu, shakira, instagram, follow, networks",163,2023-01-19
37,"#thursdaythoughts, #thursdate, bunny, boomin, estreo",30,2023-01-19
0,"piqu, clara, league, nou, gerard",2066,2023-01-20
1,"piqu, shakira, song, clara, gerard",1434,2023-01-20
2,"stings, spike, peak, today, stung",1088,2023-01-20
3,"shakira, song, cheated, betrayed, people",696,2023-01-20
4,"shakira, song, queen, @shakira, love",315,2023-01-20
5,"miley, shakira, song, cyrus, flowers",468,2023-01-20
6,"shakira, women, money, billing, song",238,2023-01-20
7,"shakira, song, listen, head, addicted",302,2023-01-20
8,"@shakira, shakira, #shakira, @bizarrap, love",191,2023-01-20
9,"shakira, song, love, good, listen",239,2023-01-20
10,"pike, today, dra, play, good",206,2023-01-20
11,"shakira, spotify, song, music, session",216,2023-01-20
12,"shakira, piqu, #russia, #messinadenaro, #whale",146,2023-01-20
13,"shakira, song, listen, bad, sick",194,2023-01-20
14,"gelato, piqu, gelapique, bag, rakuten",178,2023-01-20
15,"shakira, session, play, listen, song",117,2023-01-20
16,"shakira, mom, song, listen, singing",160,2023-01-20
17,"shakira, bzrp, session, bizarrap, song",117,2023-01-20
18,"shakira, jam, jelly, jar, strawberry",95,2023-01-20
19,"shakira, rbd, concert, song, tour",136,2023-01-20
21,"piqu, twingo, casio, league, sponsor",52,2023-01-20
22,"twingo, shakira, ferrari, traded, renault",63,2023-01-20
23,"rolex, casio, shakira, watch, #rolex",37,2023-01-20
24,"casio, shakira, brand, song, #casio",44,2023-01-20
25,"shakira, music, bzrp, session, play",29,2023-01-20
26,"shakira, featuring, @youtube, hd, video",66,2023-01-20
27,"children, shakira, song, mother, father",37,2023-01-20
28,"paquita, barrio, shakira, del, message",42,2023-01-20
29,"karol, shakira, collaboration, arol, song",51,2023-01-20
30,"clara, shakira, cha, chia, song",53,2023-01-20
32,"wolf, shakira, guys, uh, newbies",54,2023-01-20
33,"law, mother, shakira, neighbor, song",29,2023-01-20
34,"plagiarism, briella, shakira, song, venezuelan",49,2023-01-20
35,"piqu, shakira, instagram, follow, networks",82,2023-01-20
37,"boomin, #fridayfeeling, #friday, clean, bizarrap",36,2023-01-20
0,"piqu, clara, gerard, cha, photo",1767,2023-01-21
1,"piqu, shakira, song, clara, gerard",1125,2023-01-21
2,"stings, spike, peak, today, dick",1278,2023-01-21
3,"shakira, song, cheated, betrayed, women",570,2023-01-21
4,"shakira, song, queen, @shakira, video",440,2023-01-21
5,"miley, shakira, cyrus, song, flowers",422,2023-01-21
6,"shakira, women, money, billing, crying",223,2023-01-21
7,"shakira, song, listen, head, addicted",316,2023-01-21
8,"@shakira, shakira, #shakira, love, @bizarrap",227,2023-01-21
9,"shakira, song, love, listen, good",221,2023-01-21
10,"pike, today, play, #bbb23, morning",266,2023-01-21
11,"shakira, spotify, song, session, music",231,2023-01-21
12,"shakira, #shakira, piqu, #pique, people",133,2023-01-21
13,"shakira, song, listen, bad, sick",188,2023-01-21
14,"gelato, piqu, gelapique, bag, loungewear",200,2023-01-21
15,"shakira, session, play, song, listen",147,2023-01-21
16,"shakira, mom, song, singing, listen",201,2023-01-21
17,"shakira, bzrp, session, bizarrap, song",102,2023-01-21
18,"shakira, jam, jelly, jar, strawberry",64,2023-01-21
19,"shakira, song, concert, @shakira, tour",168,2023-01-21
21,"piqu, casio, twingo, agreement, gerard",55,2023-01-21
22,"twingo, shakira, ferrari, traded, car",78,2023-01-21
23,"casio, rolex, shakira, watch, song",55,2023-01-21
24,"casio, shakira, song, #casio, brand",32,2023-01-21
25,"shakira, music, bzrp, session, museum",23,2023-01-21
26,"shakira, video, @youtube, official, hd",78,2023-01-21
27,"children, shakira, song, dani, alves",47,2023-01-21
28,"paquita, barrio, shakira, del, message",44,2023-01-21
29,"karol, shakira, collaboration, arol, song",55,2023-01-21
30,"clara, shakira, cha, song, chia",43,2023-01-21
31,"booed, piqu, liverpool, #hermanas, tin",4,2023-01-21
32,"wolf, shakira, guys, newbies, song",43,2023-01-21
33,"law, mother, shakira, neighbor, semana",24,2023-01-21
34,"plagiarism, shakira, song, accused, briella",34,2023-01-21
35,"piqu, shakira, instagram, follow, social",41,2023-01-21
37,"#shoutoutsaturday, #weekendvibes, bunny, boomin, bizarrap",46,2023-01-21
0,"piqu, clara, cha, unfaithful, gerard",1984,2023-01-22
1,"piqu, shakira, song, clara, cha",837,2023-01-22
2,"stings, peak, spike, dick, stung",1168,2023-01-22
3,"shakira, song, cheated, betrayed, people",473,2023-01-22
4,"shakira, queen, song, @shakira, love",372,2023-01-22
5,"miley, shakira, song, cyrus, flowers",278,2023-01-22
6,"shakira, women, money, billing, @shakira",190,2023-01-22
7,"shakira, song, listen, neighbor, head",245,2023-01-22
8,"@shakira, shakira, #shakira, love, @bizarrap",186,2023-01-22
9,"shakira, song, love, good, listen",171,2023-01-22
10,"pike, play, today, flag, hide",211,2023-01-22
11,"shakira, monthly, spotify, artist, listen",264,2023-01-22
12,"shakira, #dafne, #ocoa, #crdmedia, #seriedelcaribe",126,2023-01-22
13,"shakira, song, listen, bad, sick",112,2023-01-22
14,"gelato, piqu, gelapique, bag, loungewear",177,2023-01-22
15,"shakira, session, play, song, listen",116,2023-01-22
16,"shakira, mom, song, singing, listen",174,2023-01-22
17,"shakira, bzrp, session, bizarrap, song",91,2023-01-22
18,"shakira, jelly, jam, discovered, eat",49,2023-01-22
19,"shakira, song, concert, coming, performance",133,2023-01-22
21,"piqu, twingo, casio, league, gerard",43,2023-01-22
22,"twingo, shakira, ferrari, traded, renault",34,2023-01-22
23,"casio, rolex, shakira, watch, watchmaking",39,2023-01-22
24,"casio, shakira, brand, crisis, company",38,2023-01-22
25,"shakira, grammy, museum, @mostrequestlive, @onairromeo",43,2023-01-22
26,"shakira, @youtube, featuring, video, hd",69,2023-01-22
27,"children, shakira, song, alves, dani",36,2023-01-22
28,"barrio, paquita, shakira, del, #shakira",25,2023-01-22
29,"karol, shakira, collaboration, arol, song",54,2023-01-22
30,"clara, shakira, chia, cha, song",64,2023-01-22
31,"booed, piqu, tide, #hispanosrtve22ene, nba",4,2023-01-22
32,"wolf, shakira, guys, uh, song",47,2023-01-22
33,"law, shakira, mother, neighbor, extremely",14,2023-01-22
34,"plagiarism, shakira, song, briella, accused",22,2023-01-22
35,"piqu, shakira, instagram, follow, iizy",13,2023-01-22
37,"#lazysunday, bunny, #sundayfunday, estreo, feid",35,2023-01-22
0,"piqu, clara, cha, gerard, unfaithful",2006,2023-01-23
1,"piqu, shakira, song, clara, gerard",1121,2023-01-23
2,"stings, peak, spike, today, day",1520,2023-01-23
3,"shakira, song, betrayed, cheated, woman",595,2023-01-23
4,"shakira, song, queen, @shakira, orean",372,2023-01-23
5,"miley, shakira, song, cyrus, flowers",312,2023-01-23
6,"shakira, women, money, billing, tax",307,2023-01-23
7,"shakira, song, listen, addicted, head",249,2023-01-23
8,"@shakira, shakira, #shakira, love, @bizarrap",195,2023-01-23
9,"shakira, song, love, good, listen",210,2023-01-23
10,"pike, today, play, good, day",278,2023-01-23
11,"shakira, spotify, listen, monthly, artist",314,2023-01-23
12,"shakira, #ocoa, #seriedelcaribe, #crdmedia, #elonmusk",193,2023-01-23
13,"shakira, song, listen, uh, sick",142,2023-01-23
14,"gelato, piqu, bag, gelapique, loungewear",270,2023-01-23
15,"shakira, session, play, song, listen",91,2023-01-23
16,"shakira, mom, song, singing, listen",148,2023-01-23
17,"shakira, bzrp, session, bizarrap, song",105,2023-01-23
18,"jelly, shakira, jam, strawberry, fantastic",383,2023-01-23
19,"shakira, concert, song, tour, @shakira",130,2023-01-23
21,"piqu, twingo, casio, car, ferrari",45,2023-01-23
22,"twingo, shakira, ferrari, traded, renault",46,2023-01-23
23,"casio, rolex, shakira, watch, song",47,2023-01-23
24,"casio, shakira, brand, song, #casio",46,2023-01-23
25,"shakira, music, bzrp, @bizarrap, session",14,2023-01-23
26,"shakira, @youtube, featuring, hd, feat",96,2023-01-23
27,"children, shakira, song, worry, dani",41,2023-01-23
28,"paquita, barrio, shakira, del, message",32,2023-01-23
29,"karol, shakira, collaboration, arol, song",86,2023-01-23
30,"clara, shakira, cha, chia, song",52,2023-01-23
31,"booed, piqu, mmsss, moro, nba",3,2023-01-23
32,"wolf, shakira, guys, uh, song",46,2023-01-23
33,"law, mother, shakira, video, shut",34,2023-01-23
34,"plagiarism, shakira, briella, song, accused",28,2023-01-23
35,"piqu, shakira, instagram, follow, networks",21,2023-01-23
37,"#mondaymotivation, #musicmonday, boomin, bunny, clean",50,2023-01-23
0,"piqu, clara, gerard, league, cha",1566,2023-01-24
1,"piqu, shakira, song, video, mother",1137,2023-01-24
2,"stings, peak, spike, today, dick",1268,2023-01-24
3,"shakira, song, cheated, betrayed, people",444,2023-01-24
4,"shakira, song, queen, session, @shakira",293,2023-01-24
5,"miley, shakira, cyrus, song, flowers",322,2023-01-24
6,"shakira, women, money, billing, @shakira",201,2023-01-24
7,"shakira, song, listen, addicted, head",210,2023-01-24
8,"@shakira, shakira, #shakira, love, @bizarrap",196,2023-01-24
9,"shakira, song, good, listen, love",174,2023-01-24
10,"pike, today, play, good, player",249,2023-01-24
11,"shakira, spotify, session, music, bzrp",407,2023-01-24
12,"shakira, piqu, #shakira, fonasa, #fiestadelosabrazos",152,2023-01-24
13,"shakira, song, listen, bad, sick",117,2023-01-24
14,"gelato, piqu, bag, gelapique, rakuten",222,2023-01-24
15,"shakira, session, play, song, sessio",81,2023-01-24
16,"shakira, song, mom, singing, listen",137,2023-01-24
17,"shakira, bzrp, session, bizarrap, song",81,2023-01-24
18,"shakira, jam, strawberry, jelly, jarmemes",87,2023-01-24
19,"shakira, concert, rbd, song, album",133,2023-01-24
21,"piqu, twingo, casio, kings, league",21,2023-01-24
22,"twingo, shakira, ferrari, traded, swapped",54,2023-01-24
23,"rolex, casio, shakira, watch, #casio",37,2023-01-24
24,"casio, shakira, song, brand, #casio",43,2023-01-24
25,"shakira, music, bzrp, session, play",32,2023-01-24
26,"shakira, @youtube, featuring, video, official",83,2023-01-24
27,"children, shakira, song, mother, alves",38,2023-01-24
28,"paquita, barrio, shakira, del, message",36,2023-01-24
29,"karol, shakira, song, collaboration, release",59,2023-01-24
30,"clara, shakira, prowling, cha, chia",34,2023-01-24
31,"booed, piqu, basketball, forgive, game",5,2023-01-24
32,"wolf, shakira, guys, song, uh",43,2023-01-24
33,"law, mother, shakira, video, shut",145,2023-01-24
34,"plagiarism, shakira, song, briella, copy",25,2023-01-24
35,"piqu, shakira, instagram, follow, #yaesmedioda24e",11,2023-01-24
37,"#traveltuesday, #tuesdaythoughts, boomin, clean, bizarrap",41,2023-01-24
0,"piqu, photo, clara, cha, gerard",2240,2023-01-25
1,"piqu, shakira, song, mother, video",568,2023-01-25
2,"stings, spike, peak, dick, today",677,2023-01-25
3,"shakira, song, cheated, people, man",230,2023-01-25
4,"shakira, song, queen, vitoria, @shakira",151,2023-01-25
5,"miley, shakira, song, cyrus, flowers",92,2023-01-25
6,"shakira, women, billing, money, song",86,2023-01-25
7,"shakira, song, listen, head, addicted",94,2023-01-25
8,"@shakira, shakira, #shakira, love, #shakiraxbizarrap",70,2023-01-25
9,"shakira, song, listen, love, good",60,2023-01-25
